Date,Location,Raw,Speakers,Description,Issue date
"Friday, August 22","Bermondsey. Paragon Mews, Junction Road","Bermondsey. Paragon Mews, Junction Road . Mrs. Walker",['Mrs. Walker'],,"August 22 , 1913"
"Friday, August 22","Bow, Ford Road","Bow , Ford Road",[],,"August 22 , 1913"
"Friday, August 22","Bromley, corner of Crisp Street","Bromley , corner of Crisp Street and Morris Road . Miss Rickards",['Miss Rickards'],,"August 22 , 1913"
"Friday, August 22","Limehouse, Ben Jonson Road","Limehouse , Ben Jonson Road",[],,"August 22 , 1913"
"Friday, August 22","Dundee, Panmure Street","Dundee , Panmure Street . Miss Grant",['Miss Grant'],,"August 22 , 1913"
"Friday, August 22","Portsmouth, Lady's Mile","Portsmouth , Lady's Mile",[],,"August 22 , 1913"
"Friday, August 22","Portsmouth, by Clarence Pier","Portsmouth , by Clarence Pier",[],,"August 22 , 1913"
"Friday, August 22",Rhondda Valley,Rhondda Valley . Miss Annie Williams,['Miss Annie Williams'],,"August 22 , 1913"
"Saturday, August 23","West Ham, Forest Gate Station","West Ham , Forest Gate Station . Miss Cynthia Maguire . Chair : Mr. Dean",['Miss Cynthia Maguire'],,"August 22 , 1913"
"Saturday, August 23","Bow, Ford Road","Bow , Ford Road , Miss Brindley",['Miss Brindley'],,"August 22 , 1913"
"Saturday, August 23","Dundee, Greenmarket","Dundee , Greenmarket",[],,"August 22 , 1913"
"Saturday, August 23","Liverpool, Waterloo Shore","Liverpool , Waterloo Shore . Miss Woodlock",['Miss Woodlock'],,"August 22 , 1913"
"Saturday, August 23",Rhondda Valley,Rhondda Valley . Miss Annie Williams,['Miss Annie Williams'],,"August 22 , 1913"
"Sunday, August 24",Hyde Park. W.,"Hyde Park . W. , Miss Naylor , Mrs. Kelly","['Miss Naylor', 'Mrs. Kelly']",,"August 22 , 1913"
"Sunday, August 24","Poplar, Dock Gates","Poplar , Dock Gates",[],,"August 22 , 1913"
"Sunday, August 24",Streatham Common,Streatham Common,[],,"August 22 , 1913"
"Sunday, August 24",Victoria Park,Victoria Park,[],,"August 22 , 1913"
"Sunday, August 24",Wimbledon Common,Wimbledon Common . Miss Richmond,['Miss Richmond'],,"August 22 , 1913"
"Sunday, August 24","Bow, 321, Roman Road","Bow , 321 , Roman Road . Meeting . 8 p.m.",,Meeting,"August 22 , 1913"
"Monday, August 25","Poplar, Socialist Hall, High Street","Poplar , Socialist Hall , High Street . Women's Meeting . 3 p.m.",,Women's Meeting,"August 22 , 1913"
"Monday, August 25","Bow, Ford Road","Bow , Ford Road",[],,"August 22 , 1913"
"Monday, August 25","Poplar, East India Dock Gates","Poplar , East India Dock Gates",[],,"August 22 , 1913"
"Monday, August 25","Dundee, Lochee, Bank Street","Dundee , Lochee , Bank Street . Miss Grant",['Miss Grant'],,"August 22 , 1913"
"Monday, August 25",Rhondda Valley,Rhondda Valley . Miss Annie Williams,['Miss Annie Williams'],,"August 22 , 1913"
"Tuesday, August 26","Bethnal Green Road, Abbey Street","Bethnal Green Road , Abbey Street . Mr. V. Prout , Mr. W. A. Willox . 8 p.m.","['Mr. V. Prout', 'Mr. W. A. Willox']",,"August 22 , 1913"
"Tuesday, August 26","Bow, Obelisk","Bow , Obelisk . Miss Haslam . 8 p.m.",['Miss Haslam'],,"August 22 , 1913"
"Tuesday, August 26","Bow, Ford Road","Bow , Ford Road",[],,"August 22 , 1913"
"Tuesday, August 26",Aberdare and Cwmaman,Aberdare and Cwmanan . Miss Annie Williams,['Miss Annie Williams'],,"August 22 , 1913"
"Tuesday, August 26",Perth,Perth . Miss Grant,['Miss Grant'],,"August 22 , 1913"
"Wednesday, August 27","Bow, 321, Roman Road","Bow , 321 , Roman Road . Women's Meeting . 3 p.m.",,Women's Meeting,"August 22 , 1913"
"Wednesday, August 27","Bow, Ford Road","Bow , Ford Road . Mrs. Walker . 8 p.m.",['Mrs. Walker'],,"August 22 , 1913"
"Wednesday, August 27","Doncaster, Glynn Hotel","Doncaster , Glynn Hotel . Miss Key Jones",['Miss Key Jones'],,"August 22 , 1913"
"Wednesday, August 27","Dundee, 61, Nethergate","Dundee , 61 , Nethergate",[],,"August 22 , 1913"
"Wednesday, August 27","Eastbourne, Eastern Bandstand","Eastbourne , Eastern Bandstand . Miss L. Tyson",['Miss L. Tyson'],,"August 22 , 1913"
"Wednesday, August 27",Rhondda Valley,Rhondda Valley . Miss Annie Williams,['Miss Annie Williams'],,"August 22 , 1913"
"Thursday, August 28","Bethnal Green Road, Gibraltar Walk","Bethnal Green Road , Gibraltar Walk . Hemingway , Mr. A. Lilly , Me . F. Potter . 8 p.m.","['Hemingway', 'Mr. A. Lilly', 'Mr. F. Potter']",,"August 22 , 1913"
"Thursday, August 28","Bromley, Knapp Road","Bromley , Knapp Road",[],,"August 22 , 1913"
"Thursday, August 28","Bow, Ford Road","Bow , Ford Road",[],,"August 22 , 1913"
"Thursday, August 28","Bromley, Campbell Road and Knapp Road","Bromley , Campbell Road and Knapp Road . Mes . Walker",['Mrs. Walker'],,"August 22 , 1913"
"Thursday, August 28","Limehouse, Pigott Street and East India Dock Road","Limehouse , Pigott Street and East India Dock Road",[],,"August 22 , 1913"
"Thursday, August 28","Bow, Ford Road","Bow , Ford Road",[],,"August 22 , 1913"
"Thursday, August 28",Rhondda Valley,Rhondda Valley . Miss Annie Williams,['Miss Annie Williams'],,"August 22 , 1913"
"Friday, August 29","West Ham, The Grove, Stratford","West Ham , The Grove , Stratford . Mr. Rowe . 8 p.m.",['Mr. Rowe'],,"August 22 , 1913"
"Friday, August 29","Dundee, Panmure Street","Dundee , Panmure Street . Miss Grant",['Miss Grant'],,"August 22 , 1913"
"Friday, August 29",Rhondda Valley,Rhondda Valley . Miss Annie Williams,['Miss Annie Williams'],,"August 22 , 1913"
