Date,Location,Raw,Speakers,Description,Issue date
"FRIDAY, JUNE 20","Chelsea , 308 , King's Road","Chelsea , 308 , King's Road . Miss Ada Moore",['Miss Ada Moore'],,"June 20, 1913"
"FRIDAY, JUNE 20","Chelsea, 308, King's Road","Chelsea , 308 , King's Road . Speakers ' Class Miss Macaulay",['Miss Macaulay'],,"June 20, 1913"
"FRIDAY, JUNE 20",Fulham,Fulham . Miss P. Ayrton,['Miss P. Ayrton'],,"June 20, 1913"
"FRIDAY, JUNE 20","Ladbroke Grove, Free Library","Mr. Ladbroke Grove , Free Library . Charles Gray",['Mr. Charles Gray'],,"June 20, 1913"
"FRIDAY, JUNE 20",Limehouse Town Hall,"Limehouse Town Hall , Miss S. Pankhurst , Miss G. Richard , Mr. Wooster , Mrs. Smith","['Miss S. Pankhurst', 'Miss G. Richard', 'Mr. Wooster', 'Mrs. Smith']",,"June 20, 1913"
"FRIDAY, JUNE 20","Lincoln's Inn House, Kingsway","Lincoln's Inn House , Kingsway , Speakers ' Class : Miss Rosa Leo",['Miss Rosa Leo'],,"June 20, 1913"
"FRIDAY, JUNE 20","Poplar, Devon's Road","Poplar , Devon's Road . Mrs. Duval Chair : Miss Harbott",['Mrs. Duval'],,"June 20, 1913"
"FRIDAY, JUNE 20",Sloane Square,Sloane Square . Mrs. Penn Gaskell,['Mrs. Penn Gaskell'],,"June 20, 1913"
"FRIDAY, JUNE 20",Tooting Broadway,Tooting Broadway . Miss Coombs,['Miss Coombs'],,"June 20, 1913"
"FRIDAY, JUNE 20","West Ham, Stratford Broadway","West Ham , Stratford Broadway . Chair : Mrs. Heard",,,"June 20, 1913"
"SATURDAY, JUNE 21","Holloway Road, Jones Bros","Holloway Road , Jones Bros. Miss M. Wright , Misa Pepper","['Miss M. Wright', 'Misa Pepper']",,"June 20, 1913"
"SATURDAY, JUNE 21","Ilford, Balfour Road","Ilford , Balfour Road . Miss Bell",['Miss Bell'],,"June 20, 1913"
"SATURDAY, JUNE 21","Muswell Hill, Queen's Avenue","Muswell Hill , Queen's Avenue . Mias Adele Moore",['Mias Adele Moore'],,"June 20, 1913"
"SATURDAY, JUNE 21",Old Kent Road,"Old Kent Road . Miss E. Billing , Nurse Evans","['Miss E. Billing', 'Nurse Evans']",,"June 20, 1913"
"SATURDAY, JUNE 21","West Ham, Forest Gate Station","West Ham , Forest Gate Station",[],,"June 20, 1913"
"SATURDAY, JUNE 21",Wimbledon Broadway,Wimbledon Broadway . Miss Gutteridge . Chair : Mrs. Beatty,['Miss Gutteridge'],,"June 20, 1913"
"SUNDAY, JUNE 22",Clapham Common,Clapham Common . Miss Coombes,['Miss Coombes'],,"June 20, 1913"
"SUNDAY, JUNE 22",Ealing Common,Ealing Common . Miss Francis . Chair : Mr. J. Y. Kennedy,['Miss Francis'],,"June 20, 1913"
"SUNDAY, JUNE 22","Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff",,,"June 20, 1913"
"SUNDAY, JUNE 22","Hyde Park, W","Hyde Park , W",,,"June 20, 1913"
"SUNDAY, JUNE 22","Lewisham, Market Place","Lewisham , Market Place . Mrs. Bouvier",['Mrs. Bouvier'],,"June 20, 1913"
"SUNDAY, JUNE 22",Regent's Park,"Regent's Park . M.P.U Miss Froud , Mr. A. Mackinlay","['Miss Froud', 'Mr. A. Mackinlay']",,"June 20, 1913"
"SUNDAY, JUNE 22",Streatham Common,Streatham Common . Miss Amy Winter,['Miss Amy Winter'],,"June 20, 1913"
"SUNDAY, JUNE 22",Victoria Park,Victoria Park,,,"June 20, 1913"
"MONDAY, JUNE 23","Bow, Whitechapel Road","Bow , Whitechapel Road . Miss Haslam , Mrs. Moor","['Miss Haslam', 'Mrs. Moor']",,"June 20, 1913"
"MONDAY, JUNE 23","Bow, Out-and-Out Mission Hall. Tredegar Road","Bow , Out - and - Out Mission Hall . Tredegar Road . Class : Mies Rosa Leo",['Mies Rosa Leo'],,"June 20, 1913"
"MONDAY, JUNE 23","Bow, Commercial Road","Bow , Commercial Road . Miss E. Billing",['Miss E. Billing'],,"June 20, 1913"
"MONDAY, JUNE 23","Chelsea, 308, King's Road","Chelsea , 308 , King's Road . Working Women's Meeting . Miss P. Ayrton",['Miss P. Ayrton'],,"June 20, 1913"
"MONDAY, JUNE 23","London Pavilion, Piccadilly Circus, W","London Pavilion , Piccadilly Circus , W Mrs. Mansel",['Mrs. Mansel'],,"June 20, 1913"
"TUESDAY, JUNE 24","Bow, Commercial Road","Bow , Commercial Road . Miss E. Billing",['Miss E. Billing'],,"June 20, 1913"
"TUESDAY, JUNE 24","Ealing Broadway, Victoria Hall","Ealing Broadway , Victoria Hall . Rev. G. H. Davis , Dr. H. Gordon Clark , Miss A. Wiater , Mr. Geoffrey Gush .","['Rev. G. H. Davis', 'Dr. H. Gordon Clark', 'Miss A. Wiater', 'Mr. Geoffrey Gush']",,"June 20, 1913"
"TUESDAY, JUNE 24","Palmer's Green, 6, Stonard Road","Palmer's Green , 6. Stonard Road . Fireside Talks",,Fireside Talks,"June 20, 1913"
