Date,Location,Raw,Speakers,Description,Hosts,Issue date
APRIL 4,Chelsea,"Chelsea , 308 , King's - road . Miss Hicks , M.A.","['Miss Hicks, M.A.']",,,"April 4 , 1913"
APRIL 4,Holloway Prison,Holloway Prison . Mrs. Hughes,['Mrs. Hughes'],,,"April 4 , 1913"
APRIL 4,Kingston,"Kingston , 54 , Clarence - street . Mrs. Beatty",['Mrs. Beatty'],,,"April 4 , 1913"
APRIL 4,"Lincoln's Inn House, Kingsway","Lincoln's Inn House , Kingsway North Kensington , St. Mark's Mr. George Lansbury , Miss D. Coombs ..","['Mr. George Lansbury', 'Miss D. Coombs']",,,"April 4 , 1913"
APRIL 4,"North Kensington, St. Mark's Hall","North Kensington , St. Mark's Mr. George Lansbury , Miss D. Coombs ..","['Mr. George Lansbury', 'Miss D. Coombs']",,,"April 4 , 1913"
APRIL 4,Shepherd's Bush,"Shepherd's Bush , ar Tube Station . M.P.U. Mr. Mackinlay , Miss Richmond ..","['Mr. Mackinlay', 'Miss Richmond']",,,"April 4 , 1913"
APRIL 5,Clapham,"Clapham , 84 , Elspeth - road . Cake and Candy Sale",,Cake and Candy Sale,,"April 4 , 1913"
APRIL 5,Holloway Prison,"Holloway Prison . Miss Barbara Wylie , Mr. John Scurr .","['Miss Barbara Wylie', 'Mr. John Scurr']",,,"April 4 , 1913"
APRIL 5,Ilford,"Ilford , Balfour - road . Miss Haslam",['Miss Haslam'],,,"April 4 , 1913"
APRIL 5,Kensington High-street,"Kensington High - street , 4.45 p.m. Miss "" Macpherson , "" Mr. G. Naylor . Chair : Miss Gillespie ..","['Miss Macpherson', 'Mr. G. Naylor.']",,,"April 4 , 1913"
APRIL 5,King's Cross,"King's Cross , Caledonian - road Mrs. Hughes ..",['Mrs. Hughes'],,,"April 4 , 1913"
APRIL 5,Kingston,"Kingston , Church - street . Miss Naylor . Chair : Mrs. Dacre Fox",['Miss Naylor.'],,,"April 4 , 1913"
APRIL 5,New Barnet,"New Barnet . Miss Bonwick , Mrs. Penn Gaskell ..","['Miss Bonwick', 'Mrs. Penn Gaskell']",,,"April 4 , 1913"
APRIL 5,West Ham,"West Ham , Stratford - broadway Miss P. Rickard , Miss Hutchinson ..","['Miss P. Rickard', 'Miss Hutchinson']",,,"April 4 , 1913"
