Date,Location,Raw,Speakers,Description,Hosts,Issue date
October 31,"Bow, Ford Road","Bow , Ford Road . Miss Gilliatt",['Miss Gilliatt'],,,"October 31 , 1913"
October 31,"Chelsea, 308, King's Road","Chelsea , 308 , King's Road . Speakers ' Class . Miss Ada Wright",['Miss Ada Wright'],Speakers' Class,,"October 31 , 1913"
October 31,"Golder's Green, Promenade","Golder's Green , Promenade , corner Hodford Road . Mrs . Westoby , Miss Croxson , Miss Prankerd","['Mrs. Westoby', 'Miss Croxson', 'Miss Prankerd']",,,"October 31 , 1913"
October 31,"Hornsey, High Street","Hornsey , High Street Fountain . Miss Doudeney",['Miss Doudeney'],,,"October 31 , 1913"
October 31,"Lincoln's Inn House, Kingsway","Lincoln's Inn House , Kingsway . Speakers ' Class . Miss Leo",['Miss Leo'],Speakers' Class,,"October 31 , 1913"
October 31,"North Kensington, Free Library, Ladbroke Grove","North Kensington , Free Library , Ladbroke Grove . Miss Coombs",['Miss Coombs'],,,"October 31 , 1913"
October 31,"Poplar, outside Morton's, Manchester Road","Poplar , outside Morton's . Manchester Road . Miss D. Gilliatt",['Miss D. Gilliatt'],,,"October 31 , 1913"
October 31,"Poplar, East Ferry Road and Seven Sisters Road","Poplar , East Ferry Road and Seven Sisters Road , Villas , N. Miss Kirby , Miss Codd","['Miss Kirby', 'Miss Codd']",,,"October 31 , 1913"
October 31,Thane Sloane Square,Thane Sloane Square . Miss Theresa Gough,['Miss Theresa Gough'],,,"October 31 , 1913"
October 31,Southfields Station,Southfields Station . Miss Laski,['Miss Laski'],,,"October 31 , 1913"
October 31,Willesden Green Library,"Willesden Green Library . Miss Prankerd , B.Sc.",['Miss Prankerd'],,,"October 31 , 1913"
October 31,"West Ham, Stratford Town Hall","West Ham , Stratford Town Hall . Miss Sylvia Pankhurst , Mr. John Scure","['Miss Sylvia Pankhurst', 'Mr. John Scure']",,,"October 31 , 1913"
October 31,Leigh,"Leigh , Mr. H. D. Harben",['Mr. H. D. Harben'],,,"October 31 , 1913"
October 31,Wimbledon. Queen's Hall,"Wimbledon . Queen's Hall . Mr. C. Gray , Mrs. Cobden Sanderson . Chair : Mrs. Boulton","['Mr. C. Gray', 'Mrs. Cobden Sanderson.']",,,"October 31 , 1913"
October 31,"Woolwich, Carmel Chapel","Woolwich , Carmel Chapel , Anglesea Hill , Miss Ennis",['Miss Ennis'],,,"October 31 , 1913"
November 1,Clapton Square,"Clapton Square . Miss Mann , Miss Bonwick , B.A.","['Miss Mann', 'Miss Bonwick']",,,"October 31 , 1913"
November 1,"Crouch End, Clock Tower","Crouch End , Clock Tower . Miss Hicks , M.A.",['Miss Hicks'],,,"October 31 , 1913"
November 1,"Finchley, opposite G.N.R. Station","Finchley , opposite G.N.R. Station . Miss Prankerd , Southwood Lane",['Miss Prankerd'],,,"October 31 , 1913"
November 1,"Highgate, High Street and Southwood Lane","Highgate , High Street and Southwood Lane . Miss Jones Bros.",['Miss Jones Bros.'],,,"October 31 , 1913"
November 1,"Ilford, Balfour Road","Ilford , Balfour Road Hill . Miss Barry",['Miss Barry'],,,"October 31 , 1913"
