Date,Location,Raw,Speakers,Description,Issue date
AUGUST 25,Norwich - Carrow Women's Adult School,AUGUST 25 Norwich - Carrow Women's Adult Stuart,['Mrs. J. Stuart'],,"AUGUST 22 , 1912"
AUGUST 25,Highbridge - Market,Highbridge - Market - open air W. C. H.,['Mrs. Col. Stoker'],open air meeting,"AUGUST 22 , 1912"
AUGUST 25,Burnham - Sands,Burnham - Sands - open - air meeting Cross,['Mrs. W. C. H. Cross'],open - air meeting,"AUGUST 22 , 1912"
AUGUST 28,Burnham - on - Crouch,Burnham - on - Crouch - Miss Muriel Matters,"['Miss Muriel Matters', 'Mrs. H. Reynolds Brown']",,"AUGUST 22 , 1912"
AUGUST 22,"LONDON - The North Paddington - 75 , Hereford Road , W.","The North Paddington - 75 , Hereford Road , W. - sewing",,meeting for London Society's bazaar,"AUGUST 22 , 1912"
AUGUST 26,"North Paddington - 47a , Clifton Vale","North Paddington - 47a , Clifton Vale - sewing",,meeting for bazaar,"AUGUST 22 , 1912"
AUGUST 29,"North Paddington - 75 , Hereford Road , W.","North Paddington - 75 , Hereford Road , W. - sewing",,meeting for bazaar,"AUGUST 22 , 1912"
SEPTEMBER 2,"North Paddington - 47a , Clifton Vale","North Paddington - 47a , Clifton Vale - sewing",,meeting for bazaar,"AUGUST 22 , 1912"
AUGUST 22,Cullen - The Wakes,Cullen - The Wakes - Mrs . Gowan's meeting-,['Mrs. C. C. Stopes'],,"AUGUST 22 , 1912"
AUGUST 24,Dornoch - Territorial Hall,"Dornoch - Territorial Hall - Mrs . Phillip Snowden ,","['Mrs. Phillip Snowden', 'Provost MacLachlan']",,"AUGUST 22 , 1912"
AUGUST 24,Thurso,Thurso - Fête - Mrs . Philip Snowden,['Mrs. Philip Snowden'],Fête,"AUGUST 22 , 1912"
AUGUST 28,Glenfarg - Public Hall,Glenfarg - Public Hall - grand variety entertainment,['Dr. Elsie Inglis'],grand variety entertainment,"AUGUST 22 , 1912"
AUGUST 29,Lerwick Town Hall,Lerwick Town Hall - Mrs . Philip Snowden,['Mrs. Philip Snowden'],,"AUGUST 22 , 1912"
AUGUST 30,Golspie - Y.M.C.A . Hall,Golspie - Y.M.C.A . Hall - Mrs . Philip Snowden,['Mrs. Philip Snowden'],,"AUGUST 22 , 1912"
AUGUST 31,Strathpeffer - Church Hall,Strathpeffer - Church Hall - Mrs . Philip Snowden,['Mrs. Philip Snowden'],,"AUGUST 22 , 1912"
AUGUST 31,Dingwall - Masonic Hall,"Dingwall - Masonic Hall - Mrs . Philip Snowden ,","['Mrs. Philip Snowden', 'Dr. Wm. Bruce']",,"AUGUST 22 , 1912"
