Date,Location,Raw,Speakers,Description,Issue date
"Friday, January 3rd","Bethnal Green, Salmon and Ball","Bethnal Green , Salmon and Ball . Mrs. Bartlett .... 8 p.m.",['Mrs. Bartlett'],,"January 3rd , 1913"
"Friday, January 3rd","Clapham, The Plough","Clapham , The Plough . Mrs. Bateman and others .. 8 p.m.",['Mrs. Bateman'],,"January 3rd , 1913"
"Friday, January 3rd","Edmonton, The Green. M.P.U.","Edmonton , The Green . M.P.U. Mr. A. MacKinlay , Miss Rogers 8 p.m.","['Mr. A. MacKinlay', 'Miss Rogers']",,"January 3rd , 1913"
"Friday, January 3rd","Kingston, 54, Clarence-street","Kingston , 54 , Clarence - street . Rev. F. M. Green , Miss Winifred Mayo . Chair : Mrs. Beatty .... 7.30 p.m.","['Rev. F. M. Green', 'Miss Winifred Mayo']",,"January 3rd , 1913"
"Friday, January 3rd","Poplar, 157, East India Dock-road, E","Poplar , 157 , East India Dock - road , E. Mrs. Bou- vier , Miss Haslam ............ 8 p.m.","['Mrs. Bouvier', 'Miss Haslam']",,"January 3rd , 1913"
"Friday, January 3rd","Sloane-square, W","Sloane - square , W. Mrs. Penn Gaskell . Chair : Mrs. Temple Bird ..... 9 p.m.",['Mrs. Penn Gaskell'],,"January 3rd , 1913"
"Friday, January 3rd","Thornton Heath, Baths Hall","Thornton Heath , Baths Hall . Debate . Miss Isabel Seymour .. 8 p.m.",['Miss Isabel Seymour'],Debate,"January 3rd , 1913"
"Saturday, January 4th","Chelsea, 308, King's-road","Chelsea , 308 , King's - road . Miss Douglas Smith . Chair : Miss Joachim .. 12 noon",['Miss Douglas Smith'],,"January 3rd , 1913"
"Saturday, January 4th","Harlesden, Manor Park-road","Harlesden , Manor Park - road 3 p.m.",,,"January 3rd , 1913"
"Saturday, January 4th","Harrow-road, Flora Hotel. Amalgamated Society of Engineers","Harrow - road , Flora Hotel . Amalgamated Society of Engineers . Mrs. Penn Gaskell 8 p.m.",['Mrs. Penn Gaskell'],,"January 3rd , 1913"
"Saturday, January 4th","Ilford, Balfour-road","Ilford , Balfour - road . Miss Hopkins ..... 8 p.m.",['Miss Hopkins'],,"January 3rd , 1913"
"Saturday, January 4th","Kingston, Church-street","Kingston , Church - street . Bliss G. Richard . Chair : Mrs. Dacre Fox .... 8 p.m.",['Bliss G. Richard'],,"January 3rd , 1913"
"Saturday, January 4th","Poplar, 157, East India Dock-road","* Poplar , 157 , East India Dock - road . Miss Kelly ... 12 noon",['Miss Kelly'],,"January 3rd , 1913"
"Saturday, January 4th","Stepney, Mile End Waste","Stepney , Mile End Waste . Miss Prankerd , Miss Barry 7 p.m.","['Miss Prankerd', 'Miss Barry']",,"January 3rd , 1913"
"Saturday, January 4th","Stratford, Maryland Point","Stratford , Maryland Point ........... 8 p.m",,,"January 3rd , 1913"
"Saturday, January 4th",Wimbledon Broadway,Wimbledon Broadway . Chair : Miss Belile . 12 noon,,,"January 3rd , 1913"
"Sunday, January 5th","Bethnal Green, 26, York-street","Bethnal Green , 26 , York - street . Miss S. Pankhurst 11.30 a.m.",['Miss S. Pankhurst'],,"January 3rd , 1913"
"Sunday, January 5th","Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff . Miss G. Brackenbury 3 p.m.",['Miss G. Brackenbury'],,"January 3rd , 1913"
"Sunday, January 5th","Hyde Park, near Marble Arch. M.P.U.","Hyde Park , near Marble Arch . M.P.U. Mr. C. W. Sykes , Miss Joan Dugdale 12 noon","['Mr. C. W. Sykes', 'Miss Joan Dugdale']",,"January 3rd , 1913"
"Sunday, January 5th",Victoria Park,Victoria Park . Men's Federation for Women's Suffrage 3 p.m.,,Men's Federation for Women's Suffrage,"January 3rd , 1913"
"Monday, January 6th","Bethnal Green, Blythe-street Institute","Bethnal Green , Blythe - street Institute . Mrs. Birch 8 p.m.",['Mrs. Birch'],,"January 3rd , 1913"
"Monday, January 6th","Bethnal Green, Gibraltar-walk","Bethnal Green , Gibraltar - walk . Mrs. Mathews .... 7.30 p.m.",['Mrs. Mathews'],,"January 3rd , 1913"
"Monday, January 6th","Finsbury Park, 19, St. Thomas-road","Finsbury Park , 19 , St. Thomas - road . Miss Jacobs 3 p.m.",['Miss Jacobs'],,"January 3rd , 1913"
