Date,Location,Raw,Speakers,Description,Hosts,Issue date
JUNE 26,London. Deptford Corner of Brockley Road and Lewisham High Road,"Deptford Corner of Brockley Road and Lewisham High Road - Open - air Meeting - Miss Ruth Young , Miss Goddard","['Miss Ruth Young', 'Miss Goddard']",,,"JUNE 26 , 1914"
JUNE 26,London. Southwark Corner of Nelson Square and Blackfriars Road,"Southwark Corner of Nelson Square and Blackfriars Road - Open - air Meeting Miss Jameson , Miss Fyffe","['Miss Jameson', 'Miss Fyffe']",,,"JUNE 26 , 1914"
JUNE 26,"London. Stratford - Trinity House - 13 , Water Lane","Stratford - Trinity House - 13 , Water Lane- Garden Meeting - Chair , Miss Helen Ward",['Miss Helen Ward'],Garden Meeting,,"JUNE 26 , 1914"
JUNE 26,London. Westminster Palace Hotel,"Westminster Palace Hotel - Speakers , Miss K. D. Courtney , Miss I. O. Ford - Chair , Miss C. M. Eve","['Miss K. D. Courtney', 'Miss I. O. Ford', 'Miss C. M. Eve']",,,"JUNE 26 , 1914"
JUNE 27,London. Finchley - Outside Stanmore Church,Finchley - Outside Stanmore Church - Open - air Meeting ( Active Service League ),,Open - air Meeting ( Active Service League ),,"JUNE 26 , 1914"
JUNE 28,London. Hampstead Near White Stone Pond,"Hampstead Near White Stone Pond - Miss Muriel Matters , Miss D. E. Brown","['Miss Muriel Matters', 'Miss D. E. Brown']",,,"JUNE 26 , 1914"
JUNE 28,London. Hyde Park Near Reformers ' Tree,"Hyde Park Near Reformers ' Tree - Miss Fielden , Mr. J. T. Kennedy , and others","['Miss Fielden', 'Mr. J. T. Kennedy']",,,"JUNE 26 , 1914"
JUNE 29,"London. East Dulwich - 46 , The Gardens , Peckham Rye","East Dulwich - 46 , The Gardens , Peckham Rye- Drawing - room Meeting - Hostess , Mrs. Harvey- Speaker , Mrs. Rogers",['Mrs. Rogers'],Drawing - room Meeting,['Mrs. Harvey'],"JUNE 26 , 1914"
JUNE 29,London. Greenwich - Corner of Christchurch and Woolwich Road,"Greenwich - Corner of Christchurch and Wool- wich Road - Open - air Meeting - Miss P. Fawcett , Mr. and Mrs. Watson of Walmer Road","['Miss P. Fawcett', 'Mr. and Mrs. Watson of Walmer Road']",,,"JUNE 26 , 1914"
JUNE 29,London. North Kensington - Corner and Lancaster Road,"North Kensington - Corner and Lancaster Road - Open - air Meeting - Miss Stoehr , Mr. A. Church","['Miss Stoehr', 'Mr. A. Church']",,,"JUNE 26 , 1914"
JUNE 29,London. West St. Pancras - Corner of Park Street and Arlington Road,"West St. Pancras - Corner of Park Street and Arlington Road - Open - air Meeting - Miss Agnes Dawson , Miss Easther","['Miss Agnes Dawson', 'Miss Easther']",,,"JUNE 26 , 1914"
JUNE 30,London. Southwark Corner of Liverpool Street and Walworth Road,"Southwark Corner of Liverpool Street and Walworth Road - Miss I. O. Ford , Mr. H. Rolleston Stables , Mr. Watson","['Miss I. O. Ford', 'Mr. H. Rolleston Stables', 'Mr. Watson']",,,"JUNE 26 , 1914"
JULY 1,"London. Esher and East Molesey - Littleworth , Esher","Esher and East Molesey - Littleworth , Esher- Annual Meeting - Hostess , Mrs. Martineau Business and Speeches - Tea- "" White Elephant "" Sale",,"Annual Meeting - Business and Speeches - Tea- "" White Elephant "" Sale",['Mrs. Martineau'],"JUNE 26 , 1914"
JULY 1,London. South St. Pancras - Corner of Howland Street and Tottenham Court Road,"South St. Pancras - Corner of Howland Street and Tottenham Court Road - Open - air Meeting- Miss Green , Miss P. Fawcett","['Miss Green', 'Miss P. Fawcett']",,,"JUNE 26 , 1914"
JULY 1,London. Wimbledon Corner of Quicks Road,"Wimbledon Corner of Quicks Road - Open - air Meeting Speaker , Miss Fielden - Chair , Mr. Victor Scholderer","['Miss Fielden', 'Mr. Victor Scholderer']",,,"JUNE 26 , 1914"
JULY 2,London. Chiswick Turnham Green Common,"Chiswick Turnham Green Common - Open - air Meeting - Mrs . Paul Campbell on "" Women's Suffrage from a Working Woman's Point of View """,['Mrs . Paul Campbell'],,,"JUNE 26 , 1914"
JULY 2,"London. Hampton's Branch- "" Grenville , "" Bushey Park Gardens , Teddington","Hampton's Branch- "" Grenville , "" Bushey Park Gardens , Teddington - Drawing - room Meeting- Hostess , Mrs. Baker - Speakers , Miss Rinder , Miss Rosamond Smith","['Miss Rinder', 'Miss Rosamond Smith']",Drawing - room Meeting,['Mrs. Baker'],"JUNE 26 , 1914"
JULY 2,London. Lambeth Corner of Penton Place and Kennington,"Lambeth Corner of Penton Place and Ken- nington - Open - air Meeting - Miss Agnes Dawson , Miss Fawcett","['Miss Agnes Dawson', 'Miss Fawcett']",,,"JUNE 26 , 1914"
JULY 3,London. Kingston and Surbiton - Surbiton Assembly Rooms,"Kingston and Surbiton - Surbiton Assembly Rooms General Meeting - Speaker , Miss R. Smith - Chair , Mrs. Stuart Horner","['Miss R. Smith', 'Mrs. Stuart Horner']",General Meeting,,"JUNE 26 , 1914"
JULY 3,"London. Southall Co - operative Hall , King Street","Southall Co - operative Hall , King Street- Meeting of Amalgamated Society of Railway- men - Speaker , Mr. John Osborne",['Mr. John Osborne'],,,"JUNE 26 , 1914"
JUNE 26,Ashford The Pump,Ashford The Pump - Mrs . Rogers,['Mrs. Rogers'],,,"JUNE 26 , 1914"
JUNE 26,Birmingham - Acocks Green,Birmingham - Acocks Green - W.L.A . Meeting- Mrs. Ring,['Mrs. Ring'],,,"JUNE 26 , 1914"
JUNE 26,Colchester - Crouched Friars,"Colchester - Crouched Friars - Garden Meeting for Members - Hostess , Mrs. Hunt",,Garden Meeting for Members,['Mrs. Hunt'],"JUNE 26 , 1914"
JUNE 26,Crook,"Crook Open - air Meeting - Miss Sheard , Miss A. E. Westwood","['Miss Sheard', 'Miss A. E. Westwood']",,,"JUNE 26 , 1914"
JUNE 26,Faversham,Faversham - Miss Dawson,['Miss Dawson'],,,"JUNE 26 , 1914"
JUNE 26,Gravesend Clock Tower,Gravesend Clock Tower - Miss Griffith - Jones,['Miss Griffith - Jones'],,,"JUNE 26 , 1914"
JUNE 26,"Guildford Grantley Arms , Wonersh","Guildford Grantley Arms , Wonersh - Public Meeting Speakers , Miss Sheepshanks ( Sec . , International Suffrage Society ) , Miss Rosika Schwimmer William ( Hungary ) -Chair , Sir Chance , Bart .","['Miss Sheepshanks', 'Miss Rosika Schwimmer William', 'Sir Chance']",,,"JUNE 26 , 1914"
JUNE 26,Maidstone,Maidstone - Miss Dawson,['Miss Dawson'],,,"JUNE 26 , 1914"
JUNE 26,"Purley Highwood , "" Peaks Hill ""","Purley Highwood , "" Peaks Hill "" - Al Fresco At Home - Hostesses , Mrs. and Miss Brailsford- Speaker , Mr. Startup - Recitations by Miss Drummond , music , & c .",['Mr. Startup'],"Al Fresco At Home - Recitations by Miss Drummond, music, etc.",['Mrs. and Miss Brailsford'],"JUNE 26 , 1914"
JUNE 26,Sunniside,"Sunniside Open - air Meeting - Miss I. S. A. Beaver , Miss Andrew C. M.","['Miss I. S. A. Beaver', 'Miss Andrew C. M.']",,,"JUNE 26 , 1914"
