Date,Location,Raw,Speakers,Description,Hosts,Issue date
JUNE 9,London,"London Japan - British Exhibition Women's Congress - Lady McLaren on The Women's Charter - Woman and the Franchise - Lady Frances Balfour, Mrs. Fawcett","['Lady McLaren', 'Lady Frances Balfour', 'Mrs. Fawcett']",,,"JUNE 9 , 1910"
JUNE 9,Church Crookham,Church Crookham - Schools - Miss Duncan,['Miss Duncan'],,,"JUNE 9 , 1910"
JUNE 9,London (Camberwell),London (Camberwell) -Grove Lane - Miss Dawson .,['Miss Dawson'],,,"JUNE 9 , 1910"
JUNE 9,Birmingham (Harborne),"Birmingham (Harborne) -27, Lordswood Road .",,"27, Lordswood Road",,"JUNE 9 , 1910"
JUNE 9,Wallasey and Wirral,"Wallasey and Wirral - Open - air Meeting, Conway Street - Miss Eskrigge",['Miss Eskrigge'],,,"JUNE 9 , 1910"
JUNE 9,Plymouth,Plymouth Mrs. Williams' Garden Party,[],,['Mrs. Williams'],"JUNE 9 , 1910"
JUNE 9,Wolverhampton,Wolverhampton - Tettenhall Wood - Mrs. Mayer,['Mrs. Mayer'],,,"JUNE 9 , 1910"
JUNE 10,Edinburgh,"Edinburgh 40, Shandwick Place - Miss Ellen Walshe",['Miss Ellen Walshe'],,,"JUNE 9 , 1910"
JUNE 10,Shrewsbury,Shrewsbury - General Meeting at Old Porch House,,General Meeting at Old Porch House,,"JUNE 9 , 1910"
JUNE 10,London (Chiswick and Bedford Park),London (Chiswick and Bedford Park) -Open - air Meeting - Miss H. D. Cockle,['Miss H. D. Cockle'],,,"JUNE 9 , 1910"
JUNE 10,London (Enfield),London (Enfield) Drawing - room Meeting - Miss H. D. Cockle,['Miss H. D. Cockle'],,,"JUNE 9 , 1910"
JUNE 10,London (Enfield),London (Enfield) -Open - air Meeting - Chase Green - Miss H. D. Cockle,['Miss H. D. Cockle'],,,"JUNE 9 , 1910"
JUNE 10,London (Highgate and N. St. Pancras),London (Highgate and N. St. Pancras) -Near Archway - Miss Janet Thomson,['Miss Janet Thomson'],,,"JUNE 9 , 1910"
JUNE 10,London (Highgate),"London (Highgate) -Miss Sharpe's Drawing - room Meeting - Miss Cullis, D.Sc.","['Miss Cullis, D.Sc.']",,,"JUNE 9 , 1910"
JUNE 10,Wolverhampton,Wolverhampton - Willenhall Council Chamber - Mrs. Mayer,['Mrs. Mayer'],,,"JUNE 9 , 1910"
JUNE 11,Edinburgh,Edinburgh Aln Lodge - Speakers for and against,,Speakers for and against Women's Suffrage,,"JUNE 9 , 1910"
JUNE 11,Wolverhampton,Wolverhampton - Market Patch - Mrs. Mayer,['Mrs. Mayer'],,,"JUNE 9 , 1910"
