Date,Location,Raw,Speakers,Hosts,Description,Issue date
FEBRUARY 7,Hook Norton,"Hook Norton - Public meeting - Miss Fielding , Miss Dora Mason , M.A.","['Miss Fielding', 'Miss Dora Mason, M.A.']",,,"FEBRUARY 7 , 1913"
FEBRUARY 7,Llanishen,Llanishen - Public meeting - Miss Helen Fraser,['Miss Helen Fraser'],,,"FEBRUARY 7 , 1913"
FEBRUARY 7,Bristol,"Bristol - Drawing - room meeting - at Mrs. Gilmore Barnet's , 11 , Victoria Square - Mrs . Corbett - Ashby , B.A. , Miss Baker","['Mrs. Corbett-Ashby, B.A.', 'Miss Baker']",,,"FEBRUARY 7 , 1913"
FEBRUARY 7,Clifton,"Clifton - Whatley Hall , Whatley Road - Annual meeting Mrs. Corbett - Ashby , B.A. , Chair , Mr. R. Soltau , B.A.","['Mr. R. Soltau, B.A.']",,,"FEBRUARY 7 , 1913"
FEBRUARY 7,Swansea,"Swansea - Minor Albert Hall - Annual meeting - Miss Dillwyn . Chair , Miss Barreti",['Miss Dillwyn'],,,"FEBRUARY 7 , 1913"
FEBRUARY 7,Charlbury,"Charlbury - Meeting - Miss Dora Mason , M.A.","['Miss Dora Mason, M.A.']",,,"FEBRUARY 7 , 1913"
FEBRUARY 8,Haddington,"Haddington - Drawing - room meeting - Mrs . Sterling -Speaker , Mrs. G. T. Abbott","['Mrs. Sterling', 'Mrs. G.T. Abbott']",,,"FEBRUARY 7 , 1913"
FEBRUARY 8,Haddington,"Haddington- "" At Home "" -The Misses Sharp- Speaker , Mrs. G. T. Abbott",['Mrs. G.T. Abbott'],['The Misses Sharp'],,"FEBRUARY 7 , 1913"
FEBRUARY 9,Cardiff,Cardiff - I.L.P . Rooms - Miss Helen Fraser,['Miss Helen Fraser'],,,"FEBRUARY 7 , 1913"
FEBRUARY 10,Banbury,"Banbury Town Hall - Publio meeting - Chair , Lady Willoughby de Broke - Speakers , Mr. Baillie Weaver , Miss Helen Fraser",,,,"FEBRUARY 7 , 1913"
FEBRUARY 10,Croydon,"Croydon - The Suffrage Office , 34a , The Arcade - The Rev. A. Barson , "" Woman in Church and State "" - Free ( Meetings every Monday , 3.30 )",['The Rev. A. Barson'],,,"FEBRUARY 7 , 1913"
FEBRUARY 10,Crook,"Crook - Mechanics ' Hall - Mrs , Swanwick",['Mrs. Swanwick'],,,"FEBRUARY 7 , 1913"
FEBRUARY 10,Newport (Mon.),"Newport ( Mon . ) - Temperance Hall - Public meeting -Mrs . Rackham , Mr. Laurence Hous- man - Chair , Mr. John Macaulay","['Mrs. Rackham', 'Mr. Laurence Housman']",,,"FEBRUARY 7 , 1913"
FEBRUARY 10,Salford,"Salford - Oldfield Hall Library Public meeting - Councillor Margaret Ashton , M.A. and Mrs. Annot Robinson","['Councillor Margaret Ashton, M.A.', 'Mrs. Annot Robinson']",,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Bodicote,"Bodicote Public meeting - Chair , The Rev. H. C. Hoggin - Speaker , Miss Dora Mason",['Miss Dora Mason'],,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Radyr,Radyr - Public Hall - Miss Helen Fraser,['Miss Helen Fraser'],,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Gateshead,"Gateshead - 115 , High West Street - Mrs . Swanwick",['Mrs. Swanwick'],,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Sunderland,Sunderland - Subscription Library - Mrs . Swanwick,['Mrs. Swanwick'],,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Bristol,Bristol - Victoria Rooms - Lecture - Canon Talbot,['Canon Talbot'],,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Howsley-Wix Hill,"Howsley - Wix Hill - Drawing - room meeting - Mrs . Corbett - Ashby , B.A. , and the Rev. A. H. Fletcher - Chair , Miss Baker","['Mrs. Corbett-Ashby, B.A.', 'Rev. A.H. Fletcher']",,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Cambridge,"Cambridge Shelford School - Mrs . Rackham , Mr. W. M. Mirlees","['Mrs. Rackham', 'Mr. W.M. Mirlees']",,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Bracknell,"Bracknell Victoria Hall - Lady Betty Balfour , Sir William Chance - Chair , Mrs. Robie Uniacke","['Lady Betty Balfour', 'Sir William Chance']",,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Clevedon,Clevedon - Public Hall - Mr . Laurance Housman,['Mr. Laurance Housman'],,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Solihull,"Solihull - Public Hall - The Rev. Runnells Ross , Dickens ' Recital",['Rev. Runnells Ross'],,,"FEBRUARY 7 , 1913"
FEBRUARY 11,Leeds,"Leeds - Southfields , Burley ( Stock Exchange ) Tea- Hostess , Mrs. Grosvenor Talbot meet- ing",,['Mrs. Grosvenor Talbot'],,"FEBRUARY 7 , 1913"
FEBRUARY 12,Morecambe,Morecambe - Tetley's Restaurant - Business meeting,,,Business Meeting,"FEBRUARY 7 , 1913"
FEBRUARY 12,Reading,Reading - Drawing - room meeting - Miss Hayward,['Miss Hayward'],,,"FEBRUARY 7 , 1913"
FEBRUARY 12,Banbury,"Banbury - Drawing - room meeting- "" The Elms "" - Chair , Mr I. P. Gillett , J.P.- Speakers , Mrs. Donaldson , Miss Dora Mason , M.A.","['Mrs. Donaldson', 'Miss Dora Mason, M.A.']",,,"FEBRUARY 7 , 1913"
FEBRUARY 12,Banbury,"Banbury - Junior Imperial League - Chair , Mr. A. Haynes - Speaker , Miss Dora Mason , M.A.","['Miss Dora Mason, M.A.']",,,"FEBRUARY 7 , 1913"
FEBRUARY 12,Preston,Preston - Café Orient - Members ' meeting,,,,"FEBRUARY 7 , 1913"
FEBRUARY 12,Howden,Howden - British Workman's Hall - Mrs . Swanwick,['Mrs. Swanwick'],,,"FEBRUARY 7 , 1913"
FEBRUARY 12,Hexham,"Hexham White's Café , Priestpopple - Annual meet- ing - Chair , Mrs. Pumphrey - Speaker , Mrs. Swanwick",['Mrs. Swanwick'],,,"FEBRUARY 7 , 1913"
FEBRUARY 12,Leeds,"Leeds 9 , Park Lane - Annual Meeting - "" At Home "" -Miss I. O. Ford",,['Miss I.O. Ford'],,"FEBRUARY 7 , 1913"
FEBRUARY 12,Bacup,Bacup Natural History Rooms - Mrs . Chew,['Mrs. Chew'],,,"FEBRUARY 7 , 1913"
FEBRUARY 12,Darlington,"Darlington - Temperance Institute - Mrs , Bonwick- Chair , Mrs. Pratt",['Mrs. Bonwick'],,,"FEBRUARY 7 , 1913"
FEBRUARY 12,Bournemouth,"Bournemouth - Assembly Rooms , Town Hall Avenue "" At Home "" -Hostesses Mrs. Warren and Miss Kemp Turner - Miss George , B.A. , "" Women in Russia , "" and Miss Adler "" The Poor Law as it Affects Women ""","['Miss George, B.A.', 'Miss Adler']","['Mrs. Warren', 'Miss Kemp Turner']",,"FEBRUARY 7 , 1913"
FEBRUARY 12,Wokingham,Wokingham - Small Town Hall - Mrs . Robie Uniacke,['Mrs. Robie Uniacke'],,,"FEBRUARY 7 , 1913"
FEBRUARY 12,High Wycombe,"High Wycombe - 1 , White Hart Street - Miss Irene Cox",['Miss Irene Cox'],,,"FEBRUARY 7 , 1913"
