Date,Location,Raw,Speakers,Description,Issue date
OCTOBER 19,Manchester,"Manchester - Downing Street Co - operative Hall - J . E. Sutton , Esq . , M.P. , Miss Robertson .","['J. E. Sutton', 'Miss Robertson', ""Compton (near Guildford) - Watts' Picture Gallery - The Earl of Lytton"", 'Professor Urwick', 'the Viscountess Midleton (chair)', 'Tea (kindly provided by Mrs. G.F. Watts.) 4.30', 'Godalming - Borough Hall - The Earl of Lytton', 'Miss D. Hunter', 'Hon. A. Davey (chair)', 'u Pembury Church School - Miss Scott', 'P.L.G.', 'Miss Dutton', 'the Rev. W.R. Holman (chair)', ""Seaton Carew - Mrs. Thompson's Meeting - Miss C.M. Gordon"", 'Birmingham - 23 , Highfield Road , Edgbaston - Violin recital in aid of funds - Mrs. Priestman . Tickets , 1s .', ""Longtown - Mechanics ' Hall - Miss M. Norma - Smith .""]",,"OCTOBER 19, 1911"
OCTOBER 20,Tynemouth,Tynemouth - Mrs. Charles's Meeting - Miss C.M. Gordon .,"['Miss C. M. Gordon', 'Altrincham - The Downs Lecture Room , Bowdon Annual Business Meeting , 7.30 ; Open Meeting , Miss Hester Bright', 'Birmingham - 10 , Easy Row - Franchise Club .', ""Gerrard's Cross - Mrs. Goodbody's drawing - room meeting - Chair , Miss Tanner ( Clifton ) ."", 'Brenchley Schoolroom - Miss Dutton', 'Silloth Assembly Rooms - Miss M. Norma - Smith , Rev. R.A. Humble ( Chair ) .']",,"OCTOBER 19, 1911"
OCTOBER 23,Newcastle-on-Tyne,"Newcastle - on - Tyne - 27 , Ridley Place - Mrs. Angus Watson's Drawing - room Meeting - Miss C.M. Gordon .","['Miss C. M. Gordon', ""Weston - super - Mare - Brown's Café , High Street - Annual Meeting - Mrs. Strickland , Mrs. W.C.H. Cross ."", ""Crowborough Oddfellows ' Hall - Miss Evelyn Sharp , Lord Brassey ( chair ) ."", 'Leighton Buzzard - Corn Exchange - Lord Lytton , Miss Margaret Ashton .', 'Whitehaven Masonic Hall - Miss Norma - Smith , Miss C.E. Marshall']",,"OCTOBER 19, 1911"
OCTOBER 24,Manchester,"Manchester - 85 , Deansgate Arcade - Concert .","[""Newcastle - on - Tyne - 27 , Ridley Place - Speakers ' Class - Miss C.M. Gordon ."", ""Newcastle - on - Tyne - Miss Atkinson's Drawing - room Meeting - Miss C.M. Gordon ."", 'Grange Public Hall . - Miss Helen Fraser .', 'Bristol - 111a , Whiteladies Road - Lecture on "" Sordello "" - Miss J.M. Baretti ,', 'Romsey Town Institute - Mrs. Rackham - Debate .', 'Egremont Town Hall - Miss Norma - Smith , Miss C.E. Marshall .']",,"OCTOBER 19, 1911"
OCTOBER 25,Bristol,"Bristol 49 , Royal York Crescent - Working Party .","['Portsmouth - Albert Hall - Mrs. Fawcett , Mrs. Cooper , Countess of Selborne ( chair ) .', 'Dover Town Hall - Miss Abadam .', 'Shanklin - The Institute - Lady Frances Balfour , Mr. Harold Stables , Miss Aston ( chair ) .', 'Gateshead - Co - operative Hall - Mrs. Harrison Bell , Councillor R. Elliott , J.P. ( chair ) .', 'Letchworth - Howard Hall "" Suffragists and the Winter "" - Miss Courtney , Miss Hope Rea .', ""Penarth - Mrs. Carlake Thomson's Drawing - room Meeting - Miss Helen Fraser ."", ""Frizington St. Paul's School - Miss Norma - Smith , Miss C.E. Marshall .""]",Working Party,"OCTOBER 19, 1911"
OCTOBER 26,Haltwhistle,Haltwhistle - Mechanics ' Hall - Miss C.M. Gordon .,"['Miss C. M. Gordon', 'Dinas Powis - Public Hall - Miss Helen Fraser .', 'Fareham Portland Hall - The Lady Frances Balfour , the Countess of Selborne ( chair ) .', ""Crowthorne - Mrs. Reid's Meeting - Mrs. Robie Uniacke , Mrs. Renton"", 'Cleator Moor - Montreal Infant School - Miss Norma - Smith , Miss C.E. Marshall .']",,"OCTOBER 19, 1911"
OCTOBER 27,Baldock,"Baldock Town Hall - Mrs. Rackham , Rt. Hon . Earl of Lytton , Mr. H.C. Hardy ( chair ) .","['Mrs. Rackham', 'Earl of Lytton', 'Newport ( Isle of Wight ) - Medina Hall - Lady Frances Balfour , G.D. Hall , M.P. ( chair ) .', 'Hitchin - Workman\'s Hall - "" Education and the Need of Women in its Administration . "" - Miss Ruth Young , Miss Tuke , M.A.', ""Barry Mrs. Gibbering Jones's Drawing - room Meeting - Miss Helen Fraser ."", ""Seascale - Mrs. Armes's Drawing - room Meeting - Miss Norma - Smith , Miss C.E. Marshal .""]",,"OCTOBER 19, 1911"
OCTOBER 28,St. Bees,"St. Bees - Hodgetts Club - Miss Norma - Smith , Miss C.E. Marshall .",,,"OCTOBER 19, 1911"
OCTOBER 30,Oldham,"Oldham Music Room , Werneth Park - Social evening - Tickets , 9 d .",,Social evening,"OCTOBER 19, 1911"
OCTOBER 30,Hull,Hull - Oddfellows Hall - Miss Abadam .,,,"OCTOBER 19, 1911"
