Date,Location,Raw,Speakers,Description,Issue date
JULY 28,London (Hampstead Heath),"London ( Hampstead Heath ) -Open - air Meeting , near Flagstaff- Mrs. Stanbury , Miss A. Dawson .","['Mrs. Stanbury', 'Miss A. Dawson.']",,"JULY 28 , 1910"
JULY 28,"Nairn, N.B.","Nairn , N.B. - Public Hall - Miss Helen Fraser , Mrs. Hunter .","['Miss Helen Fraser', 'Mrs. Hunter']",,"JULY 28 , 1910"
JULY 28,Liverpool,"Liverpool - Annual Meeting - 27 , Leece Street .",,Annual Meeting,"JULY 28 , 1910"
JULY 28,Gateshead,Gateshead - Bewick Hall - Formation of Society .,,Formation of Society,"JULY 28 , 1910"
JULY 28,London,London - Central Finsbury - Open - air Meeting .,,,"JULY 28 , 1910"
JULY 29,Elgin,Elgin Y.W.C.A. - Miss Helen Fraser .,['Miss Helen Fraser'],,"JULY 28 , 1910"
JULY 29,Newcastle-on-Tyne,Newcastle - on - Tyne - Hunstanworth - Workers ' Meeting .,,Workers ' Meeting,"JULY 28 , 1910"
JULY 29,Warwick and Leamington,"Warwick and Leamington - Summer Outing to Kenilworth Castle , meet Castle Gates .",,"Summer Outing to Kenilworth Castle, meet Castle Gates.","JULY 28 , 1910"
AUGUST 20,Huddersfield,"Huddersfield - Blackrock , Linthwaite Miss Fielden .",['Miss Fielden'],,"JULY 28 , 1910"
AUGUST 29,London,London - Windsor - At Home - Miss M. Hodge .,['Miss M. Hodge'],,"JULY 28 , 1910"
