Date,Location,Raw,Description,Speakers,Hosts,Issue date
JULY 11,Brockenhurst - Morant Hall,"Brockenhurst - Morant Hall - New Forest Annual meeting - Mrs . Bonwick , Miss Clough ( chair )",New Forest Annual meeting,"['Mrs . Bonwick', 'Miss Clough', 'Mrs. Dempster', 'Mr. Spence', 'Mr. Cameron Grant', 'Mrs. Watson', 'Mr. Cameron Grant', 'Mrs. Swinburne', 'Mrs. Dempster', 'Mrs. Swinburne', 'Mrs. Rackham', 'A. H. Daniell', 'Mrs. Senington', 'Miss Tanner', 'Miss Johnson', 'Mrs. Francis', 'Mrs. Carey', 'Mrs. Francis', 'Mr. Francis', 'Miss Robertson', 'Miss Ashton', 'Miss Deakin', 'Mr. Forrest Hewit', 'Mrs. Duncan', 'Miss I. S. A. Beaver', 'Miss C. M. Gordon', 'Miss Lewis', 'Mrs. Parrish', 'Mr. W. Sinclair', 'G. B. Hunter', 'Mr. Cameron Grant', 'Mrs. Suffern', 'Mrs. Ring', 'Mrs. Osler', 'Mrs. Bayes', 'Mrs. Ring', 'Miss Kirby', 'Mrs. Urwick', 'Miss J. M. Baretti', 'Miss Blackstone', 'Mr. W. C. H. Cross', 'Mrs. Nott Bower', 'Mr. Philip Snowden', 'Dr. Ethel Williams', 'Mrs. Alden', 'Miss Constance Smith', 'Mr. Seebohm Rowntree', 'Mr. Chas . E. B. Russell', 'Miss Lena Ashwell', 'Dr. Murrell', 'Ada Moore', 'Dr. Ettie Sayer', 'Adeline Bourne', 'Miss Sylvia Pankhurst', 'Mr. Joseph Clayton', 'Rev. L. MacLean', 'Miss Kilgour', 'Dr. Elsie Inglis', 'Mrs. Annot Robinson', 'Miss Alice Crompton', 'Rev. W. Walsh', 'Mrs. Philip Snowden', 'Sir William Chance', 'Mrs. F. T. Swanwick', 'Miss Rosamond Smith', 'Mrs. Rogers', 'Miss Thomson', 'Miss Agnes Dawson', 'Miss Elkin', 'Miss Fielden', 'Mis Helen Ward', 'Miss Rosamond Smith', 'Malcolm Mitchell', 'Miss Wade Robinson', 'Miss Hodge', 'Miss Walshe', 'Miss W. G. Jameson', 'Miss Dawson', 'Mrs. Stanbury', 'Mr. Rogers', 'Miss C. Corbett', 'Miss Janet Thomson', 'Miss Wade Robinson', 'Miss C. Corbett', 'Miss Rosamond Smith', 'Miss Bisset Smith', 'Dr. O. V. Drysdale', 'Miss Maude Royden', 'Mrs. Rackham', 'Miss Elkin', 'Miss H. D. Cockle', 'Miss Rosamond Smith', 'Miss Gladys Rinder', 'Miss G. Rinder', 'Miss Goddard', 'Miss Goddard', 'Miss R. Young', 'Miss W. A. Elkin', 'Miss Emily Ford', 'Miss Ruth Young', 'Mr. Walter Hogg', 'Miss A. E. Gloyn', 'Dr. Drysdale', 'Miss Cockle', 'Miss Gladys Rinder', 'Miss Lisa M. Gordon', 'Miss Alice Low', 'Mrs. Ring', 'Miss Lisa M. Gordon', 'Miss Lisa M. Gordon', 'Miss Alice Low', 'Tudhoe', 'Horsley - The School House', 'Cambridge Melbourn', 'Bristol - Durdham Downs', 'Newcastle - on - Tyne - Banqueting Hall, Jesmond Dene', ""Weston - super - Mare - Mrs . Youngman's"", ""Ewhurst The Tea Room, Bull's Head Inn"", ""Sheffield - Mrs . Hall's garden"", 'Newcastle - on - Tyne- Banqueting Hall, Jesmond Dene', 'Flako', 'Lindfield - Winkfield Cottage Garden', 'Hett', ""Banbury - Mrs . Gillett's garden party"", 'Oxford - Old Marston', 'Lincoln Central Hall', 'Cornforth', 'Cranleigh - The Village Hall', 'Birmingham - Rubery Hill', ""Birmingham - King's Norton"", ""Oxford - The Warden's Garden, Wadham College"", 'Coxhoe', 'Sherburn', 'Farnworth - Centenary Hall', 'Cookham - Lodene Greys', 'Bristol - Durdham Downs', 'Tunbridge Wells - Christ Church Parish Room', 'Bishop Auckland - Town Hall', 'Ferryhill', 'Ripley The Village Green', ""Oxford - The Warden's Garden, Wadham College"", 'Bowburn', 'Y.M.O.A. Rooms, 17, Camden Road, N.', 'Camberwell Collyer Place, Peckham', 'Deptford - Corner of Brockley Road and Lewisham High Road', 'S. Kensington - la, Holland Park', ""Ponder's End - Derby Road"", 'West Southwark - Corner of Union Street and Southwark Bridge Road', 'East and West St. Pancras - Cobden Statue', 'Muswell Hill The Exchange', 'Rotherhithe Adult School, Bermondsey Settlement', 'West Southwark - Corner of Lancaster Street and Newington Causeway', 'St. Pancras - corner of Arlington Road and Park Street', 'Blackheath - Corner of Stockwell Street and London Street', 'Sutton', 'Islington - Copenhagen Street, off Caledonian Road', 'West Newington - Corner of Trinity Street and Borough High Street', 'Hampstead - Upper Heath, Heath Street', 'Deptford - The Broadway', 'Enfield - Little Court Gardens', 'West Southwark - Corner of Stamford Street and Blackfriars Road', 'West Southwark - Corner of Friar Street and Great Suffolk Street', 'St. Pancras - Corner of Rochester Road and Kentish Town Road', ""Bo'ness"", '40, Shandwick Place', 'Dundee . - Albert Square', 'East Calder', 'Oakbank', 'Livingston - Station', ""Water Orton - Railway Women's Guild, Minworth""]",,"JULY 11 , 1912"
JULY 11,Tudhoe,"Tudhoe open - air meeting - Miss I. S. A. Beaver , Miss C. M. Gordon",,,,"JULY 11 , 1912"
JULY 11,Horsley - The School House,"Horsley - The School House - Mrs. Dempster , 3.0",,,,"JULY 11 , 1912"
JULY 11,Cambridge Melbourn,Cambridge Melbourn - open - air meeting - Mrs. Swinburne,,,,"JULY 11 , 1912"
JULY 12,Bristol - Durdham Downs,"Bristol - Durdham Downs - Open - air meeting - A. H. Daniell , Mrs. Senington , Miss Tanner",,,,"JULY 11 , 1912"
JULY 12,"Newcastle - on - Tyne - Banqueting Hall, Jesmond Dene","Newcastle - on - Tyne - Banqueting Hall , Jesmond Dene - Exhibition of Sweated Industries - Opener , Mrs. Watson ; lecturer , Mr. Spence",,,,"JULY 11 , 1912"
JULY 12,Weston - super - Mare - Mrs . Youngman's,Weston - super - Mare - Mrs . Youngman's meeting- Miss Johnson ( Bath ),,,,"JULY 11 , 1912"
JULY 12,"Ewhurst The Tea Room, Bull's Head Inn","Ewhurst The Tea Room , Bull's Head Inn - Mrs . Dempster , Mrs. Swinburne",,,,"JULY 11 , 1912"
JULY 12,Sheffield - Mrs . Hall's garden,"Sheffield - Mrs . Hall's garden meeting - Mrs . Parrish , Mr. W. Sinclair ( chair )",,,,"JULY 11 , 1912"
JULY 13,"Newcastle - on - Tyne- Banqueting Hall, Jesmond Dene","Newcastle - on - Tyne- Banqueting Hall , Jesmond Dene - Exhibition of Sweated Industries - Opener , G. B. Hunter , Esq .; lecturer , Mr. Cameron Grant",,,,"JULY 11 , 1912"
JULY 13,Flako,Flako - Mrs. Rackham,,,,"JULY 11 , 1912"
JULY 15,Lindfield - Winkfield Cottage Garden,Lindfield - Winkfield Cottage Garden meeting- Mrs. Duncan,,,,"JULY 11 , 1912"
JULY 15,Hett,"Hett - Open - air meeting - Miss I. S. A. Beaver , Miss C. M. Gordon",,,,"JULY 11 , 1912"
JULY 15,Banbury - Mrs . Gillett's garden party,Banbury - Mrs . Gillett's garden party - Miss Lewis ( Oxford ),,,,"JULY 11 , 1912"
JULY 16,Oxford - Old Marston,Oxford - Old Marston - Open - air meeting,,,,"JULY 11 , 1912"
JULY 16,Lincoln Central Hall,"Lincoln Central Hall ""Working Women and the Vote"" -Miss A. Maude Royden","""Working Women and the Vote""",,,"JULY 11 , 1912"
JULY 16,Cornforth,"Cornforth - Open - air meeting - Miss I. S. A. Beaver , Miss C. M. Gordon",,,,"JULY 11 , 1912"
JULY 16,Cranleigh - The Village Hall,"Cranleigh - The Village Hall - Mrs . Dempster , Mrs. Basset",,,,"JULY 11 , 1912"
JULY 17,Birmingham - Rubery Hill,"Birmingham - Rubery Hill - Mrs . Suffern's garden meeting - Mrs . Ring , Mrs. Osler ( chair )",,,,"JULY 11 , 1912"
