Date,Location,Raw,Speakers,Description,Hosts,Issue date
JUNE 30,"Wallasey and Wirral - Marine Park, New Brighton","Wallasey and Wirral - Marine Park , New Brighton - Mrs . A. Bright .",['Mrs. A. Bright'],,,"JUNE 30 , 1910"
JUNE 30,"Bristol - Victoria Rooms, Clifton","Bristol - Victoria Rooms , Clifton - At Home to Delegates .",,At Home to Delegates,,"JUNE 30 , 1910"
JUNE 30,Norwood,Norwood - Garden Meeting - Miss Abadam .,['Miss Abadam'],Garden Meeting,,"JUNE 30 , 1910"
JUNE 30,Leeds,Leeds Potternewton Park Members ' Tea,,Members' Tea,,"JUNE 30 , 1910"
JUNE 30,"London (Paddington, N.) - Paddington Town Hall","London ( Paddington , N . ) - Paddington Town Hall - Social Gather- ing Miss M. Hodge ( Australia ) , Mr. Ed . Smith .","['Miss M. Hodge', 'Mr. Ed. Smith']",Social Gathering,,"JUNE 30 , 1910"
JUNE 30,Shrewsbury - Mrs. Harold Cock's,Shrewsbury - Mrs . Harold Cock's Garden Meeting - Miss Eleanor Rathbone .,['Miss Eleanor Rathbone'],Garden Meeting,,"JUNE 30 , 1910"
JULY 1,"Bristol - Victoria Rooms, Clifton","Bristol - Victoria Rooms , Clifton - Council Meeting .",,,,"JUNE 30 , 1910"
JULY 1,Bristol,"Bristol - Public Meeting - Mrs . Fawcett , Mrs. Snowden .","['Mrs. Fawcett', 'Mrs. Snowden']",,,"JUNE 30 , 1910"
JULY 1,London (St. Pancras) - Mrs. Eve's,London ( St. Pancras ) Mrs. Eve's Drawing - room Meeting - Mr . Cholmeley .,['Mr. Cholmeley'],Drawing-room Meeting,,"JUNE 30 , 1910"
JULY 1,Basingstoke - Mrs. Conran's,Basingstoke Mrs. Conran's Garden Meeting - Miss Dorothy Edwards .,['Miss Dorothy Edwards'],Garden Meeting,,"JUNE 30 , 1910"
JULY 2,Hindhead - Tweenways,Hindhead - Tweenways - Garden Fête - Mr . Forbes Robertson .,['Mr. Forbes Robertson'],Garden Fête,,"JUNE 30 , 1910"
JULY 2,Norwood,Norwood - Rummage Sale .,,Rummage Sale,,"JUNE 30 , 1910"
JULY 2,London (Highgate) - Parliament Hill,"London ( Highgate ) -Parliament Hill - Miss Agnes Dawson , Miss Mildred Ransom .","['Miss Agnes Dawson', 'Miss Mildred Ransom']",,,"JUNE 30 , 1910"
JULY 2,Shrewsbury - Mrs. Matthews',Shrewsbury - Mrs . Matthews ' At Home .,,At Home,,"JUNE 30 , 1910"
JULY 5,Leeds - Mrs. Thornton's,Leeds - Mrs . Thornton's Drawing - room Meeting - Miss Fielden .,['Miss Fielden'],Drawing-room Meeting,,"JUNE 30 , 1910"
JULY 5,London (Hampstead) - Mrs. Park's,London ( Hampstead ) -Mrs . Park's Drawing - room Meeting .,,Drawing-room Meeting,,"JUNE 30 , 1910"
JULY 5,Basingstoke Market Place,Basingstoke Market Place - Rev . J. Ivory Cripps .,['Rev. J. Ivory Cripps'],,,"JUNE 30 , 1910"
JULY 6,Bradford - Rev. H. and Mrs. McLachlan's,Bradford - Rev . H. and Mrs. McLachlan's Garden Meeting - Mrs . Gray Heald .,['Mrs. Gray Heald'],Garden Meeting,,"JUNE 30 , 1910"
JULY 6,Basingstoke Martyr's Tree,Basingstoke Martyr's Tree - Rev . J. Ivory Cripps .,['Rev. J. Ivory Cripps'],,,"JUNE 30 , 1910"
JULY 7,Bradford - Miss Gregson's and Miss Rendall's,Bradford Mrs. T. R. Hill's Drawing - room Meeting . - Mrs . Gray Heald .,['Mrs. Gray Heald'],Drawing-room Meeting,,"JUNE 30 , 1910"
JULY 7,North Berwick,North Berwick - Miss Alice Low .,['Miss Alice Low'],,,"JUNE 30 , 1910"
JULY 7,London (Bermondsey) - Settlement Lecture Hall,"London ( Bermondsey ) -Settlement Lecture Hall - Rev . Scott Lidgett , Miss Edith Palliser .","['Rev. Scott Lidgett', 'Miss Edith Palliser']",,,"JUNE 30 , 1910"
JULY 7,London (S. Kensington) - Mrs. Dodd's,London ( S. Kensington ) -Mrs . Dodd's Drawing - room Meeting- Mrs. Grant Richards .,['Mrs. Grant Richards'],Drawing-room Meeting,,"JUNE 30 , 1910"
JULY 7,Leeds Institute,Leeds Institute - Miss Fielden .,['Miss Fielden'],,,"JUNE 30 , 1910"
JULY 8,Bradford - Miss Gregson's and Miss Rendall's,Bradford Miss Gregson's and Miss Rendall's Meeting - Mrs . Gray Heald .,['Mrs. Gray Heald'],,,"JUNE 30 , 1910"
JULY 9,London (Highgate) - Parliament Hill,"London ( Highgate ) -Parliament Hill - Miss Margaret Hodge , Miss Janet Thomson .","['Miss Margaret Hodge', 'Miss Janet Thomson']",,,"JUNE 30 , 1910"
JULY 11,Leeds Gildersome,Leeds Gildersome - Open - air Meeting - Miss Fielden .,['Miss Fielden'],Open-air Meeting,,"JUNE 30 , 1910"
JULY 12,Leeds - Mrs. Grosvenor Talbot's,Leeds Mrs. Grosvenor Talbot's Garden Meeting - Miss Fielden .,['Miss Fielden'],Garden Meeting,,"JUNE 30 , 1910"
JULY 14,London (N. Hackney),London ( N. Hackney ) -Garden Party - Mrs . Fawcett .,['Mrs. Fawcett'],Garden Party,,"JUNE 30 , 1910"
JULY 14,Shrewsbury - Mrs. Harley's,Shrewsbury - Mrs . Harley's At Home and Garden Meeting- Miss Taylor .,['Miss Taylor'],At Home and Garden Meeting,,"JUNE 30 , 1910"
JULY 14,Leeds - Mrs. Hess',"Leeds Mrs. Hess ' Drawing - room Meeting - Miss I. O. Ford , Miss Fielden .","['Miss I. O. Ford', 'Miss Fielden']",Drawing-room Meeting,,"JUNE 30 , 1910"
