Date,Location,Raw,Speakers,Description,Hosts,Issue date
"FRIDAY, NOVEMBER 8","Balham, Caistor - road, High - road","Balham , Caistor - road , High - road",['Miss E. Glidewell'],,,"November 8 , 1912"
"FRIDAY, NOVEMBER 8","Clapton , Urswick - road","Clapton , Urswick - road","['Miss Bonwick, B.A.']",,,"November 8 , 1912"
"FRIDAY, NOVEMBER 8","Hackney , Graham - road and Mare - street","Hackney , Graham - road and Mare - street . Chair : Miss Newstead","['Miss Bonwick, B.A.']",,,"November 8 , 1912"
"FRIDAY, NOVEMBER 8",Kensington Town Hall,"Kensington Town Hall . Mr. Pethick Lawrence , Mr. Charles Gray , Mrs. Lamartine Yates , Mr. H. D. Harben , Mr. Reginald Pott . Chair : Mr. V. D. Duval","['Mr. Pethick Lawrence', 'Mr. Charles Gray', 'Mrs. Lamartine Yates', 'Mr. H. D. Harben', 'Mr. Reginald Pott']",,,"November 8 , 1912"
"FRIDAY, NOVEMBER 8","Kilburn , Messina - avenue","Kilburn , Messina - avenue . Miss P. Ayrton",['Miss P. Ayrton'],,,"November 8 , 1912"
"FRIDAY, NOVEMBER 8","Seven Sisters - road , Thane - villas , N","Seven Sisters - road , Thane - villas , N. Miss M. Wright , Miss L. Gargett","['Miss M. Wright', 'Miss L. Gargett']",,,"November 8 , 1912"
"FRIDAY, NOVEMBER 8","Hammersmith , 95 , The Grove","Hammersmith , 95 , The Grove",,6.30,,"November 8 , 1912"
"FRIDAY, NOVEMBER 8","Hampstead , Y.M.C.A. , Willoughby - road","Hampstead , Y.M.C.A. , Willoughby - road . Mrs . Kineton Parkes , Mr. Mark Wilks","['Kineton Parkes', 'Mr. Mark Wilks']",,,"November 8 , 1912"
"SATURDAY, NOVEMBER 9","Chiswick , High - road","Chiswick , High - road . Miss M. Wright",['Miss M. Wright'],,,"November 8 , 1912"
"SATURDAY, NOVEMBER 9",Golder's Green,Golder's Green . Miss Jacobs Chair : Mrs. Sadd Brown,['Miss Jacobs'],,,"November 8 , 1912"
"SATURDAY, NOVEMBER 9","Harlesden , Manor Park - road","Harlesden , Manor Park - road . Mrs. Teresa Gough",['Mrs. Teresa Gough'],,,"November 8 , 1912"
