Date,Location,Raw,Speakers,Description,Hosts,Issue date
December 13,"Bow, Obelisk","Friday, December 13, Bow, Obelisk. M.P.U. Mr. E. Shaw, Mrs. Bouvier","['Mr. E. Shaw', 'Mrs. Bouvier']",,,"December 13 , 1912"
December 13,Bromley Hall,Bromley Hall. Women's Meeting. Mrs. Matthews,['Mrs. Matthews'],,,"December 13 , 1912"
December 13,"Chelsea, Lincoln's - street. King's - road","Chelsea, Lincoln's - street. King's - road. Miss M. Sheppard, Mrs. Temple Bird","['Miss M. Sheppard', 'Mrs. Temple Bird']",,,"December 13 , 1912"
December 13,"Ilford, Broadway - chambers","Ilford, Broadway - chambers. Miss M. Thompson. 8 p.m.",['Miss M. Thompson'],,,"December 13 , 1912"
December 14,Lincoln's Inn House,"Saturday, December 14, Chair: Mrs. Whitten Lincoln's Inn House. Sale ..",,Sale,['Mrs. Whitten'],"December 13 , 1912"
December 14,Bow. Out and Out Mission,Bow. Out and Out Mission. Women's Mission. Miss N. Lightman,['Miss N. Lightman'],,,"December 13 , 1912"
December 14,"Ilford, Balfour - road","Ilford, Balfour - road. Miss Harvey ..",['Miss Harvey'],,,"December 13 , 1912"
December 14,"Chiswick, Duke's - road","Chiswick, Duke's - road. Miss Coombs",['Miss Coombs'],,,"December 13 , 1912"
December 14,"Harlesden, Manor Park - road","Harlesden, Manor Park - road. Miss Joan Dugdale, Miss Meakin","['Miss Joan Dugdale', 'Miss Meakin']",,,"December 13 , 1912"
December 14,"Kilburn, Glengall - road","Kilburn, Glengall - road. Miss Elsa Myers, Miss Haarble eher","['Miss Elsa Myers', 'Miss Haarble eher']",,,"December 13 , 1912"
December 14,"Kingston, Church - street","Kingston, Church - street. Miss C. Green. Chair: Mrs. Dacre Fox ...","['Miss C. Green', 'Mrs. Dacre Fox']",,,"December 13 , 1912"
December 14,"Stratford, Maryland Point","Stratford, Maryland Point. Miss Agnes Kelly. Chair: Miss V. Aitken ..","['Miss Agnes Kelly', 'Miss V. Aitken']",,,"December 13 , 1912"
December 14,"Walthamstow, Trinity Schoolroom, Orford - road","Walthamstow, Trinity Schoolroom, Orford - road. Miss Hicks, M.A. Chair: Miss Gargett","['Miss Hicks', 'Miss Gargett']",,,"December 13 , 1912"
December 14,Willesden Green Library,"Willesden Green Library. Miss E. Jenkins, Miss Burton","['Miss E. Jenkins', 'Miss Burton']",,,"December 13 , 1912"
December 14,Wimbledon Broadway,"Wimbledon Broadway. Mr. E. Duval. Chair: Mrs. Duval, Miss Lennox","['Mr. E. Duval', 'Mrs. Duval', 'Miss Lennox']",,,"December 13 , 1912"
