points,height,width,block_type,text,id,score,x_center,y_center,x_center_100x,scan,page,column
"[156, 158, 205, 157, 205, 179, 156, 180]",23,49,quadrilateral,THE,0,0.9893931150436401,180.5,168.5,18050.0,1,1,0
"[223, 157, 331, 155, 331, 176, 223, 178]",23,108,quadrilateral,COMMON,1,0.986193060874939,277.0,166.5,27700.0,1,1,0
"[346, 154, 426, 152, 426, 174, 346, 176]",24,80,quadrilateral,CAUSE,2,0.9908050298690796,386.0,164.0,38600.0,1,1,0
"[426, 153, 432, 153, 432, 174, 426, 174]",21,6,quadrilateral,",",3,0.9859461784362793,429.0,163.5,42900.0,1,1,0
"[448, 152, 586, 149, 586, 171, 448, 174]",25,138,quadrilateral,DECEMBER,4,0.9802407026290894,517.0,161.5,51700.0,1,1,0
"[599, 149, 610, 149, 610, 170, 599, 170]",21,11,quadrilateral,6,5,0.9725940823554993,604.5,159.5,60450.0,1,1,0
"[610, 149, 616, 149, 616, 170, 610, 170]",21,6,quadrilateral,",",6,0.9780448079109192,613.0,159.5,61300.0,1,1,0
"[632, 148, 679, 147, 679, 168, 632, 169]",22,47,quadrilateral,1912,7,0.9910863637924194,655.5,158.0,65550.0,1,1,0
"[128, 224, 245, 222, 246, 274, 129, 276]",54,118,quadrilateral,NON,8,0.990567147731781,187.0,249.0,18700.0,1,1,0
"[248, 223, 269, 223, 270, 274, 249, 274]",51,22,quadrilateral,-,9,0.9561505317687988,259.0,248.5,25900.0,1,1,0
"[272, 222, 465, 219, 466, 271, 273, 274]",55,194,quadrilateral,PARTY,10,0.9730578064918518,369.0,246.5,36900.0,1,1,0
"[467, 219, 483, 219, 484, 270, 468, 270]",51,17,quadrilateral,.,11,0.9338809251785278,475.5,244.5,47550.0,1,1,0
"[1741, 206, 1861, 204, 1862, 254, 1742, 256]",52,121,quadrilateral,NON,12,0.9786947965621948,1801.5,230.0,180150.0,1,1,1
"[1867, 205, 1893, 205, 1894, 254, 1868, 254]",49,27,quadrilateral,-,13,0.8410796523094177,1880.5,229.5,188050.0,1,1,1
