Date,Location,Raw,Speakers,Description,Hosts,Issue date
DECEMBER 6,Lewes Lecture Hall,Lewes Lecture Hall - Miss Abadam - White Slave Traffic . Women only - Mrs . Wynne ( chair ),"['Miss Abadam', 'Mrs. Wynne (chair)']",,,"DECEMBER 6 , 1912"
DECEMBER 6,Monkseaton,"Monk seaton - Major Douglas ( chair ) , Miss C. M. Gordon , Mr. Mirrlees","['Miss C. M. Gordon', 'Mr. Mirrlees', 'Major Douglas (chair)']",,,"DECEMBER 6 , 1912"
DECEMBER 6,"Whitley Bay - Congregational Hall, Park Avenue","Whitley Bay - Congregational Hall , Park Avenue- Mr. W. J. Mirrlees , Chair , Douglas","['Mr. W.J. Mirrlees (chair)', 'Major Douglas']",,,"DECEMBER 6 , 1912"
DECEMBER 6,Worthing Mitchell's Restaurant,"Worthing Mitchell's Restaurant - speaker , Abadam , Chair , Miss Bennett","['Miss Abadam', 'Miss Bennett (chair)']",,,"DECEMBER 6 , 1912"
DECEMBER 7,"Bradford - 5, Eldon Place, Manningham Lane","Bradford - 5 , Eldon Place , Manningham Lane- Christmas Fair - Tea , Entertainments , Plays",,"Christmas Fair - Tea, Entertainments, Plays",,"DECEMBER 6 , 1912"
DECEMBER 9,"Croydon - 34a, The Arcade, High Street","Croydon - 34a , The Arcade , High Street - Mr . C. Baker",['Mr. C. Baker'],,,"DECEMBER 6 , 1912"
DECEMBER 9,Shildon - Dean Street Schools,"Shildon - Dean Street Schools- "" At Home "" -Mrs . Biltcliffe",,,,"DECEMBER 6 , 1912"
DECEMBER 9,"Birmingham - Slade Road Schools, Erdington","Birmingham - Slade Road Schools , Erdington - Miss Matters , Rev. W. C. Roberts ( chair )","['Miss Matters', 'Rev. W.C. Roberts (chair)']",,,"DECEMBER 6 , 1912"
DECEMBER 9,West Hartlepool - Masonic Hall,"West Hartlepool - Masonic Hall - Mr . Mirrlees , Miss C. M. Gordon","['Mr. Mirrlees', 'Miss C.M. Gordon']",,,"DECEMBER 6 , 1912"
DECEMBER 9,Hulme - York Street Temperance Hall,Hulme - York Street Temperance Hall - Mrs . Nor- bury,['Mrs. Norbury'],,,"DECEMBER 6 , 1912"
DECEMBER 9,"Southsea Central Hall, Albert Road","Southsea Central Hall , Albert Road- "" A Chat with Mr. Chicky "" -Miss Aston , Miss Page Henderson","['Miss Aston', 'Miss Page Henderson']",,,"DECEMBER 6 , 1912"
DECEMBER 9,Mickley Minion Room,"Mickley Minion Room - Speaker , Miss C. M. Gordon , Chair , Mr. A. Howson .","['Miss C.M. Gordon', 'Mr. A. Howson (chair)']",,,"DECEMBER 6 , 1912"
DECEMBER 9,Banbury Mrs. A.A. Woodward,"Banbury Mrs. A. A. Woodward , "" At Home "" -Dis- cussion on Physical Force argument .",,Discussion on Physical Force argument,['Mrs. A.A. Woodward'],"DECEMBER 6 , 1912"
DECEMBER 10,Cheltenham - Imperial Rooms,"Cheltenham - Imperial Meeting- Rooms - Annual Chair , Mr. Agg - Gardner",['Mr. Agg-Gardner (chair)'],Annual Meeting,,"DECEMBER 6 , 1912"
DECEMBER 10,Wakefield - Grove Hall,Wakefield - Grove Hall - Whist Drive,,Whist Drive,,"DECEMBER 6 , 1912"
DECEMBER 10,Llandudno,Llandudno Mrs. Corbett - Ashby,['Mrs. Corbett-Ashby'],,,"DECEMBER 6 , 1912"
DECEMBER 10,Oldham - Smith Street Independent Debating Society,Oldham - Smith Street Independent Debating Society -Miss Mabel Sharples .,['Miss Mabel Sharples'],,,"DECEMBER 6 , 1912"
DECEMBER 10,Pelton Fell Schools,"Pelton Fell Schools - Miss C. M. Gordon , Mr. ing - Mrs . Auerbach","['Miss C.M. Gordon', 'Mrs. Auerbach']",,,"DECEMBER 6 , 1912"
DECEMBER 10,Scarborough Office,Scarborough Office - Sale of Xmas Gifts ( in aid of Society's funds ) .,,Sale of Xmas Gifts (in aid of Society's funds),,"DECEMBER 6 , 1912"
