Date,Location,Raw,Speakers,Description,Issue date
JANUARY 4,"Leamington - Birch's Music Rooms, Parade","Leamington - Birch's Music Rooms, Parade - Warwick and Leamington Franchise Club.",[],,"JANUARY 4 , 1912"
JANUARY 9,"Newcastle-on-Tyne - 27, Ridley Place","Newcastle - on - Tyne - 27 , Ridley Place - Suffrage Choir Practice .",[],Suffrage Choir Practice,"JANUARY 4 , 1912"
JANUARY 9,Filey,"Filey- "" The Practice . """,[],The Practice,"JANUARY 4 , 1912"
JANUARY 10,Sevenoaks - The Chantry,"Sevenoaks - The Chantry - Monthly Meeting - Miss J. H. Thomson , B.A.","['Miss J. H. Thomson, B.A.']",,"JANUARY 4 , 1912"
JANUARY 10,"Bournemouth - Assembly Rooms, The Avenue","Bournemouth - Assembly Rooms , The Avenue- "" At Home . """,[],At Home,"JANUARY 4 , 1912"
JANUARY 12,Huddersfield - Mayor's Parlour,"Huddersfield - Mayor's Parlour - Deputation to Mr. Spenell - Miss Siddon , Mrs. Donkersley .","['Miss Siddon', 'Mrs. Donkersley.']",,"JANUARY 4 , 1912"
JANUARY 16,Wallasey - Central Liberal Club,Wallasey - Central Liberal Club - Miss Rathbone,['Miss Rathbone'],,"JANUARY 4 , 1912"
JANUARY 16,Malton Adult School,Malton Adult School - Miss I. O. Ford .,['Miss I. O. Ford'],,"JANUARY 4 , 1912"
JANUARY 16,"Newcastle-on-Tyne - 27, Ridley Place","Newcastle - on - Tyne - 27 , Ridley Place - Suffrage Choir Practice .",[],Suffrage Choir Practice,"JANUARY 4 , 1912"
JANUARY 16,Great Marlow - Danesfield,"Great Marlow - Danesfield - Drawing - room meeting - Mrs . Robie Uniacke , Cameron Grant , Esq . , E. Hornby - Lewis , Esq . ( chair ) .","['Mrs. Robie Uniacke', 'Cameron Grant, Esq.', 'E. Hornby-Lewis, Esq.']",,"JANUARY 4 , 1912"
JANUARY 17,Keswick - Battersby Lecture Hall,"Keswick - Battersby Lecture Hall- The Economic Aspect of W.S . "" - Miss C. E. Marshall , "" The Educational Uses of W.S . "" - Miss Highton .","['Miss C. E. Marshall', 'Miss Highton']",,"JANUARY 4 , 1912"
JANUARY 17,"Bournemouth - Assembly Rooms, The Avenue","Bournemouth - Assembly Rooms , The Avenue- At Home . """,[],At Home,"JANUARY 4 , 1912"
JANUARY 18,Leicester - Victoria Hall. Granby Street,Leicester - Victoria Hall . Granby Street - Suffrage Plays acted by local saffragists .,[],Suffrage Plays acted by local saffragists,"JANUARY 4 , 1912"
JANUARY 5,North Hackney,"North Hackney Mrs. Barrons's drawing - room meeting - Mrs . Mustard , Mrs. Wheatley .","['Mrs. Mustard', 'Mrs. Wheatley.']",,"JANUARY 4 , 1912"
JANUARY 9,Chingford Spicer Hall Congregational Chapel,"Chingford Spicer Hall Congregational Chapel , W.L.A. - Miss Fielden .",['Miss Fielden.'],,"JANUARY 4 , 1912"
JANUARY 10,"Brentford - St. George's Parliament, Green School","Brentford - St . George's Parliament , Green School- Miss Helen Ward .",['Miss Helen Ward'],,"JANUARY 4 , 1912"
JANUARY 11,"Highgate and East St. Pancras - Spear's Memorial Hall, Highgate Hill","Highgate and East St. Pancras - Spear's Memorial Hall , Highgate Hill - The Elizabeth Bessle Comedy Company in a 17th century play - Tickets 2s . 6d . and 18 .",,The Elizabeth Bessle Comedy Company in a 17th century play - Tickets 2s. 6d. and 1s.,"JANUARY 4 , 1912"
JANUARY 13,Upper Norwood - Grove Lodge,"Upper Norwood - Grove Lodge - Miss Abadam , Miss Emily Green ( chair ) .","['Miss Abadam', 'Miss Emily Green']",,"JANUARY 4 , 1912"
JANUARY 15,Ealing,Ealing Miss Debac's drawing - room meeting - Miss Watson .,['Miss Watson'],,"JANUARY 4 , 1912"
JANUARY 15,"Poplar - Wesleyan Chapel Lecture Hall, Woodstock Road","Poplar - Wesleyan Chapel Lecture Hall , Woodstock Road - Mrs . Gimingham , M.A. ","['Mrs. Gimingham, M.A.']",,"JANUARY 4 , 1912"
JANUARY 17,Fulham,"Fulham - Mrs . Raikes Bromage's drawing - room meeting - Miss C. Corbett , B.A. , Miss Wickham ( chair ) .","['Miss C. Corbett, B.A.', 'Miss Wickham']",,"JANUARY 4 , 1912"
JANUARY 17,"Sutton - Large Hall, Adult School","Sutton - Large Hall , Adult School - Public meeting and debate Mrs. Snowden .",['Mrs. Snowden'],Public meeting and debate,"JANUARY 4 , 1912"
JANUARY 11,"Dublin - 35, Molesworth Street","Dublin - 35 , Molesworth Street - Irish W.S. and Local Government Association - Committee meeting .",[],Irish W.S. and Local Government Association - Committee meeting,"JANUARY 4 , 1912"
JANUARY 12,Oldham - Lyceum,Oldham - Lyceum - Oldham District Teachers ' Association - Miss Marjory Lees .,['Miss Marjory Lees'],,"JANUARY 4 , 1912"
