Date,Location,Raw,Speakers,Description,Hosts,Issue date
JUNE 27,Exmouth,Exmouth - All Saints Institute - Miss Sterling,['Miss Sterling'],,,"JUNE 27 , 1912"
JUNE 27,Birmingham,"Birmingham - 43 , Frederick Road - Miss Frances Kirby's garden meeting",,garden meeting,['Miss Frances Kirby'],"JUNE 27 , 1912"
JUNE 28,Sutton Coldfield,"Sutton Coldfield Society Little Aston Park , Streetly Garden meeting","['Robertson', 'Mrs. Carol Ring']",Garden meeting,,"JUNE 27 , 1912"
JUNE 28,Cambridge,Cambridge Chesterton Hall Garden ( by kind per- mission of Mrs. Gurney ) -- Mrs . Heitland,['Mrs. Heitland'],Garden,['Mrs. Gurney'],"JUNE 27 , 1912"
JUNE 28,Weston-super-Mare,Weston - super - Mare Mrs. Thorpe's garden party- Dr. Sloan Chessan,['Dr. Sloan Chessan'],garden party,['Mrs. Thorpe'],"JUNE 27 , 1912"
JUNE 28,Bletchingley,"Bletchingley - The Square Mrs. Dempster , J. Malcolm Mitchell , Esq . , Mrs. James Powell ( chair )","['Mrs. Dempster', 'J. Malcolm Mitchell', 'Mrs. James Powell']",,,"JUNE 27 , 1912"
JUNE 29,Pangbourne,"Pangbourne - open - air meeting - Miss Margaret Robertson , B.A.",['Miss Margaret Robertson'],open-air meeting,,"JUNE 27 , 1912"
JUNE 29,Pangbourne,"Pangbourne Society - Tilehurst - open - air meeting -Mrs . J. T. Rogers ( Free Church League ) , Miss Margaret Robertson , B.A.","['Mrs. J. T. Rogers', 'Miss Margaret Robertson']",open-air meeting,,"JUNE 27 , 1912"
JUNE 29,Norwich,Norwich - Miss L. E. Sewell's drawing - room meet- ing - Dr . Mary Bell,['Dr. Mary Bell'],drawing-room meeting,['Miss L. E. Sewell'],"JUNE 27 , 1912"
JULY 1,Croydon,"Croydon - Office , Arcade , High Street- "" Women's Vote and Foreign Politics "" -Miss Elliott",['Miss Elliott'],""" Women's Vote and Foreign Politics """,,"JUNE 27 , 1912"
JULY 1,Birmingham,Birmingham - Rubery - Mrs . Suffern's meeting,,,['Mrs. Suffern'],"JUNE 27 , 1912"
JULY 1,Rugby,"Rugby - Eastfield - Garden Fete , White Elephant Tea - Miss Noel Wright",['Miss Noel Wright'],"Garden Fete, White Elephant Tea",,"JUNE 27 , 1912"
JULY 1,Bristol,"Bristol - The Misses Tanner's drawing - room meeting -Mrs . Skemp , M.A.",['Mrs. Skemp'],drawing-room meeting,['The Misses Tanner'],"JUNE 27 , 1912"
JULY 2,Horley,"Horley - Monreible - Garden meeting - Miss N. O'Shea , Mrs. Auerbach chair )","[""Miss N. O'Shea"", 'Mrs. Auerbach']",Garden meeting,,"JUNE 27 , 1912"
JULY 2,Oxford,Oxford - New Marston - Open - air meeting,,Open-air meeting,,"JUNE 27 , 1912"
JULY 3,Oxford,"Oxford The Warden's garden , Wadham College- The Committee "" At Home """,['The Committee'],""" At Home """,['The Warden of Wadham College'],"JUNE 27 , 1912"
JULY 3,Cambridge,"Cambridge - The Master of Selwyn College- N.U . , C. and U. W.F.A. , and Church League - Miss A. Maude Royden",['Miss A. Maude Royden'],,['The Master of Selwyn College'],"JUNE 27 , 1912"
JULY 3,Oxford,"Oxford - The Warden's Garden , Wadham College- The Committee "" At Home "" afternoon",['The Committee'],""" At Home """,['The Warden of Wadham College'],"JUNE 27 , 1912"
JULY 3,Cambridge,"Cambridge - Market Place - open - air meeting - Miss A. M. Royden , Mrs. Rackham , Mrs. Ramsey","['Miss A. M. Royden', 'Mrs. Rackham', 'Mrs. Ramsey']",open-air meeting,,"JUNE 27 , 1912"
JULY 2,Hereford,"Hereford - Adam's Hill - Mr . and Mrs. E. F. Bulmer's garden meeting - Miss Muriel Matters , Mr. E. F. Bulmer ( chair )","['Miss Muriel Matters', 'Mr. E. F. Bulmer']",garden meeting,['Mr. and Mrs. E. F. Bulmer'],"JUNE 27 , 1912"
JULY 2,Hanley Castle,"Hanley Castle - The Grammar School Garden- Public Meeting - Miss Muriel Matters , Rev A. C. Esau ( chair )","['Miss Muriel Matters', 'Rev A. C. Esau']",Public Meeting,,"JUNE 27 , 1912"
