Date,Location,Raw,Speakers,Description,Hosts,Issue date
OCTOBER 17,London. Tower Hill,"London . Tower Hill - Open - air Meeting - Chair , Miss Bagenal - Speakers , Mrs. Rackham , P.L.G. , Miss Fielden","['Mrs. Rackham', 'Miss Fielden']",,,"OCTOBER 17 , 1913"
OCTOBER 17,London. Westminster Palace Hotel,"Westminster Palace Hotel - London Society's Reception - Chair , Mrs. F. T. Swanwick , M.A.- Speakers , Councillor Margaret Ashton , M.A. , Mrs. Rackam , P.L.G.","['Councillor Margaret Ashton', 'Mrs. Rackam']",,,"OCTOBER 17 , 1913"
OCTOBER 17,London. Paddington,"Paddington - Members ' Meeting - Hostess , Mrs. Pratt , 232 , Portsdown Road , W. - Speaker , Miss O'Malley","[""Miss O'Malley""]",,,"OCTOBER 17 , 1913"
OCTOBER 17,London. Mile End,"Mile End - 219 , Mile End Road - At Home to Members of East London Committees",,At Home to Members of East London Committees,,"OCTOBER 17 , 1913"
OCTOBER 20,London. Kennington,"Kennington - 24 , Kennington Terrace - Meeting for "" Friends of Women's Suffrage "" -Hostess , Mrs. R. Page - Speaker . Miss M. Hamilton",['Miss M. Hamilton'],,,"OCTOBER 17 , 1913"
OCTOBER 20,London. Corner of Claylands Road and Clapham Road,"Corner of Claylands Road and Clapham Road -Open - air Meeting - Speakers , Mrs. Savory , Miss E. Walshe","['Mrs. Savory', 'Miss E. Walshe']",,,"OCTOBER 17 , 1913"
OCTOBER 20,London. Balham,"Balham - South Western Parliament - Lecture Hall , Balham Assembly Rooms Speaker , Mrs. Abbott",['Mrs. Abbott'],,,"OCTOBER 17 , 1913"
OCTOBER 21,London. Epsom,"Epsom - Public Meeting at the Town Hall- Chair , Mrs. Homan , P.L.G. - Speaker , Mrs. Henry Fawcett , LL.D. , Sir William Chance","['Mrs. Henry Fawcett', 'Sir William Chance']",,,"OCTOBER 17 , 1913"
OCTOBER 21,London. Bow,"Bow Meeting and Entertainment for "" Friends of Women's Suffrage "" -Suffrage Play -Chair , Miss Lester - Speaker , Miss A. H. Ward",['Miss A. H. Ward'],,,"OCTOBER 17 , 1913"
OCTOBER 21,London. West London Mission,"West London Mission - Kingsway Hall , Kings- way - Speaker , Miss J. H. Thomson , M.A.",['Miss J. H. Thomson'],,,"OCTOBER 17 , 1913"
