Date,Location,Raw,Speakers,Description,Hosts,Issue date
MARCH 23,Wallasey and Wirral,"Wallasey and Wirral Society - 1 , Mainwaring Road , Seacombe- Dr. Frances Ivens .",['Dr. Frances Ivens.'],,,"MARCH 23 , 1911"
MARCH 23,Filey,"Filey The Grand - Mrs . Rackham , J. Clayton , Esq .","['Mrs . Rackham', 'J. Clayton , Esq .']",,,"MARCH 23 , 1911"
MARCH 23,Birmingham,"Birmingham Friends ' Hall , Cotteridge - Drawing - room Meeting Mrs. Bourlay , Mrs. Frankland , Mrs. Parsey .","['Mrs. Bourlay', 'Mrs. Frankland', 'Mrs. Parsey .']",Drawing - room Meeting,,"MARCH 23 , 1911"
MARCH 23,Heywood,"Heywood - Trades Hall - Mrs . Snowden , Miss M. Robertson .","['Mrs . Snowden', 'Miss M. Robertson .']",,,"MARCH 23 , 1911"
MARCH 24,Leeds,"Leeds Primitive Methodist Debating Society , Cardigan Road- Mrs. Parrish .",['Mrs. Parrish .'],,,"MARCH 23 , 1911"
MARCH 24,Birkenhead,"Birkenhead Institute Room , 2 , Park Road South - At Home- Miss Cicely Corbett , Professor B. Moore ( chair )","['Miss Cicely Corbett', 'Professor B. Moore ( chair )']",At Home,,"MARCH 23 , 1911"
MARCH 24,Marple Bridge,"Marple Bridge- "" Ingleside "" ( Mrs. Shanks ) -Annual Meeting and Social Evening .",,Annual Meeting and Social Evening .,['Mrs. Shanks'],"MARCH 23 , 1911"
MARCH 24,Bristol,"Bristol - 15 , Beaconsfield Road , Clifton - Miss Stock's Working Party .",,Miss Stock's Working Party .,,"MARCH 23 , 1911"
MARCH 24,Birmingham,"Birmingham - 10 , Easy Row - Speakers ' Class .",,Speakers ' Class .,,"MARCH 23 , 1911"
MARCH 24,Filey,"Filey Society - Hunmanby - J . Clayton , Esq .","['J . Clayton , Esq .']",,,"MARCH 23 , 1911"
MARCH 25,Bristol,Bristol - David Thomas Memorial Hall - Debate .,,Debate .,,"MARCH 23 , 1911"
MARCH 25,Holyhead,"Holyhead - Market Café - Councillor Eleanor Rathbone , Mrs. Fox Russell ( chair ) .","['Councillor Eleanor Rathbone', 'Mrs. Fox Russell ( chair ) .']",,,"MARCH 23 , 1911"
MARCH 27,Burton - on - Trent,Burton - on - Trent - Boot's Café - Mrs . Ring .,['Mrs . Ring .'],,,"MARCH 23 , 1911"
MARCH 27,Llanfairfechan,"Llanfairfechan- "" Mona View "" -Councillor Eleanor Rathbone , Rev. R. Garratt Roberts ( chair ) .","['Councillor Eleanor Rathbone', 'Rev. R. Garratt Roberts ( chair ) .']",,,"MARCH 23 , 1911"
MARCH 27,Penmaenmawr,"Penmaenmawr - Oxford Hall Councillor Eleanor Rathbone , Colonel Darbishire ( chair ) .","['Councillor Eleanor Rathbone', 'Colonel Darbishire ( chair ) .']",,,"MARCH 23 , 1911"
MARCH 27,Leeds,Leeds - Salem Congregational Church - Mrs . Parrish .,['Mrs . Parrish .'],,,"MARCH 23 , 1911"
MARCH 28,Nottingham,"Nottingham - 54 , Long Row - Mrs . G. S. Dowson .",['Mrs . G. S. Dowson .'],,,"MARCH 23 , 1911"
MARCH 28,Bristol,"Bristol - 111a , Hayward's Whiteladies ' Road - Lecture , "" Asoka , King , Monk , and Missionary . "" - Mr. Francis ,","['Mr. Francis ,']","Lecture , "" Asoka , King , Monk , and Missionary . """,,"MARCH 23 , 1911"
MARCH 28,Cradley Heath,Cradley Heath - Co - operative Hall - Mrs . Wheeler ( chair ) .,['Mrs . Wheeler ( chair ) .'],,,"MARCH 23 , 1911"
MARCH 29,Oldham,"Oldham Music Room , Werneth Park - Lecture , "" The Winter's Tale "" - Mrs . Leo Grindon - Tickets 1s . and 6d .",['Mrs . Leo Grindon - Tickets 1s . and 6d .'],"Lecture , "" The Winter's Tale """,,"MARCH 23 , 1911"
MARCH 29,Wallasey and Wirral,Wallasey and Wirral - Fairhaven Institute - Work Competition and Sale .,,Work Competition and Sale .,,"MARCH 23 , 1911"
MARCH 29,Newcastle - on - Tyne,"Newcastle - on - Tyne - 27 , Ridley Place- "" The Economic Aspect of Women's Suffrage "" - Mrs . Harrison Bell .",['Mrs . Harrison Bell .'],""" The Economic Aspect of Women's Suffrage """,,"MARCH 23 , 1911"
MARCH 29,Leigh,"Leigh Smaller Co - op . Hall - Miss M. Ashton , M.A. , C. H. Burdon , Esq .","['Miss M. Ashton , M.A. ,', 'C. H. Burdon , Esq .']",,,"MARCH 23 , 1911"
MARCH 29,Colwyn Bay,Colwyn Bay Mrs. Elcock's Drawing - room Meeting - Miss M. Spencer .,['Miss M. Spencer .'],Drawing - room Meeting,,"MARCH 23 , 1911"
MARCH 30,Norwich,Norwich - Dr . Mary Bell's Drawing - room Meeting Miss Abadam .,['Miss Abadam .'],Drawing - room Meeting,,"MARCH 23 , 1911"
MARCH 30,Great Yarmouth,Great Yarmouth - Town Hall - Miss Abadam .,['Miss Abadam .'],,,"MARCH 23 , 1911"
MARCH 30,Haslemere,Haslemere The White House Drawing - room Meeting - Rev . Claude Hinscliff .,['Rev . Claude Hinscliff .'],Drawing - room Meeting,,"MARCH 23 , 1911"
MARCH 31,Bangor,Bangor - Queen's Head Café - Councillor Eleanor Rathbone .,['Councillor Eleanor Rathbone .'],,,"MARCH 23 , 1911"
MARCH 31,Bethesda,"Bethesda - Assembly Hall - Councillor Eleanor Rathbone , R. J. Parry , Esq . , J.P. ( chair ) .","['Councillor Eleanor Rathbone', 'R. J. Parry , Esq . , J.P. ( chair ) .']",,,"MARCH 23 , 1911"
