Date,Location,Raw,Speakers,Description,Issue date
APRIL 11,Chelsea,"Chelsea , 308 , King's - road . Speakers ' Class , Miss Ada Moore",['Miss Ada Moore'],,"April 11 , 1913"
APRIL 11,Chelsea,"Chelsea , 308 , King's - road . Mr. J. Cameron Grant",['Mr. J. Cameron Grant'],,"April 11 , 1913"
APRIL 11,Holloway Prison,Holloway Prison . Miss M. Rogers,['Miss M. Rogers'],,"April 11 , 1913"
APRIL 11,Ilford,"Ilford , Broadway - chambers . Miss Hewitt , Chair : Mr. Burke",['Miss Hewitt'],,"April 11 , 1913"
APRIL 11,Lincoln's Inn House,"Lincoln's Inn House , Kingsway . Speakers ' Class . Miss Rosa Leo",['Miss Rosa Leo'],,"April 11 , 1913"
APRIL 11,North Kensington,"North Kensington , Lancaster Baths , Lancaster - road . Miss Naylor . Chair : Miss Rushbrooke",['Miss Naylor'],,"April 11 , 1913"
APRIL 11,Shepherd's Bush,"Shepherd's Bush , near Tube Station , M.P.U. Mr. Bark , Miss Wickham","['Mr. Bark', 'Miss Wickham']",,"April 11 , 1913"
APRIL 11,Sloane-square,Sloane - square . Miss Hilda Gargett,['Miss Hilda Gargett'],,"April 11 , 1913"
APRIL 11,Stepney,"Stepney , Milo End Waste . Miss Harvey . Chair : Miss Haig",['Miss Harvey'],,"April 11 , 1913"
APRIL 11,West Ham,"West Ham , Stratford Broadway . Miss Hicks , M.A. Chair : Miss Hooper",['Miss Hicks'],,"April 11 , 1913"
APRIL 11,York-road,"York - road , Market . Mrs. Dacre Fox",['Mrs. Dacre Fox'],,"April 11 , 1913"
APRIL 11,Chelsea,Chelsea . Miss J. Wickham,,,"April 11 , 1913"
APRIL 11,Holloway Prison,Holloway Prison . Miss E. New,,,"April 11 , 1913"
APRIL 11,Ilford,"Ilford , Balfour - road . Mr. Charles Gray . Chair : Miss Haslam",['Mr. Charles Gray'],,"April 11 , 1913"
APRIL 11,Kingston,"Kingston , Church - street . Miss Rogers . Chair : Mrs. Dacre Fox",['Miss Rogers'],,"April 11 , 1913"
APRIL 11,Walthamstow,"Walthamstow , Tower Corner , Hoe - street . Miss Hopkins . Chair : Mrs. Gladman",['Miss Hopkins'],,"April 11 , 1913"
APRIL 11,West End Green,"West End Green . Miss Jacobs , Miss Hoffman","['Miss Jacobs', 'Miss Hoffman']",,"April 11 , 1913"
APRIL 12,Camden Town,"Camden Town , Cobden Statue . Mrs. Bouvier",['Mrs. Bouvier'],,"April 11 , 1913"
APRIL 12,West Ham,"West Ham , Forest Gate Station . Chair : Miss Brice",,,"April 11 , 1913"
APRIL 12,Wimbledon,Wimbledon Broadway . Mrs. Dacre Fox . Chair : Mrs. Huggett,['Mrs. Dacre Fox'],,"April 11 , 1913"
APRIL 13,Ealing Common,Ealing Common . Mrs. Tidswell,['Mrs. Tidswell'],,"April 11 , 1913"
APRIL 13,Hampstead Heath,"Hampstead Heath , Flagstaff . Miss P. Ayrton , Miss C. Maguire","['Miss P. Ayrton', 'Miss C. Maguire']",,"April 11 , 1913"
APRIL 13,Hyde Park,"Hyde Park , west side of Marble Arch , Bayswater - road . Miss Naylor , Miss Francis","['Miss Naylor', 'Miss Francis']",,"April 11 , 1913"
APRIL 13,Lewisham,Lewisham Market Place . Dr. A. D. Macpherson . Chair : Miss Townsend,['Dr. A. D. Macpherson'],,"April 11 , 1913"
APRIL 13,Regent's Park,"Regent's Park . M.P.U. Mr. Shaw , Miss Rogers","['Mr. Shaw', 'Miss Rogers']",,"April 11 , 1913"
APRIL 13,Streatham Common,Streatham Common . Miss Kathleen Jarvis . Chair : Leonora Tyson,['Miss Kathleen Jarvis'],,"April 11 , 1913"
APRIL 13,Victoria Park,"Victoria Park , M.F.W.S. Mr. F. Bull , Mr. W. A. Willox , Mr. H. B. Macpherson","['Mr. F. Bull', 'Mr. W. A. Willox', 'Mr. H. B. Macpherson']",,"April 11 , 1913"
APRIL 13,Wimbledon Common,"Wimbledon Common . Mrs. Bouvier , Mrs. Lamartine Yates","['Mrs. Bouvier', 'Mrs. Lamartine Yates']",,"April 11 , 1913"
APRIL 14,Bow,"Bow , Tredegar - road , Out - and - Out Mission Hall . Speakers ' Class . Miss Rosa Leo",['Miss Rosa Leo'],,"April 11 , 1913"
APRIL 14,Hampstead,"Hampstead , 37 , Frognal . "" At Home . "" Mrs. Dacre Fox , Dr. S. Myer Nathan . Chair : Dr. Louisa Garrett Anderson","['Mrs. Dacre Fox', 'Dr. S. Myer Nathan']",At Home,"April 11 , 1913"
APRIL 14,Holloway Prison,Holloway Prison . Miss Medwin,['Miss Medwin'],,"April 11 , 1913"
APRIL 14,Clapham,"Clapham , Morris , Hall , North - street , Old Town . Women's Meeting . Miss M. Sheppard",['Miss M. Sheppard'],Women's Meeting,"April 11 , 1913"
APRIL 14,Kensal Rise,"Kensal Rise , Harvist - road . Mrs. Penn Gaskell , Mrs. Gibbs","['Mrs. Penn Gaskell', 'Mrs. Gibbs']",,"April 11 , 1913"
APRIL 14,London Pavilion,"London Pavilion , Piccadilly - circus , W. Miss Naylor , and others",['Miss Naylor'],,"April 11 , 1913"
