Date,Location,Raw,Speakers,Description,Issue date
September 19,Mile End Waste,Mile End Waste . Miss Barry ... 8 p.m.,['Miss Barry'],,"September 19 , 1913"
September 19,Tooting Broadway,Tooting Broadway . Miss Coombes . Chair : Miss Greer ... 7 p.m.,['Miss Coombes'],,"September 19 , 1913"
September 19,Walthamstow,"Walthamstow , Tower Corner , Hoe Street . Miss Medwin . Chair : Mrs. Gladman ... 8 p.m.",['Miss Medwin'],,"September 19 , 1913"
September 19,Bow,"Bow , Ford Road , Miss Hicks , M.A .... 8 p.m.",['Miss Hicks'],,"September 19 , 1913"
September 19,Chiswick,"Chiswick , Duke's Road . Mrs. Brindley ... 8 p.m.",['Mrs. Brindley'],,"September 19 , 1913"
September 19,Croydon,"Croydon , Katherine Street . Mise Mexkin , Chair : Miss Julian ... 8 p.m.",['Mise Mexkin'],,"September 19 , 1913"
September 19,Hornsey,"Hornsey , High Street Fountain . Miss Barry Chair : Miss Mann ... 8 p.m.",['Miss Barry'],,"September 19 , 1913"
September 19,Highgate,"Highgate , High Street and Southwood Lane . Miss Richmond . Chair : Miss Pepper ... 8 p.m.",['Miss Richmond'],,"September 19 , 1913"
September 19,North Kensington,"North Kensington , Free Library , Ladbroke Grove . Miss G. Richard . Chair : Miss D. Coombs ... 8 p.m.",['Miss G. Richard'],,"September 19 , 1913"
September 19,Poplar,Poplar . Chrisp Street and Morris Road ... 12.15 p.m.,,Chrisp Street and Morris Road,"September 19 , 1913"
September 19,Seven Sisters ' Road,"Seven Sisters ' Road , Thane Villas , N. Miss Hopkins . Chair : Miss M. Darton ... 8 p.m.",['Miss Hopkins'],,"September 19 , 1913"
September 19,Sloane Square,Sloane Square . Miss Jacobs ... 7.30 p.m.,['Miss Jacobs'],,"September 19 , 1913"
September 19,Battersea,"Battersea , Prince's Head . Miss Gilliatt , Mr. Duval ... 8 p.m.","['Miss Gilliatt', 'Mr. Duval']",,"September 19 , 1913"
September 19,Battersen,"Battersen , Strath Terrace . Mrs. Leigh , Mrs. Masun ... 7.30 p.m.","['Mrs. Leigh', 'Mrs. Masun']",,"September 19 , 1913"
September 19,Crouch End,"Crouch End , Clock Tower . Miss Croxson ... 8 p.m.",['Miss Croxson'],,"September 19 , 1913"
September 19,Kingston,"Kingston , Market Place . Rev. C. A. Wills ... 8 p.m.",['Rev. C. A. Wills'],,"September 19 , 1913"
September 19,South Wimbledon,"South Wimbledon , Broadway . Mr. McKinley ... 8 p.m.",['Mr. McKinley'],,"September 19 , 1913"
September 19,Wandsworth,"Wandsworth , Outside Council House . Miss Jacobs . Mrs. Chapman ... 8 p.m.","['Miss Jacobs', 'Mrs. Chapman']",,"September 19 , 1913"
September 19,Palmer's Green,"Palmer's Green , Alderman's Hill . Miss Elsa Myers . Mr. Victor Prout Chair : ... 7.30 p.m.","['Miss Elsa Myers', 'Mr. Victor Prout']",,"September 19 , 1913"
September 19,West Ham,"West Ham , Stratford Broadway . Miss Dalgleish . Chair : Mrs. Rowe ... 5 p.m.",['Miss Dalgleish'],,"September 19 , 1913"
September 19,Woolwich,"Woolwich , Carmel Chapel , Anglesea Hill . Miss Evelyn Sharp . Chair : Miss Hill ... 8 p.m.",['Miss Evelyn Sharp'],,"September 19 , 1913"
September 20,Ilford,"Ilford , Balfour Road . Mrs. Leigh ... 3 p.m.",['Mrs. Leigh'],,"September 19 , 1913"
September 20,West Ham,"West Ham , Forest Gate Station ... 3 p.m.",,Forest Gate Station,"September 19 , 1913"
September 20,Westminster,"Westminster , Regency Place . Miss Gwen Richard ... 11.30a.m.",['Miss Gwen Richard'],,"September 19 , 1913"
