Date,Location,Raw,Speakers,Description,Issue date
Friday,"Bow, Ford Road","Friday , Bow , Ford Road . Miss Feek , Mrs. Smith","['Miss Feek', 'Mrs. Smith']",,"August 29, 1913"
Friday,"West Ham, Stratford Broadway","West Ham , Stratford Broadway . Miss Harbott",['Miss Harbott'],,"August 29, 1913"
Friday,"Battersen, Mossbury Road","Battersen , Mossbury Road . M.P.U.",,M.P.U.,"August 29, 1913"
Friday,Billinghurst,"Billinghurst , Mr. J. Mallou",['Mr. J. Mallou'],,"August 29, 1913"
Saturday,"Ilford, Outside Town Hall","Saturday , Ilford , Outside Town Hall . Miss Haslam",['Miss Haslam'],,"August 29, 1913"
Saturday,"Harrow, Havelock Road","Harrow , Havelock Road . M.P.U.",,,"August 29, 1913"
Saturday,"West Ealing, Uxbridge Road","West Ealing , Uxbridge Road . M.P.U.",,M.P.U.,"August 29, 1913"
Saturday,Ealing,Mr. F. Richards,['Mr. F. Richards'],,"August 29, 1913"
Sunday,Victoria Park,"Sunday , Victoria Park , Mrs. Duval",['Mrs. Duval'],,"August 29, 1913"
Sunday,"Hyde Park, W. Poplar, E. India Dock Gates","Hyde Park , W. Poplar , E. India Dock Gates",,,"August 29, 1913"
Sunday,Streatham Common,Streatham Common,,,"August 29, 1913"
Sunday,Wimbledon Common,Wimbledon Common . Miss Gwen Richard,['Miss Gwen Richard'],,"August 29, 1913"
Sunday,Hyde Park,Hyde Park . M.P.U. Mr. J. Mallon,['Mr. J. Mallon'],M.P.U.,"August 29, 1913"
Monday,"Poplar, Socialist Hall, High Street","Monday , Poplar , Socialist Hall , High Street .",,3.30 p.m.,"August 29, 1913"
Monday,Balham,"Balham , Members ' Meeting . 7 Sainfoin",,"Members' Meeting, 7 Sainfoin","August 29, 1913"
Thursday,"West Ham, Stratford Broadway","West Ham , Stratford Broadway , Mr. Charles Gray",['Mr. Charles Gray'],,"August 29, 1913"
Tuesday,"Poplar, East India Dock Gates","Tuesday , Poplar , East India Dock Gates . Miss",,,"August 29, 1913"
Tuesday,"Bow, Out and Out Mission Hall","Bow , Out and Out Mission Hall ... Mile End Waste , Miss R. E. Barry",['Miss R. E. Barry'],,"August 29, 1913"
Tuesday,"Holloway Road, outside Jones Bros.","Holloway Road , outside Jones Bros. hurst , Mr. Allan Clack",['Mr. Allan Clack'],,"August 29, 1913"
Wednesday,"Ilford, Manor Park, Earl of Essex","Wednesday , Ilford , Manor Park , Earl of Essex",,,"August 29, 1913"
Wednesday,"Poplar, East India Dock Gates","Poplar , East India Dock Gates . Mr. J. Mallon",['Mr. J. Mallon'],,"August 29, 1913"
Wednesday,"Poplar, East India Road and Piggott","Poplar , East India Road and Piggott",,,"August 29, 1913"
Wednesday,"Bow, Campbell Road and Knapp Road","Bow , Campbell Road and Knapp Road .",,,"August 29, 1913"
Thursday,Bow,"Row , 321 , Roman Road . Women's",,Women's,"August 29, 1913"
Thursday,"Wandsworth, Council House","Wandsworth , Council House , M.P.U. Mr. Roy Inglis",['Mr. Roy Inglis'],M.P.U.,"August 29, 1913"
Thursday,Stepney Green Triangle,Stepney Green Triangle .,,,"August 29, 1913"
Thursday,"Hornsey, High Street, Fountain","Hornsey , High Street , Fountain . Miss Mann .",['Miss Mann'],,"August 29, 1913"
Friday,"Upper Holloway, Corner of Pemberton","Friday , Upper Holloway , Corner of Pemberton
Mr. H. Bark , Mr..Allan Clark .","['Mr. H. Bark', 'Mr. Allan Clark']",,"August 29, 1913"
Friday,West Ealing. Uxbridge Road,"West Ealing . Uxbridge Road , M.P. Mr. Roy Inglis .",['Mr. Roy Inglis'],M.P. U.,"August 29, 1913"
Friday,"Battersea, Strath Terrace","Battersea , Strath Terrace , M.P. U. Mr. J.",,M.P.U.,"August 29, 1913"
Friday,"Rhondda Valley, Pontypridd","Friday , Rhondda Valley , Pontypridd",,8 p.m.,"August 29, 1913"
Friday,"Dundee, Panmure Street","Dundee , Panmure Street . Miss Grant",['Miss Grant'],,"August 29, 1913"
Saturday,"Dundee, Greenmarket","Saturday , Dundee , Greenmarket . Miss Clunns",['Miss Clunns'],,"August 29, 1913"
Saturday,"Bow, Ford Road","Bow , Ford Road .",,,"August 29, 1913"
Saturday,"Birkenhead, outside St. John's Church","Birkenhead , outside St. John's Church . Ker",,,"August 29, 1913"
Monday,"Dundee, Lochee, Bank Street","Monday , Dundee , Lochee , Bank Street . Miss",,,"August 29, 1913"
Wednesday,"Dundee, 61, Nethergate","Wednesday , Dundee , 61 , Nethergate ...",,,"August 29, 1913"
Wednesday,"Cambridge, Market Square","Cambridge , Market Square",,,"August 29, 1913"
Thursday,"Harrogate, Stray","Harrogate , Stray , Mr. Laurence Housman",['Mr. Laurence Housman'],,"August 29, 1913"
Friday,"Dundee, Panmure Street","Friday , Dundee , Panmure Street . Miss Grant",['Miss Grant'],,"August 29, 1913"
Saturday,"Dundee. At Home, Craigie Barn","Saturday , Dundee , "" At Home , "" Craigie Barn",,"""At Home""","August 29, 1913"
