Date,Location,Raw,Speakers,Description,Hosts,Issue date
JAN. 31,Chelsea,"Chelsea , 308 , King's - road . Mrs. Dove Willcox",['Mrs. Dove Willcox'],,,"January 31 , 1913"
JAN. 31,Chelsea,"Chelsea , King's - road ( near Sloane - square . M.F.W.s. Mr. F. D. Fox , Mr. Thornton Jones , Mr. H. Macpherson , Mr. Mark Wilks","['Mr. F. D. Fox', 'Mr. Thornton Jones', 'Mr. H. Macpherson', 'Mr. Mark Wilks']",,,"January 31 , 1913"
JAN. 31,Clapham,"Clapham , The Plough . Mrs. Bouvier . Chair : Mrs. Bateman",['Mrs. Bouvier'],,,"January 31 , 1913"
JAN. 31,Edmonton,"Edmonton , Silver - street . M.P.U. Mr. R. Pott , Mrs. Hughes","['Mr. R. Pott', 'Mrs. Hughes']",,,"January 31 , 1913"
JAN. 31,Lincoln's Inn House,"Lincoln's Inn House , Kingsway . Speakers ' Class , Miss Rosa Leo",['Miss Rosa Leo'],,,"January 31 , 1913"
JAN. 31,Mile End Waste,"Mile End Waste . Miss Richmond , Miss Croxon","['Miss Richmond', 'Miss Croxon']",,,"January 31 , 1913"
JAN. 31,Sloane - square,Sloane - square . Mrs. Dacre Fox,['Mrs. Dacre Fox'],,,"January 31 , 1913"
JAN. 31,Stratford,"Stratford , Maryland - point . Miss Startup",['Miss Startup'],,,"January 31 , 1913"
JAN. 31,Walthamstow,"Walthamstow , Church - hill . Miss Haslam . Chair : Miss Bonwick",['Miss Haslam'],,,"January 31 , 1913"
JAN. 31,Woolwich,"Woolwich , Eleanor - road . Miss G. Richard . Chair : Miss Clifford",['Miss G. Richard'],,,"January 31 , 1913"
JAN. 31,Lincoln's Inn House,"Lincoln's Inn House , Kingsway . Special Members ' Rally",,Special Members' Rally,,"January 31 , 1913"
FEB. 1,Finsbury Park,"Finsbury Park , 19 , St. Thomas - road . Miss P. Ayrton",['Miss P. Ayrton'],,,"January 31 , 1913"
FEB. 1,Harlesden,"Harlesden , Manor Park - road . Miss Feek",['Miss Feek'],,,"January 31 , 1913"
FEB. 1,Ilford,"Ilford , Balfour - road . Miss Feek",['Miss Feek'],,,"January 31 , 1913"
FEB. 1,Kingston,"Kingston , Church - street . Mrs. Dacre Fox",['Mrs. Dacre Fox'],,,"January 31 , 1913"
FEB. 1,Putney,"Putney , Werter road ..",[],,,"January 31 , 1913"
FEB. 2,Catford Tram Terminus,Catford Tram Terminus . Mrs. Bouvier,['Mrs. Bouvier'],,,"January 31 , 1913"
FEB. 2,Hampstead Heath,"Hampstead Heath , Flagstaff . Miss Hicks , M.A",['Miss Hicks'],,,"January 31 , 1913"
FEB. 2,Hyde Park,"Hyde Park , near Marble Arch . M.P.U. Mr. E. Duval , Miss Naylor","['Mr. E. Duval', 'Miss Naylor']",,,"January 31 , 1913"
FEB. 2,Victoria Park,"Victoria Park . M.F.W.S. Mr. Thornton Jones , Mr. Macpherson , Mr. G. Pamment , Mr. V. Prout","['Mr. Thornton Jones', 'Mr. Macpherson', 'Mr. G. Pamment', 'Mr. V. Prout']",,,"January 31 , 1913"
FEB. 2,Westminster,"Westminster , Tachbrook - street . M.F.W.S. Mr. F. D. Fox , Mr. E. W. Futvoye , Dr. Macpherson , Mr. Victor Prout","['Mr. F. D. Fox', 'Mr. E. W. Futvoye', 'Dr. Macpherson', 'Mr. Victor Prout']",,,"January 31 , 1913"
FEB. 2,Willesden Green Library,"Willesden Green Library . Miss R. Rickards , B.A",['Miss R. Rickards'],,,"January 31 , 1913"
FEB. 2,Wimbledon Broadway,Wimbledon Broadway . Mrs. Davies . Chair : Mrs. Dickinson,['Mrs. Davies'],,,"January 31 , 1913"
FEB. 2,Woolwich,"Woolwich , Eleanor - road . Miss Elsa Myers . Chair : Miss Cox",['Miss Elsa Myers'],,,"January 31 , 1913"
FEB. 3,London Pavilion,"London Pavilion , Piccadilly Circus , W. Mrs. Pankhurst , Miss Annie Kenney , and others","['Mrs. Pankhurst', 'Miss Annie Kenney', 'others']",,,"January 31 , 1913"
FEB. 3,Wimbledon,"Wimbledon , Queen's Hall , Broadway . Miss N. Lightman , Lieut . J. L. Cather , R.N. Chair : Mrs. Lamartine Yates","['Miss N. Lightman', 'Lieut. J. L. Cather']",,,"January 31 , 1913"
FEB. 4,Chelsea,"Chelsea , King's - road ( near Sloane - square ) . M.F.W.S. Lieut . J. L. Cather , R.N. , Mr. Fox , Dr. Macpherson , Mr. Willox","['Lieut. J. L. Cather', 'Mr. Fox', 'Dr. Macpherson', 'Mr. Willox']",,,"January 31 , 1913"
FEB. 4,Forest Gate,"Forest Gate , Earlham Hall . West Ham League of Young Liberals . Debate . Miss Friedlaender",['Miss Friedlaender'],,,"January 31 , 1913"
FEB. 4,Golder's Grec,"Golder's Grec , 26n , The Parade . Public Tea and Meeting ..",,Public Tea and Meeting,,"January 31 , 1913"
FEB. 4,Mile End Waste,"Mile End Waste . Miss Bonwick , B.A. Chair : Miss Newstead",['Miss Bonwick'],,,"January 31 , 1913"
FEB. 4,Palmer's Green,"Palmer's Green , 6 , Stonard - road . Fireside Talks . Mr. E. Burke",['Mr. E. Burke'],,,"January 31 , 1913"
FEB. 4,Woolwich,"Woolwich , New Town Hall . Mrs. Pankhurst . Chair : Miss Naylor . Organ Recital , 7.30 p.m",['Mrs. Pankhurst'],,,"January 31 , 1913"
FEB. 5,Chelsea,"Chelsea , Limerston - street . Miss Marie Naylor",['Miss Marie Naylor'],,,"January 31 , 1913"
FEB. 6,Bloomsbury,"Bloomsbury , 9 , Museum - chambers , Bury - street , W.c. Miss Leonora Tyson , Miss Gwynne . Hostess : Mrs. Forbes Robertson","['Miss Leonora Tyson', 'Miss Gwynne']",,,"January 31 , 1913"
FEB. 6,Essex Hall,"Essex Hall , Essex - street , Strand , W.C. Miss Annie Kenney and others","['Miss Annie Kenney', 'others']",,,"January 31 , 1913"
FEB. 6,Kensington,"Kensington , 2 , Campden - hill - square . Annual Members ' Meeting",,Annual Members' Meeting,,"January 31 , 1913"
FEB. 6,Kilburn,"Kilburn , 310 , High - road , Lecture Hall . Mrs. Pertwee , Miss Limozin and others","['Mrs. Pertwee', 'Miss Limozin', 'others']",,,"January 31 , 1913"
FEB. 7,Chelsea,"Chelsea , 308 , King's - road . Mrs. Hinchley",['Mrs. Hinchley'],,,"January 31 , 1913"
FEB. 7,Kingston,"Kingston , 54 , Clarence - street . Miss R. Barrett , B.Sc. , Mr. Charles Gray . Chair : Mrs. Daere Fox","['Miss R. Barrett', 'Mr. Charles Gray']",,,"January 31 , 1913"
FEB. 7,Lewisham,"Lewisham , 1 , Lewis - grove . Mrs. Bouvier",['Mrs. Bouvier'],,,"January 31 , 1913"
FEB. 7,Sloane - square,Sloane - square . Mrs. Theresa Gough,['Mrs. Theresa Gough'],,,"January 31 , 1913"
FEB. 7,Lincoln's Inn House,"Lincoln's Inn House , Kingsway , W.C. Speakers Class . Miss Rosa Leo",['Miss Rosa Leo'],,,"January 31 , 1913"
JAN. 31,Blaengarw,Blaengarw Miners ' Federation . Miss A. Williams . Chair : Miss H. Gelder,['Miss A. Williams'],,,"January 31 , 1913"
JAN. 31,Canterbury,"Canterbury , Foresters ' Hall . Miss Hicks , M.A. Chair : Miss E. Billing",['Miss Hicks'],,,"January 31 , 1913"
JAN. 31,Dundee,"Dundee , Panmure - street . Miss Grant",['Miss Grant'],,,"January 31 , 1913"
