Date,Location,Raw,Speakers,Description,Hosts,Issue date
July 4,"Battersea, Mossbury Road","Battersea , Mossbury Road .","['Miss Gilliatt', 'Miss A. Jay', 'Mrs. Russell']",,,"July 4, 1913"
July 4,"Croydon, Katherine Street","Croydon , Katherine Street .",,,,"July 4, 1913"
July 4,"Lincoln's Inn House, Kingsway","Lincoln's Inn House , Kingsway",,,,"July 4, 1913"
July 4,"North Kensington, Free Richards","North Kensington , Free Richards .",,,,"July 4, 1913"
July 4,Sloane Square,Sloane Square .,,,,"July 4, 1913"
July 4,"Stepney, Burdett Road","Stepney , Burdett Road",,,,"July 4, 1913"
July 4,Tooting Broadway,Tooting Broadway .,,,,"July 4, 1913"
July 4,"West Ham, Stratford Broadway","West Ham , Stratford Broadway",,,,"July 4, 1913"
July 4,Holloway Road,"Holloway Road , outside Jones",,,,"July 4, 1913"
July 4,"Ilford, Balfour Road","Ilford , Balfour Road .",,,,"July 4, 1913"
July 4,"Wandsworth, East Hill","Wandsworth , East Hill .",,,,"July 4, 1913"
July 4,Wandsworth,"Wandsworth , outside Council",,,,"July 4, 1913"
July 4,Clapham Common,Clapham Common .,,,,"July 4, 1913"
July 4,Ealing Common,Ealing Common .,,,,"July 4, 1913"
July 4,"Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff",,,,"July 4, 1913"
July 4,Hyde Park,"Hyde Park , W.",,,,"July 4, 1913"
July 4,Lewisham Market Place,"Lewisham Market Place , Creaghan , Dr. A.",,,,"July 4, 1913"
July 4,"Poplar, East India Dock","Poplar , East India Dock",,,,"July 4, 1913"
July 4,Regent's Park,Regent's Park .,,,,"July 4, 1913"
July 4,Streatham Common,Streatham Common .,,,,"July 4, 1913"
July 4,Wimbledon Common,Wimbledon Common .,,,,"July 4, 1913"
July 4,"Bow, Tredegar Road","Bow , Tredegar Road .",,,,"July 4, 1913"
July 4,"Limehouse, Philpot Street","Limehouse , Philpot Street .",,,,"July 4, 1913"
July 4,"Purley, Somerfield","Purley , Somerfield .",,,,"July 4, 1913"
July 4,"London Pavilion, Piccadilly","London Pavilion , Piccadilly",,,,"July 4, 1913"
July 4,South Kensington,South Kensington,,,,"July 4, 1913"
July 4,Stepney Vestry,"Stepney Vestry , Congregational",,,,"July 4, 1913"
July 4,Harrow Road,Harrow Road,,,,"July 4, 1913"
July 4,Stepney Green Triangle,Stepney Green Triangle .,,,,"July 4, 1913"
July 4,"Woolwich, Beresford Square","Woolwich , Beresford Square",,,,"July 4, 1913"
July 4,"Ilford, Oakfield Road","Ilford , Oakfield Road .",,,,"July 4, 1913"
July 4,"Islington, Lofting Road","Islington , Lofting Road .",,,,"July 4, 1913"
July 4,"Limehouse, Ben Johnson","Limehouse , Ben Johnson",,,,"July 4, 1913"
July 4,"Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff",,,,"July 4, 1913"
