Date,Location,Raw,Speakers,Description,Issue date
NOVEMBER 7,London,"London Society's Reception - Westminster Palace Hotel - Chair , Mrs. Oliver Strachey- Speakers , Mrs. C. A. V. Conybeare , Miss Edith Palliser , Sir Thomas Barclay 3.30 6.15","['Mrs. C. A. V. Conybeare', 'Miss Edith Palliser', 'Sir Thomas Barclay']",,"NOVEMBER 7 , 1913"
NOVEMBER 7,N. Paddington,"N. Paddington - Bosworth Hall Branch of the B.W.T.A. - Speaker , Miss Anna Martin 8.0",,,"NOVEMBER 7 , 1913"
NOVEMBER 7,South Kennington,"South Kennington - Corner of Willcox Road and Road Open - air Lambeth Meeting- Speaker , Mrs. A. Savory 8.0",,,"NOVEMBER 7 , 1913"
NOVEMBER 8,Hampstead,"Hampstead The Betterment Book Room , 40b ,, Rosslyn Hill , N.W. , Poster Parade 2.30",,,"NOVEMBER 7 , 1913"
NOVEMBER 9,Gravesend,"Gravesend I.L.P. Meeting - Speaker , Miss M. Goddard 7.30",,,"NOVEMBER 7 , 1913"
NOVEMBER 9,Hampstead,"Hampstead -Whitestone Pond , Hampstead Heath Speakers , Miss Philippa Fawcett . Miss Hamilton , Miss B. M. Power , Mrs. Ronald Garrett at 8.15","['Miss Philippa Fawcett', 'Miss Hamilton', 'Miss B. M. Power', 'Mrs. Ronald Garrett']",,"NOVEMBER 7 , 1913"
NOVEMBER 10,Clapham,"Clapham Meeting of Literary Society the Presbyterian Hall Altenburg Gardens- Speaker , Miss A. Dawson",,,"NOVEMBER 7 , 1913"
NOVEMBER 10,South London,"South London- "" At Home "" -Trade Union Hall , 30. Brixton Road - Speaker . Miss Emily Hill , P.L.G. , on Women in Municipal Life "" -Chair , Miss E. Palliser",,,"NOVEMBER 7 , 1913"
NOVEMBER 10,Highgate,"Highgate 47 , Clevedon Mansions , Highgate Road Hostess , Miss Alice Zimmern - Chairman , Mrs. Garnett - Speakers , Miss Clementina Black and Miss Elsie M. Zimmern on "" Trained Nurses for our Babies ""","['Miss Clementina Black', 'Miss Elsie M. Zimmern']",,"NOVEMBER 7 , 1913"
NOVEMBER 11,Finchley,"Finchley - Meeting of Women's Municipal Asso- ciation at Granville Hall , Granville Road- Speaker , Mrs. Gimingham , M.A. , on "" The Im- portance of the Municipal Vote """,,,"NOVEMBER 7 , 1913"
NOVEMBER 11,Stepney,"Stepney Young Mothers ' Meeting - at the Mission Hall , Ernest Street , Harford Street- Speaker , Miss M. Hamilton 8.0",,,"NOVEMBER 7 , 1913"
NOVEMBER 11,Ealing,"Ealing Meeting for Women - St . Paul's In- stitute , Northcroft Road - Chairman , E. A. Chambers , Esq . - Speaker , Mrs. Richardson- Humorous Dialogue by the Misses Chick",,,"NOVEMBER 7 , 1913"
NOVEMBER 11,Muswell Hill,"Muswell Hill - Debating Society - Speaker , Miss Helen Ward 8.15",,,"NOVEMBER 7 , 1913"
NOVEMBER 12,North Hackney,"North Hackney - Stoke Newington Women's Adult School - the Friends ' Meeting House , Park Street , Newington - Speaker , Miss J. H. Thomson , M.A.",,,"NOVEMBER 7 , 1913"
NOVEMBER 12,West St. Pancras,"West St. Pancras - Drawing - room Meeting- Hostess , Miss Hallows , 50 , Regent's Park Road- Speaker , Mrs. Hamilton 8.0",,,"NOVEMBER 7 , 1913"
NOVEMBER 12,Marylebone,"Marylebone - I.L.P . Meeting Speaker , Mrs. Garrett Jones . Evening",,,"NOVEMBER 7 , 1913"
NOVEMBER 13,North Kensington,"North Kensington - Drawing - room Meeting for Members - Hostess , Miss Woodward , 5 and 7 , Johnson Street - Speaker , Miss Hibbert Ware , on "" Pioneers of Women's Education "" -Lantern Lecture",,,"NOVEMBER 7 , 1913"
NOVEMBER 13,Paddington,"Paddington - Meeting of Paddington United Branches of the Sons of Temperance - at Con- gregational Church , Harrow Road ( small Hall ) -Speaker , Mrs. Stanbury 4.30 8.45",,,"NOVEMBER 7 , 1913"
NOVEMBER 13,Hampstead,"Hampstead - 26 , Ellerdale Road - Mrs . Thomp- son's Drawing - room Meeting - Speaker , Mrs. Oliver Strachey - Chair , Miss Alice Clarke",,,"NOVEMBER 7 , 1913"
NOVEMBER 14,Balham,"Balham - Drawing - room Meeting - at 170 , Bed- ford Hill - Hostess , Miss Shore - Speaker , Miss Sheepshanks",,,"NOVEMBER 7 , 1913"
NOVEMBER 14,Islington,"Islington - Barnsbury Hall , Upper Street- Suffrage Club - Members ' night - One guest each allowed Club Guest , Miss M. Berry ( Women's Local Government Society ) 8.15 7.30-10.0",,,"NOVEMBER 7 , 1913"
NOVEMBER 7,Edinburgh,"Edinburgh 40 , Shandwick Place- "" At Home "" - Speaker , Miss M. Matters - Subject , "" Whitman and Democracy """,,""" Whitman and Democracy ""","NOVEMBER 7 , 1913"
