Date,Location,Raw,Speakers,Description,Hosts,Issue date
November 16,Chiswick,"Chiswick , Duke's - road . Miss Glidewell",['Miss Glidewell'],,,"November 15 , 1912"
November 16,Holloway - road,"Holloway - road ( outside Jones Bros ) . Mrs. Dacre Fox , Miss Gwynne","['Mrs. Dacre Fox', 'Miss Gwynne']",,,"November 15 , 1912"
November 16,Ilford,"Ilford , Balfour - road . Chair : Miss Haslam",[],,,"November 15 , 1912"
November 16,Palmer's Green,"Palmer's Green , Alderman's - hill . Dr. Letitia Fair- field . Chair : Mr. Victor Pront",['Dr. Letitia Fairfield'],,,"November 15 , 1912"
November 16,Richmond,"Richmond , Heron - court . Miss Jacobs",['Miss Jacobs'],,,"November 15 , 1912"
November 16,Stratford,"Stratford , Maryland Point . Miss Feek",['Miss Feek'],,,"November 15 , 1912"
November 16,Wimbledon - broadway,Wimbledon - broadway . Mrs. Huggett,['Mrs. Huggett'],,,"November 15 , 1912"
November 17,Catford,"Catford , Clarion Club , Brownhill - road . Mrs. Bouvier",['Mrs. Bouvier'],,,"November 15 , 1912"
November 17,Clapham Common,Clapham Common . Miss Winifred Mayo,['Miss Winifred Mayo'],,,"November 15 , 1912"
November 17,Hampstead Heath,"Hampstead Heath , Flagstaff . Miss Joan Dugdale",['Miss Joan Dugdale'],,,"November 15 , 1912"
November 17,Regent's Park,"Regent's Park . Miss P. Rickard , Mrs. Freeman","['Miss P. Rickard', 'Mrs. Freeman']",,,"November 15 , 1912"
November 17,Wimbledon Common,Wimbledon Common . Mrs. Teresa Gough . Chair : Mrs. Lamartine Yates,['Mrs. Teresa Gough'],,,"November 15 , 1912"
November 18,London Pavilion,"London Pavilion , Piccadilly - circus , W. Mrs. Pankhurst , Mr. H. D. Farben , Miss Inez Bensusan","['Mrs. Pankhurst', 'Mr. H. D. Farben', 'Miss Inez Bensusan']",,,"November 15 , 1912"
November 18,Streatham Town Hall,Streatham Town Hall . Mrs. Lamartine Yates . Chair : Miss Ellison,['Mrs. Lamartine Yates'],,,"November 15 , 1912"
November 19,Hammersmith,Hammersmith . The Grove . Miss Kelly,['Miss Kelly'],,,"November 15 , 1912"
November 19,Kilburn,"Kilburn , 310 , High - road . Debate . Mrs. Cameron Swan , Miss Beatrice Harraden","['Mrs. Cameron Swan', 'Miss Beatrice Harraden']",,,"November 15 , 1912"
November 19,Limehouse,"Limehouse , Stainsby - street . Miss Canning",['Miss Canning'],,,"November 15 , 1912"
November 19,Merton,"Merton , The Grove . Mrs. Dacre Fox . Chair : Miss Laughton",['Mrs. Dacre Fox'],,,"November 15 , 1912"
November 20,Finchley,"Finchley , Church - end , Granville Hall , Granville- road . Miss Douglas Smith",['Miss Douglas Smith'],,,"November 15 , 1912"
November 20,Ilford,"Ilford , East Ham ( opposite The Cock ) . Miss Haslam",['Miss Haslam'],,,"November 15 , 1912"
November 20,Limehouse,"Limehouse , Pigott - street . Mrs. Dacre Fox",['Mrs. Dacre Fox'],,,"November 15 , 1912"
November 20,Wimbledon,"Wimbledon , Lecture Hall , Lingfield - road . Rev. F. M. Groen , Miss Rachel Barrett , B.Sc. Chair : Mrs. Lamartine Yates","['Rev. F. M. Groen', 'Miss Rachel Barrett']",,,"November 15 , 1912"
November 21,Highgate,"Highgate , Northlands , Bishop's - wood - road . Mrs. A. J. Webbe . Chair : Miss Prankord , B.Sc.",['Mrs. A. J. Webbe'],,,"November 15 , 1912"
November 21,Kilburn,"Kilburn , 310 , High - road , Rev. C. A. Wills , Mrs. Stoddard","['Rev. C. A. Wills', 'Mrs. Stoddard']",,,"November 15 , 1912"
November 21,Steinway Hall,"Steinway Hall , Lower Portman - square , W. Mrs. Teresa Gough , Mrs. Pankhurst , Mr. Mark Wilks","['Mrs. Teresa Gough', 'Mrs. Pankhurst', 'Mr. Mark Wilks']",,,"November 15 , 1912"
November 22,Balham,"Balham , High - rond , Assembly Rooms . Mrs. Drum- mond , Miss M. Thompson , Miss Amy Winter","['Mrs. Drummond', 'Miss M. Thompson', 'Miss Amy Winter']",,,"November 15 , 1912"
November 22,Golder's Green,"Golder's Green , The Corner House , Woodstock - road . Miss Winifred Mayo . Hostess : Mrs. Her graves",['Miss Winifred Mayo'],,,"November 15 , 1912"
November 22,Seven Sisters - road,"Seven Sisters - road , Thane - villas , N. Miss Bonwick , B.A.",['Miss Bonwick'],,,"November 15 , 1912"
November 15,Ayr,"Ayr , Masonic Hall . Mr. S. D. Shallard . Chair : Miss J. Allan",['Mr. S. D. Shallard'],,,"November 15 , 1912"
November 15,Cambridge,"Cambridge , Peterhouse . Miss G. Brackenbury",['Miss G. Brackenbury'],,,"November 15 , 1912"
November 15,Cambridge,"Cambridge , Craignest , Tenison - road . Miss G. Brackenbury",['Miss G. Brackenbury'],,,"November 15 , 1912"
November 15,Cardiff,"Cardiff , Wyndham's Hotel , Cowbridge - road . Miss E. Davison , B.A.",['Miss E. Davison'],,,"November 15 , 1912"
November 15,Dundee,"Dundes , 14 , New Inn Entry , Mra . Renny",['Mra. Renny'],,,"November 15 , 1912"
November 15,Edinburgh,Edinburgh . Leith . Miss E. Macdonald . Chair : Miss Shaw,['Miss E. Macdonald'],,,"November 15 , 1912"
November 15,Edinburgh,"Edinburgh , Hunter - square . Miss A. Scott , Chair : .. Miss Brown",['Miss A. Scott'],,,"November 15 , 1912"
November 16,Brighton,"Brighton , Seafront . Miss Kelly",['Miss Kelly'],,,"November 15 , 1912"
November 16,Cambridge,"Cambridge , 50 , Jesus - lane . Miss G. Brackenbury",['Miss G. Brackenbury'],,,"November 15 , 1912"
November 16,Cardiff,"Cardiff , corner of Clifton and Elm - streets , Roath .. Miss E. Davison , B.A.",['Miss E. Davison'],,,"November 15 , 1912"
