Date,Location,Raw,Speakers,Description,Hosts,Issue date
FEBRUARY 1,Gateshead - Coate's Tea Room,"Gateshead - Coate's Tea Room - Miss C. M. Gordon , M.A. , Councillor Carr ( chair ) .","['Miss C. M. Gordon', 'Councillor Carr ']",,,"FEBRUARY 1 , 1912"
FEBRUARY 1,"Leamington - Birch's Music Rooms , Parade","Leamington - Birch's Music Rooms , Parade- Franchise Club .",,Franchise Club,,"FEBRUARY 1 , 1912"
FEBRUARY 1,Burton - on - Trent - Friar's Walk Schools,Burton - on - Trent - Friar's Walk Schools - Whist Drive .,,Whist Drive,,"FEBRUARY 1 , 1912"
FEBRUARY 1,"Hull - Lecture Hall , Kingston Square","Hull - Lecture Hall , Kingston Square - Dramatio Performance .",,Dramatio Performance,,"FEBRUARY 1 , 1912"
FEBRUARY 1,Melton Mowbray Gospel Mission Hall,Melton Mowbray Gospel Mission Hall - Mrs . Crosher's Mother's Meeting,['Mrs. Crosher'],,,"FEBRUARY 1 , 1912"
FEBRUARY 1,"Oldham Junior Unionist Association , Phodes Bank","Oldham Junior Unionist Association , Phodes Bank -Miss M. Robertson , B.A.",['Miss M. Robertson'],,,"FEBRUARY 1 , 1912"
FEBRUARY 1,Panghourne - Liberal Club,Panghourne - Liberal Club - Debate at meeting of Men's and Women's Liberal Associa- tions - Mrs . Merivale Mayer .,['Mrs. Merivale Mayer'],,,"FEBRUARY 1 , 1912"
FEBRUARY 1,Melton Mowbray Board Room of Co - operative Society,"Melton Mowbray Board Room of Co - operative Society - Women's Co - operative Guild- Mrs. Renton , Miss I. S. A. Beaver","['Mrs. Renton', 'Miss I. S. A. Beaver']",,,"FEBRUARY 1 , 1912"
FEBRUARY 1,"Birmingham - Medical Mission School for Mothers , Floodgate Street","Birmingham - Medical Mission School for Mothers , Floodgate Street - Mrs . Ring .",['Mrs. Ring'],,,"FEBRUARY 1 , 1912"
FEBRUARY 1,"Soberton Towers , Hants","Soberton Towers , Hants - Drawing - room meeting- Mrs. Heffenden , Miss Norah O'Shea ,","['Mrs. Heffenden', ""Miss Norah O'Shea""]",,,"FEBRUARY 1 , 1912"
