Date,Location,Raw,Speakers,Description,Hosts,Issue date
MARCH 21,Chelmsford - Shire Hall,"Chelmsford - Shire Hall - Mrs . Hatcher's "" At Home "" -Mrs . Alderton , Sir J. Cockburn , K.O. , M.G. - Lady Rayleigh ( chair )","['Mrs. Alderton', 'Sir J. Cockburn', 'K.O.', 'M.G.']",,,"MARCH 21 , 1912"
MARCH 21,Bristol,Bristol - Mrs . Gilmore Barrett's drawing - room meet- ing - Miss Helen Fraser,['Miss Helen Fraser'],,,"MARCH 21 , 1912"
MARCH 21,York - Assembly Rooms,"York - Assembly Rooms - President and Committee "" At Home "" -Miss Margaret Robert- son , B.A.",['Miss Margaret Robertson'],,,"MARCH 21 , 1912"
MARCH 21,Newcastle - on - Tyne - Mayfield,"Newcastle - on - Tyne - Mayfield , Jesmond - Cake and candy sale - Hostess , Miss E. Ericsson ; opener , Mrs. Herbert Shaw",,Cake and candy sale,['Miss E. Ericsson'],"MARCH 21 , 1912"
MARCH 21,Wendover - St. Theresa's,"Wendover "" St. Theresa's "" -Mid - Bucks annual meeting - Miss Helga Gill",['Miss Helga Gill'],,,"MARCH 21 , 1912"
MARCH 21,Leominster,Leominster - Mrs . Neild's drawing - room meeting- Mrs. Renton,['Mrs. Renton'],,,"MARCH 21 , 1912"
MARCH 21,Aldershot,"Aldershot - Mrs . Lloyd's drawing - room meeting- Mrs. R. L. Dempster , Rev. T. Creed","['Mrs. R. L. Dempster', 'Rev. T. Creed']",,,"MARCH 21 , 1912"
MARCH 21,Darlington,Darlington - Mrs . Cruickshanks ' drawing - room meet- ing - Miss Lucas,['Miss Lucas'],,,"MARCH 21 , 1912"
MARCH 21,"Newcastle - on - Tyne - Armstrong's Walter Works , Street","Newcastle - on - Tyne - Armstrong's Walter Works , Street - Miss Bury , Miss Beaver","['Miss Bury', 'Miss Beaver']",,,"MARCH 21 , 1912"
MARCH 21,Newcastle - on - Tyne - Bigg Market,"Newcastle - on - Tyne - Bigg Market - Miss Bury , Miss Beaver","['Miss Bury', 'Miss Beaver']",,,"MARCH 21 , 1912"
MARCH 22,Altrincham - Public Hall,"Altrincham - Public Hall - Prof . de Sumichrast , Mrs. Graham Nairne ( C.U.W.F.A. ) , J. Side- bottom , Esq . , M.B. , J.P. ( ohair )","['Prof. de Sumichrast', 'Mrs. Graham Nairne', 'J. Sidebottom']",,,"MARCH 21 , 1912"
MARCH 22,Colwyn Bay Pier Pavilion,Colwyn Bay Pier Pavilion - Mrs . Philip Snowden,['Mrs. Philip Snowden'],,,"MARCH 21 , 1912"
MARCH 22,Scarborough - St. Nicholas Boarding House,"Scarborough St. Nicholas Boarding House - Miss Margaret Robertson , B.A.",['Miss Margaret Robertson'],,,"MARCH 21 , 1912"
MARCH 22,Wednesbury - Clock Tower,"Wednesbury - Clock Tower - Open - air meeting - Miss Morrison , Mrs. Cashmore","['Miss Morrison', 'Mrs. Cashmore']",,,"MARCH 21 , 1912"
MARCH 22,Wednesbury - High Bullen,"Wednesbury - High Bullen - Open - air meeting - Miss Morrison , Mrs. Cashmore","['Miss Morrison', 'Mrs. Cashmore']",,,"MARCH 21 , 1912"
MARCH 22,Limpsfield Hoskyne ' Assembly,Limpsfield Hoskyne ' Assembly,[],,,"MARCH 21 , 1912"
MARCH 23,"Cheltenham- "" Lowmandale , "" Leckhampton Road","Cheltenham- "" Lowmandale , "" Leckhampton Road- drawing - room meeting - Mrs . Swiney , Mrs. Blakeney","['Mrs. Swiney', 'Mrs. Blakeney']",,,"MARCH 21 , 1912"
MARCH 23,Wednesbury - Corner of Revall Street,"Wednesbury - Corner of Revall Street - Open - air meeting - Miss Morrison , Mrs. Cash- more","['Miss Morrison', 'Mrs. Cashmore']",,,"MARCH 21 , 1912"
MARCH 23,Wednesbury - High Bullen,"Wednesbury - High Bullen - Open - air meeting - Miss Morrison , Mrs. Cashmore","['Miss Morrison', 'Mrs. Cashmore']",,,"MARCH 21 , 1912"
MARCH 23,Darlaston - Bull Stake,"Darlaston - Bull Stake - Miss Morrison , Mrs. Cash- more","['Miss Morrison', 'Mrs. Cashmore']",,,"MARCH 21 , 1912"
MARCH 23,Streatham,Streatham Mrs. Barlow's and Mrs. Alvey's draw- ing - room meeting - Miss A. Miller,['Miss A. Miller'],,,"MARCH 21 , 1912"
MARCH 25,Pelton Fell - Institute,"Pelton Fell - Institute - Miss C. M. Gordon , Miss M. Weddell","['Miss C. M. Gordon', 'Miss M. Weddell']",,,"MARCH 21 , 1912"
MARCH 25,Letchworth - Howard Hall,Letchworth - Howard Hall - Annual meeting,,Annual meeting,,"MARCH 21 , 1912"
MARCH 25,Ecoles - Monton St. Andrew's School,"Ecoles - Monton St. Andrew's School "" Sandle- bridge Homes for the Feeble - minded -Mrs . Norbury",['Mrs. Norbury'],,,"MARCH 21 , 1912"
MARCH 25,"Stevenage - The Chestnuts, Basils Road","Stevenage The Chestnuts , Basils Road- "" W.S . from the Man's Standpoint "" -Rev . J. D. Jones",['Rev. J. D. Jones'],,,"MARCH 21 , 1912"
MARCH 25,Newcastle - on - Tyne - Town Hall,"Newcastle - on - Tyne - Town Hall - Lord Robert Cecil , G. E. Markham , Esq . , Viscountess Castlereagh ( chair )","['Lord Robert Cecil', 'G. E. Markham', 'Viscountess Castlereagh']",,,"MARCH 21 , 1912"
MARCH 25,"Nottingham - 54, Long Row","Nottingham - 54 , Long Row- "" At Home "" - "" Woman , past and future "" -Miss Aird",['Miss Aird'],,,"MARCH 21 , 1912"
MARCH 25,Wednesbury Town Hall,"Wednesbury Town Hall - Miss Muriel Matters , J. Cameron Grant , Esq .","['Miss Muriel Matters', 'J. Cameron Grant']",,,"MARCH 21 , 1912"
MARCH 25,Newcastle - on - Tyne - Cowan's Monument,"Newcastle - on - Tyne - Cowan's Monument - Miss Fen- wick , Miss Bury","['Miss Fenwick', 'Miss Bury']",,,"MARCH 21 , 1912"
MARCH 26,"Newcastle - on - Tyne - Torchlight procession starting from 27, Ridley Place","Newcastle - on - Tyne - Torchlight procession starting from 27 , Ridley Place",,Torchlight procession,,"MARCH 21 , 1912"
MARCH 26,"Manchester - Cobden Hall, Great Clowes Street, Broughton","Manchester - Cobden Hall , Great Clowes Street , Broughton - Miss A. Maude Royden , Miss M. Tomlinson , Esq . ( chair )","['Miss A. Maude Royden', 'Miss M. Tomlinson']",,,"MARCH 21 , 1912"
MARCH 26,York,York - Mrs . Holmes ' drawing - room meeting,,,['Mrs. Holmes'],"MARCH 21 , 1912"
MARCH 26,"Newcastle - on - Tyne - 27, Ridley Place","Newcastle - on - Tyne - 27 , Ridley Place Suffrage choir practice , conducted by Mrs. Bellas Simpson",,Suffrage choir practice,,"MARCH 21 , 1912"
MARCH 26,Birmingham Queen's College,Birmingham Queen's College - Members ' meeting- Mrs. Osler,['Mrs. Osler'],,,"MARCH 21 , 1912"
