Date,Location,Raw,Speakers,Hosts,Description,Issue date
MAY 23,Exeter - Barnfield Hall,Exeter - Provincial Council Meeting - Barnfield Hall-,"['Lady Courtney of Penwith', 'Miss A. Maude Royden', 'Miss Margaret Robertson - Chair', 'Sir R. Newman, Bart . ']",,,"MAY 23 , 1913"
MAY 23,"York Dilston House , Hull Road","York Dilston House , Hull Road - Hostess , Mrs. Mennell - Speaker , Mrs. Meyer",,,,"MAY 23 , 1913"
MAY 23,"Grimsby - Council Chamber , Town Hall","Grimsby - Council Chamber , Town Hall Speaker , Mrs. Swannick , M.A. - Chair , Rev. H. Surgey",,,,"MAY 23 , 1913"
MAY 23,St. Alban's Miss Lee's Drawing - room,"St. Alban's Miss Lee's Drawing - room Meeting- Speaker , Mrs. Rackham",,,,"MAY 23 , 1913"
MAY 23,Harpenden,"Harpenden - Public Meeting Speakers , Rackham , Mr. L. Housman",,,,"MAY 23 , 1913"
MAY 23,Gateshead - Railway Works,"Gateshead - Open - air Meeting - Railway Works- Speaker , Miss Sheard",,,,"MAY 23 , 1913"
MAY 23,Ryhope - I.L.P . School- Medway Street,"Ryhope - I.L.P . School- Medway Street Council Meeting Speakers , Miss Agnes Dawson ( Presi- dent Teachers ' Franchise Union ) , Mrs. Cowmeadow - Chair , Mrs. Pochin ( Education Committee )",,,,"MAY 23 , 1913"
MAY 24,Exeter,"Exeter Meeting , S.W. Federation",,,,"MAY 23 , 1913"
MAY 24,Seaham Seaham Colliery,"Seaham Seaham Colliery - Outdoor Meeting - Speaker , Miss Pressly Smith",,,,"MAY 23 , 1913"
MAY 24,Seaham Harbour,Seaham Harbour Outdoor Meeting Miss Pressly Smith,,,,"MAY 23 , 1913"
MAY 26,Tonbridge Public Hall,"Tonbridge Public Hall - Speaker , Rev. Hugh Chapman - Chair , Mrs. Abbott",,,,"MAY 23 , 1913"
MAY 26,Wednesbury Y.M.C.A. Rooms,"Wednesbury Y.M.C.A. Rooms- "" At Home "" - Speaker , Miss Noel Wright",,,,"MAY 23 , 1913"
MAY 26,"Manchester - Hulme Temperance Hall , Hulme","Manchester - Hulme Suffrage Club , York Street Temperance Hall , Hulme",,,,"MAY 23 , 1913"
MAY 26,"Manchester - Didsbury Co - opera- tive Room , Wilmslow Road , Dids- bury","Didsbury Suffrage Club - Co - opera- tive Room , Wilmslow Road , Dids- bury Speaker , Councillor Mar- garet Ashton - Chair , Miss Lucy Cox",,,,"MAY 23 , 1913"
MAY 26,"Croydon - 34 , The Arcade , High Street","Croydon - 34 , The Arcade , High Street - Speaker . Mrs. Knight",,,,"MAY 23 , 1913"
MAY 26,Sidcup - Westburton Iron Room,"Sidcup - Westburton Iron Room - Speakers , Mrs. Rackham ( P.L.G. ) , Miss Griffith Moncrieff - Jones - Chair , Lady Scott",,,,"MAY 23 , 1913"
MAY 26,Rugby House,Rugby House - Miss Abadam,,,,"MAY 23 , 1913"
MAY 27,"York The Vicarage , Easingwold","York The Vicarage , Easingwold - Garden Meet- ing - Speaker , Mrs. Meyer",,,,"MAY 23 , 1913"
MAY 27,York - The Schoolroom - Crayke,"The Schoolroom - Crayke - Speaker , Mrs. Meyer",,,,"MAY 23 , 1913"
MAY 27,"Sutton Coldfield - Residence of Miss Parkes , Lichfield Road , Sutton Coldfield","Sutton Coldfield - Meeting at the Residence of Miss Parkes , Lichfield Road , Sutton Coldfield Speaker , Miss Abadam",,,,"MAY 23 , 1913"
MAY 27,"Bristol- 4 , Sion Hill , Clifton","Bristol- "" Give and Take Tea "" -Mrs . Hale , 4 , Sion Hill , Clifton",,,,"MAY 23 , 1913"
MAY 27,"Chester Holborn Restaurant , Foregate Street","Chester Holborn Restaurant , Foregate Street- Speaker , Miss C. Leadley Brown on "" The Suffrage Pilgrimage """,,,,"MAY 23 , 1913"
