Date,Location,Raw,Speakers,Description,Hosts,Issue date
July 18,"N. Kensington, Free Library, Ladbroke Grove","N. Kensington, Free Library, Ladbroke Grove . Miss G. Richard ,. Chair : Miss D. Coombs","['Miss G. Richard', 'Miss D. Coombs (Chair)']",,,"July 18 , 1913"
July 18,"N. Kensington, Bramley Arms, Latimer Road","N. Kensington , Bramley Arms , Latimer Road . Miss A , Jacobs ..","['Miss A , Jacobs']",,,"July 18 , 1913"
July 18,Sloane Square,Sloane Square . Mrs. Temple Bird,['Mrs. Temple Bird'],,,"July 18 , 1913"
July 18,Tooting Broadway,Tooting Broadway . Miss Green ...,['Miss Green'],,,"July 18 , 1913"
July 18,"Upper Holloway, corner Pemberton Gardens","Upper Holloway , corner Pemberton Gardens ...",,corner Pemberton Gardens,,"July 18 , 1913"
July 18,"Baltersen, Mossbury Road","Baltersen , Mossbury Road . M.P.U.",,M.P.U.,,"July 18 , 1913"
July 18,"Eethnal Green Road, Puck Lane","Eethnal Green Road , Puck Lane . M.F.W.S. Mr. Billing- hurst , Mr. E. Futvoye ...","['Mr. Billinghurst', 'Mr. E. Futvoye']",,,"July 18 , 1913"
July 18,"Bow, Libra Hall, Liben Road","Bow , Libra Hall , Liben Road . Dr. Helen Gordon Clark ...",['Dr. Helen Gordon Clark'],,,"July 18 , 1913"
July 18,"Chiswick, Duke's Road","Chiswick , Duke's Road . Miss Medwin ,",['Miss Medwin'],,,"July 18 , 1913"
July 18,"Dulwich, near Public Library","Dulwich , near Public Library . M.P.U. Mr. C. Gray , and others","['Mr. C. Gray', 'others']",,,"July 18 , 1913"
July 18,"Limehouse, Pigott Street, Commercial Road","Limehouse , Pigott Street , Commercial Road . M.F.W.S. Dr. Limehouse , Macpherson , Mr. A. Ward","['Dr. Macpherson', 'Mr. A. Ward']",,,"July 18 , 1913"
July 18,"Whitechapel, Philpot Street, Commercial Road","Whitechapel , Philpot Street , Commercial Road . M.F.W.S. Mr. H. Macpherson ...",['Mr. H. Macpherson'],,,"July 18 , 1913"
July 18,"Croydon, Katherine Street","Croydon , Katherine Street . Mrs. Fahey , Miss Hardy","['Mrs. Fahey', 'Miss Hardy']",,,"July 18 , 1913"
July 19,"Battersea, Strath Terrace","Battersea , Strath Terrace . Mrs. Ward Brown",['Mrs. Ward Brown'],,,"July 18 , 1913"
July 19,Bow,"Bow , 19 , Ford Road . Miss Emerson ...",['Miss Emerson'],,,"July 18 , 1913"
July 19,Hampstead,"Hampstead , 42 , Parkhill Road . Welcome to Mrs. John Brindley . Hostess : Mrs. Thomson",,Welcome to Mrs. John Brindley.,['Mrs. Thomson'],"July 18 , 1913"
July 19,"West Ham, Stratford Broadway","West Ham , Stratford Broadway . Miss Randell , Chair : Miss Harbott","['Miss Randell', 'Miss Harbott (Chair)']",,,"July 18 , 1913"
July 19,"Westminster, Greycoat Place","Westminster , Greycoat Place . Mrs. Penn Gaskell . Ch .: Miss Haig","['Mrs. Penn Gaskell', 'Miss Haig (Chair)']",,,"July 18 , 1913"
July 19,Whitechapel Church,"Whitechapel Church . M.F.W.S. Mr. A. Bick , Mr. J. Creagh","['Mr. A. Bick', 'Mr. J. Creagh']",,,"July 18 , 1913"
July 19,Holloway Road,"Holloway Road , outside Jones Bros. Miss Gwen Richard",['Miss Gwen Richard'],outside Jones Bros.,,"July 18 , 1913"
July 19,Ilford,"Ilford , outside Town Hall . Mrs. Ball , Miss Wingrove","['Mrs. Ball', 'Miss Wingrove']",outside Town Hall,,"July 18 , 1913"
July 19,"Mile End Road, Canal Bridge","Mile End Road , Canal Bridge . M.F.W.S. Mr. W. Cul en , Mr. F. Wilson Temple , Mr. W. Vernon Young","['Mr. W. Cul en', 'Mr. F. Wilson Temple', 'Mr. W. Vernon Young']",,,"July 18 , 1913"
July 19,Mile End Waste,"Mile End Waste . M..W.S . Mr. J. Creaghan , Mr. A. Keys , Rev. C. A. Wills","['Mr. J. Creaghan', 'Mr. A. Keys', 'Rev. C. A. Wills']",,,"July 18 , 1913"
July 19,"Muswell Hill, Queen's Avenue","Muswell Hill , Queen's Avenue . Miss Bonwick , B.A. Chair : Miss Pepper","['Miss Bonwick', 'Miss Pepper (Chair)']",,,"July 18 , 1913"
July 19,"Palmers Green, Alderman's Hill","Palmers Green , Alderman's Hill , Miss Richmond . Chair : Miss H. Gargett","['Miss Richmond', 'Miss H. Gargett (Chair)']",,,"July 18 , 1913"
July 19,Streatham,"Streatham , 19. Aldrington Road , Garden Meeting . Miss Winter . Chair : Mrs. Tyson","['Miss Winter', 'Mrs. Tyson (Chair)']",Garden Meeting,,"July 18 , 1913"
July 19,"Wandsworth, Council House","Wandsworth , Council House . Miss Rickards . Chair : Mrs. Chapman","['Miss Rickards', 'Mrs. Chapman (Chair)']",,,"July 18 , 1913"
July 19,"West Ham, Forest Gate Station","West Ham , Forest Gate Station . Miss Coombs , Miss Brice","['Miss Coombs', 'Miss Brice']",,,"July 18 , 1913"
July 19,"Whitechapel, Philpot Street, Commercial Road","Whitechapel , Philpot Street . Commercial Road . M.F.W.S. Mr. H. Hemingway , Mr. H. Macpherson","['Mr. H. Hemingway', 'Mr. H. Macpherson']",,,"July 18 , 1913"
July 19,Wimbledon Broadway,Wimbledon Broadway . Miss Gilliatt . Chair : Mrs. Beatty,"['Miss Gilliatt', 'Mrs. Beatty (Chair)']",,,"July 18 , 1913"
July 20,Battersea Park,"Battersea Park . Mrs. Rateman , Mrs. Mason ...","['Mrs. Rateman', 'Mrs. Mason']",,,"July 18 , 1913"
July 20,"Bethnal Green Road, Club Row","Bethnal Green Road , Club Row . M..W.S . Mr. G. Dean , Mr. J. Quin","['Mr. G. Dean', 'Mr. J. Quin']",,,"July 18 , 1913"
July 20,Clapham Common,Clapham Common . Miss Margaret Wright ....,['Miss Margaret Wright'],,,"July 18 , 1913"
July 20,Ealing Common,"Ealing Common ... Mrs. Penn Gaskell . Chair : Mr. Fred Arney , M.A.","['Mrs. Penn Gaskell', 'Mr. Fred Arney (Chair)']",,,"July 18 , 1913"
July 20,"East India Dock Road, Pigott Street","East India Dock Road , Pigott Street . M. F.W.S. Mr. J. Eldridge , Mr. J. Quin ...","['Mr. J. Eldridge', 'Mr. J. Quin']",,,"July 18 , 1913"
July 20,Hackney Wick,Hackney Wick . Miss Billing,['Miss Billing'],,,"July 18 , 1913"
July 20,Lewisham Market Place,Lewisham Market Place . Miss Bisa Myers,['Miss Bisa Myers'],,,"July 18 , 1913"
July 20,"Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff . Miss A. Gilliatt",['Miss A. Gilliatt'],,,"July 18 , 1913"
July 20,Hyde Park,"Hyde Park , W.",,W.,,"July 18 , 1913"
July 20,Mile End Waste,"Mile End Waste . M.F.W.S. Mr. G. Dean , Mr. E. Kingsland ...","['Mr. G. Dean', 'Mr. E. Kingsland']",,,"July 18 , 1913"
July 20,Regent's Park,"Regent's Park . M.P.U. Mrs. Hughes , M. Letelier .","['Mrs. Hughes', 'M. Letelier']",,,"July 18 , 1913"
July 20,Streatham Common,"Streatham Common . Miss Hicks , M.A.",['Miss Hicks'],,,"July 18 , 1913"
July 20,Wimbledon Common,Wimbledon Common . M's . Lamartine Yates,"[""M's . Lamartine Yates""]",,,"July 18 , 1913"
July 21,"Be hnal Green Road, Cambridge Road","Be hnal Green Road , Cambridge Road ( Salmon and Ball ) . M F.W.S. Mr. Clarke , Mr. W. Cullen . Me . H. Lynch","['Mr. Clarke', 'Mr. W. Cullen', 'Me . H. Lynch']",( Salmon and Ball ),,"July 18 , 1913"
July 21,"Bow, Out and Out Mission Hall, Tredegar Road","Bow . Out and Out Mission Hall , Tredegar Ro : d . Speakers ' Class . Miss Rusa eo",['Miss Rusa eo'],Speakers ' Class,,"July 18 , 1913"
July 21,Bow,"Fow , 21. Ford Road ....",[],,,"July 18 , 1913"
