Date,Location,Raw,Speakers,Description,Issue date
APRIL 18,"London. Bow Bromley Hall, Bow Road","Bow Bromley Hall, Bow Road - Speaker, Mrs. Paul Campbell",['Mrs. Paul Campbell'],,"APRIL 17 , 1914"
APRIL 18,London. Finchley Brent Garden Village,Finchley Brent Garden Village - Debate,,Debate,"APRIL 17 , 1914"
APRIL 19,London. Hyde Park,"Hyde Park - Near the Reformers' Tree- Meeting Speakers, Miss M. Fielden, Mr. J. G. Kennedy","['Miss M. Fielden', 'Mr. J. G. Kennedy']",,"APRIL 17 , 1914"
APRIL 20,"London. Deptford Christ Church, Reginald Road","Deptford Christ Church, Reginald Road- Women's Meeting - Speaker, Miss Hay Cooper",['Miss Hay Cooper'],,"APRIL 17 , 1914"
APRIL 20,"London. Whitechapel - Hanbury Hall, Hanbury Street","Whitechapel - Hanbury Hall, Hanbury Street- Speaker, Mrs. Paul Campbell - Chair, Father Murphy",['Mrs. Paul Campbell'],,"APRIL 17 , 1914"
APRIL 22,London. Muswell Hill - The Athenæum,"Muswell Hill - The Athenæum - Annual Meeting -Speakers, Miss A. Maude Royden, Mr. H. T. Cawley, M.P., the Rev. Ardan Hancock, B.A.- Chair, Mr. G. A. Tyler - Preceded by a Reception - Hostess, the Hon. Mrs. Spencer Graves","['Miss A. Maude Royden', 'Mr. H. T. Cawley', 'the Rev. Ardan Hancock', 'B.A.']",,"APRIL 17 , 1914"
APRIL 23,"London. Central and South Hackney - St. Matthew's Parish Hall, Upper Clapton","Central and South Hackney - St. Matthew's Parish Hall, Upper Clapton - Speakers, Miss A. Maude Royden, the Rev. A. E. W. Simms- Chair, the Rev. F. E Marsh - Admission by Ticket Collection","['Miss A. Maude Royden', 'the Rev. A. E. W. Simms']",,"APRIL 17 , 1914"
APRIL 23,"London. Finchley - 29, Vernon Terrace, Long Lane","Finchley - 29, Vernon Terrace, Long Lane- Drawing-room Meeting - Hostess, Mrs. Boggon- Speaker, Mrs. Stanbury",['Mrs. Stanbury'],,"APRIL 17 , 1914"
APRIL 23,"London. Islington - Cattle Market, North Road","Islington - Cattle Market, North Road - Open-air Meeting - Speaker, Miss Philippa Fawcett",['Miss Philippa Fawcett'],,"APRIL 17 , 1914"
APRIL 23,"London. Kennington - 22, Lansdowne Gardens","Kennington - 22, Lansdowne Gardens - Drawing-room Meeting - Hostess, Mrs. R. J. Back - Mrs. Rawlings on ""Answers to some Anti-Suffrage Arguments"" -Chair, Miss Hoblyn",['Mrs. Rawlings'],,"APRIL 17 , 1914"
