Date,Location,Raw,Speakers,Description,Hosts,Issue date
MAR. 28,"Lincoln's Inn House, Kingsway","Lincoln's Inn House, Kingsway . Speakers' Class . Miss Rosa Leo",['Miss Rosa Leo'],,,"March 28, 1913"
MAR. 28,"North Kensington, Junction of Blenheim-crescent and Portobello-road","North Kensington , Junction of Blenheim - crescent and Portobello- road . Miss Hicks , M.A. Chair : Miss D. Coombs","['Miss Hicks, M.A.']",,,"March 28, 1913"
MAR. 28,"Shepherd's Bush, near Tube Station","Shepherd's Bush , near Tube Station . M.P.U. Mr. A. Billing- hurst , Miss Haslam","['Mr. A. Billinghurst', 'Miss Haslam']",,,"March 28, 1913"
MAR. 29,"Battersea, Mossbury-road","Battersea , Mossbury - road . Miss Gilliatt ..",['Miss Gilliatt'],,,"March 28, 1913"
MAR. 29,"Ilford, Balfour-road","Ilford , Balfour - road . Mrs. Bouvier ..",['Mrs. Bouvier'],,,"March 28, 1913"
MAR. 29,"West Ham, Forest Gate Station","West Ham , Forest Gate Station . Miss Hopkins . Chair : Miss Friedlaender",['Miss Hopkins'],,,"March 28, 1913"
MAR. 30,"Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff . Miss M. Wright , Miss G. Batson","['Miss M. Wright', 'Miss G. Batson']",,,"March 28, 1913"
MAR. 30,"Regent's Park, N.W.","Regent's Park , N.W. M.P.U. Mr. R. Pott , Miss Wickham","['Mr. R. Pott', 'Miss Wickham']",,,"March 28, 1913"
MAR. 30,Victoria Park,"Victoria Park , M.F.W.S. Dr. A. D. Macpherson , Mr. W. A , Willox","['Dr. A. D. Macpherson', 'Mr. W. A. Willox']",,,"March 28, 1913"
MAR. 31,"Bow, Tredegar-road, Out-and-Out Mission Hall","Bow , Tredegar - road , Out - and - Out Mission Hall . Speakers ' Class . 7.45 p.m. Miss Rosa Leo",['Miss Rosa Leo'],,,"March 28, 1913"
MAR. 31,"London Pavilion, Piccadilly-circus, W.","London Pavilion , Piccadilly - circus , W. Mrs. Pankhurst , Miss Barbara Wylie","['Mrs. Pankhurst', 'Miss Barbara Wylie']",,,"March 28, 1913"
MAR. 31,"Walthamstow, Marsh-street","Walthamstow , Marsh - street . Literary and Debating Society , Dr. A. Macpherson ..",['Dr. A. Macpherson'],,,"March 28, 1913"
MAR. 31,"Stepney, Mile End Waste","Stepney , Mile End Waste . Miss Bonwick , B.A. Chair : Miss Newstead","['Miss Bonwick, B.A.']",,,"March 28, 1913"
MAR. 31,"Westminster, Greycoat-place","Westminster , Greycoat - place ..",[],,,"March 28, 1913"
MAR. 31,"Kensington, High-street, King-street","Kensington , High - street , King - street . M.F.W.S. , Mr. F. D. Fox , Mr. H B. Macpherson , Mr. G. Pamment","['Mr. F. D. Fox', 'Mr. H. B. Macpherson', 'Mr. G. Pamment']",,,"March 28, 1913"
MAR. 31,"Walthamstow, Hoe-street Station","Walthamstow , Hoe - street Station . Miss Haslam . Chair : Mrs. Gladman",['Miss Haslam'],,,"March 28, 1913"
APR. 1,"Clapham, Morris Hall, North-street, Old Town","Clapham , Morris Hall , North - street , Old Town . Women's Meeting .",,Women's Meeting,,"March 28, 1913"
APR. 1,"Stepney, Mile End Waste","Stepney , Mile End Waste . Miss M. Harvey",['Miss M. Harvey'],,,"March 28, 1913"
APR. 1,"West Ham, Stratford-broadway","West Ham , Stratford - broadway . Chair : Miss Brico",[],,,"March 28, 1913"
APR. 2,"Ilford, East Ham, Myrtle-place","Ilford , East Ham , Myrtle - place . Miss Haslam",['Miss Haslam'],,,"March 28, 1913"
APR. 2,"Westminster, Tachbrook-street","Westminster , Tachbrook - street . Miss Rogers . Chair : Miss Haarbleicher",['Miss Rogers'],,,"March 28, 1913"
