Date,Location,Raw,Speakers,Description,Issue date
JANUARY 16,London. Tower Hill,"Tower Hill - Open - air Meeting - Speakers , Mrs. Rackham and Miss Goddard - Chair , Miss Bagenal 12.15","['Mrs. Rackham', 'Miss Goddard']",,"JANUARY 16 , 1914"
JANUARY 17,"Croydon Adult School Hall, Park Lane","Croydon Adult School Hall , Park Lane- Children's Party - Fairy Play and Christmas Tree 3.0-6.30",,Children's Party - Fairy Play and Christmas Tree,"JANUARY 16 , 1914"
JANUARY 21,London. Tower Hill,"Tower Hill - Open - air Meeting - Speaker , Miss Hamilton - Chair , Miss Bagenal 12.15",['Miss Hamilton'],,"JANUARY 16 , 1914"
JANUARY 22,"Ealing and Acton - Memorial Hall, West Ealing","Ealing and Acton - Memorial Hall , West Ealing -Social Meeting - Speaker , Miss Chick - Chair , Miss Harston 3.0-6.0",['Miss Chick'],,"JANUARY 16 , 1914"
JANUARY 22,Erith Public Library,"Erith Public Library - Meeting of the Inde- pendent Labour Party - Chair , Mr. J. Watts",,Meeting of the Independent Labour Party,"JANUARY 16 , 1914"
JANUARY 22,"Highgate 3, Holly Terrace","Highgate 3 , Holly Terrace - Speakers ' Class- Leader , Miss Clementina Black Subject : "" Position of Women in the Home with regard to Suffrage "" -Highgate members cordially invited",['Miss Clementina Black'],,"JANUARY 16 , 1914"
JANUARY 22,"Mile End - 41, Mile End Road","Mile End - 41 , Mile End Road - Joint Meeting of Women's and Men's Liberal Association and Young Liberals - Speaker , Miss Helen Ward",['Miss Helen Ward'],,"JANUARY 16 , 1914"
JANUARY 22,"South St. Pancras - 131, Bedford Square","South St. Pancras - 131 , Bedford Square- Members ' Meeting - Hostess , Mrs. Ricardo- Speaker , Miss Rinder - Chair , Miss Paul",['Miss Rinder'],,"JANUARY 16 , 1914"
JANUARY 23,"Hampstead - 1, Belsize Gardens","Hampstead - 1 , Belsize Gardens - Drawing - room Meeting - Speaker , Mrs. Oliver Strachey - Chair , Mrs. Ronald Garrett",['Mrs. Oliver Strachey'],,"JANUARY 16 , 1914"
JANUARY 16,"Bournemouth - Princes Hall, Grand Hotel","Bournemouth - Princes Hall , Grand Hotel- Public Meeting + Speaker , Mr. Cameron Grant- Chair , the Rev. E. T. Kennedy",['Mr. Cameron Grant'],,"JANUARY 16 , 1914"
JANUARY 16,Broadway National Schoolroom,"Broadway National Schoolroom - Miss Blanche Smyth Pigott ( C.W.S.S. ) , Miss Helen Fraser ( N.U.S.S. ) , Rev. H. Highley ( C.L.W.S . ) — Chair , Dr. Withers ( N.U.S.S. )","['Miss Blanche Smyth Pigott', 'Miss Helen Fraser', 'Rev. H. Highley']",,"JANUARY 16 , 1914"
JANUARY 16,"Eastbourne Club Rooms, 134, Terminus Road","Eastbourne Club Rooms , 134 , Terminus Road -Miss Irene Cox on "" Women in Industry """,['Miss Irene Cox'],,"JANUARY 16 , 1914"
JANUARY 16,Felixstowe Hamilton Hall,"Felixstowe Hamilton Hall - Miss E. Place on "" The Employment of Children "" -Chair , Mr. D. J. Cowles , J.P.",['Miss E. Place'],,"JANUARY 16 , 1914"
JANUARY 16,Neath - Mikado Café,"Neath - Mikado Café - Speaker , Miss B. Foxley , M.A.",['Miss B. Foxley'],,"JANUARY 16 , 1914"
JANUARY 16,"Southsea - The Suffrage Rooms - 2, Kent Road","Southsea - The Suffrage Rooms - 2 , Kent Road -Subject : "" The Little Commonwealth "" . Speaker , Mr. George Montagu",['Mr. George Montagu'],,"JANUARY 16 , 1914"
JANUARY 17,Swansea - Young Women's Christian Association,"Swansea - Young Women's Christian Associa- tion - Members ' Meeting - Speaker , Mrs. H. Hicks , B.A.",['Mrs. H. Hicks'],,"JANUARY 16 , 1914"
JANUARY 17,Tonbridge,"Tonbridge -- Speakers ' Practice - Hostess , Miss",,,"JANUARY 16 , 1914"
JANUARY 18,"Cardiff Metropole Buildings, Jewish Society","Cardiff Metropole Buildings , Jewish Society -Speaker , Miss Helen Fraser",['Miss Helen Fraser'],,"JANUARY 16 , 1914"
JANUARY 18,"Swansea - I.L.P. Rooms, National Labourers' Union","Swansea - I.L.P . Rooms , National Labourers ' Union Speaker , Mrs. H. Hicks , B.A.",['Mrs. H. Hicks'],,"JANUARY 16 , 1914"
JANUARY 18,Swansea - Working Men's Club Association - Society of Local Engineers and Firemen,"Swansea - Working Men's Club Association - Society of Local Engineers and Firemen - Speaker , Mrs. H. Hicks , B.A.",['Mrs. H. Hicks'],,"JANUARY 16 , 1914"
JANUARY 19,"Barnstaple - Y.M.C.A. Rooms, High Street","Barnstaple - Y.M.C.A . Rooms , High Street- Speaker , Miss Walford 3.0
Drawing - room Meeting - Speaker , Miss Ruth Giles 3.0","['Miss Walford', 'Miss Ruth Giles']",,"JANUARY 16 , 1914"
JANUARY 19,Cardiff - Ebenezer Welsh Chapel,"Cardiff - Ebenezer Welsh Chapel - Literary and Debating Society , on "" Women and Social Reform "" -Speaker , Miss Helen Fraser
Clifton Street Church - Mothers ' Speaker , Miss Helen Fraser",['Miss Helen Fraser'],,"JANUARY 16 , 1914"
JANUARY 19,Haywards Heath - Twineham School,"Haywards Heath - Twineham School Speakers , Miss Chute Ellis and Miss Wright - Chair , The Rev. E. Cresswell Gee","['Miss Chute Ellis', 'Miss Wright']",,"JANUARY 16 , 1914"
JANUARY 19,"Hulme Suffrage Club, York Street - Meeting Lecture Hall, Presbyterian Church, Singleton Road, Kersal","Hulme Suffrage Club , York Street - Meeting Lecture Hall , Presbyterian Church , Singleton Road , Kersal Debate Speakers , Miss C. Leadley Brown , N.U.W.S.S. , and Miss Moir , N.L.O.W.S","['Miss C. Leadley Brown', 'Miss Moir']",,"JANUARY 16 , 1914"
