Date,Location,Raw,Speakers,Description,Issue date
March 13,"Acton, Horn Lane","Acton , Horn Lane . Mrs. Bouvier ... 8.p.m.",['Mrs. Bouvier'],,"March 13 , 1914"
March 13,"Chelsea, 308, King's Road","Chelsea , 308 , King's Road . Speakers ' Class . Miss Ada Moore ... 6 p.m.",['Miss Ada Moore'],,"March 13 , 1914"
March 13,"Fulham, Munster Road","Fulham , Munster Road . Miss Jacobs ... 8.30 p.m.",['Miss Jacobs'],,"March 13 , 1914"
March 13,"Hersham, St. Peter's Church House","Hersham , St. Peter's Church House . Miss Leonora Tyson ... 8 p.m.",['Miss Leonora Tyson'],,"March 13 , 1914"
March 13,"Kentish Town, Modbury Street","Kentish Town , Modbury Street . Miss M. Rogers , Miss M. Simpson ... 8 p.m.","['Miss M. Rogers', 'Miss M. Simpson']",,"March 13 , 1914"
March 13,"Lewisham, Priory Rooms","Lewisham , Priory Rooms . Monthly At Home . Miss M. Hill , B.Sc. Chair : Miss Christine Campbell ... 7.45 p.m.","['Miss M. Hill, B.Sc.']",,"March 13 , 1914"
March 13,"Lincoln's Inn House, Kingsway","Lincoln's Inn House , Kingsway . Speakers ' Class . Miss Rosa Leo ... 8 p.m.",['Miss Rosa Leo'],,"March 13 , 1914"
March 13,"North Kensington, Blenheim Crescent and Portobello Road","North Kensington , Blenheim Crescent and Portobello Road . Miss Gwen Richard . Chair : Miss Chane ... 12.30 p.m.",['Miss Gwen Richard'],,"March 13 , 1914"
March 13,Sloane Square,Sloane Square . Mrs. Penn Gaskell . Chair : Miss F. Haig ... 8 p.m.,['Mrs. Penn Gaskell'],,"March 13 , 1914"
March 13,Tooting Broadway,Tooting Broadway . Rev. C. Wills . Chair : Miss Greer ... 8 p.m.,['Rev. C. Wills'],,"March 13 , 1914"
March 13,"West Ham, The Grove, Stratford","West Ham , The Grove , Stratford . Miss Hopkins , Miss Wingrove ... 8 p.m.","['Miss Hopkins', 'Miss Wingrove']",,"March 13 , 1914"
March 13,"Edinburgh, West End","Edinburgh , West End ... 8 p.m.",,,"March 13 , 1914"
March 13,"Glasgow, Stieling, Y.M.C.A. Hall","Glasgow , Stieling , Y.M.C.A. Hall . The Lady Isabel Hampden Margesson . Chair : Rev. Robert Primrose ... 3 p.m.",['The Lady Isabel Hampden Margesson'],,"March 13 , 1914"
March 13,"Tunbridge Wells, Denny Bottom Coffee House","Tunbridge Wells , Denny Bottom Coffee House . Nurse Harmer , Miss Hartley . Women only ... 3 p.m.","['Nurse Harmer', 'Miss Hartley']",,"March 13 , 1914"
March 14,"Gloucester Road Station, W.","Gloucester Road Station , W. Miss E. Wylie . Chair : Mrs. Arnold ... 12.30 p.m.",['Miss E. Wylie'],,"March 13 , 1914"
March 14,Ilford,Ilford . Miss Haslam ... 8 p.m.,['Miss Haslam'],,"March 13 , 1914"
March 14,"Islington, Jones Bros., Holloway Road","Islington , Jones Bros. , Holloway Road . Mr. and Mrs. A. E. Fleming ... 8 p.m.",['Mr. and Mrs. A.E. Fleming'],,"March 13 , 1914"
March 14,"Kilburn, Messina Avenue","Kilburn , Messina Avenue . Miss M. Wright , Mrs. Withers ... 8 p.m.","['Miss M. Wright', 'Mrs. Withers']",,"March 13 , 1914"
March 14,"Kingston, Church Street","Kingston , Church Street .... 12 noon.",,,"March 13 , 1914"
March 14,"Second Avenue, Harrow Road","Second Avenue , Harrow Road . Miss Fedden , Miss Haig ... 8 p.m.","['Miss Fedden', 'Miss Haig']",,"March 13 , 1914"
March 14,"South Wimbledon, Broadway","South Wimbledon , Broadway ... 6 p.m.",,,"March 13 , 1914"
March 14,"West Ham, Forest Gate Station","West Ham , Forest Gate Station . Miss Richmond , Miss Hooper ... 7.30 p.m.","['Miss Richmond', 'Miss Hooper']",,"March 13 , 1914"
March 14,"Wimbledon, 9, Victoria Crescent","Wimbledon , 9 , Victoria Crescent ... 4 p.m.",,,"March 13 , 1914"
March 14,"Edinburgh, The Mound","Edinburgh , The Mound ... 4 p.m.",,,"March 13 , 1914"
March 14,"Edinburgh, Leith Walk","Edinburgh , Leith Walk ... 8 p.m.",,,"March 13 , 1914"
March 14,"Edinburgh, Musselburgh","Edinburgh , Musselburgh ... 8 p.m.",,,"March 13 , 1914"
March 14,"Edinburgh, Portobello","Edinburgh , Portobello ... 8 p.m.",,,"March 13 , 1914"
March 15,"Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff . Miss Barbara Wylie ... 11.30 a.m.",['Miss Barbara Wylie'],,"March 13 , 1914"
March 15,"Lewisham, Market Place","Lewisham , Market Place ... 6.30 p.m.",,,"March 13 , 1914"
March 15,Wimbledon Common,Wimbledon Common . Miss Coombs ... 8 p.m.,['Miss Coombs'],,"March 13 , 1914"
March 16,"Chelsea, 308, King's Road","Chelsea , 308 , King's Road . Women's Meeting . Miss B. Edwards ... 8 p.m.",['Miss B. Edwards'],,"March 13 , 1914"
March 16,"Kentish Town, 44, Malden Road","Kentish Town , 44 , Malden Road . Women's Meeting ... 3.15 p.m.",,,"March 13 , 1914"
March 16,"Kilburn, Victoria Road","Kilburn , Victoria Road . Miss Rogers , Miss Pepper .. 8 p.m.","['Miss Rogers', 'Miss Pepper']",,"March 13 , 1914"
March 16,"Knightsbridge Hall, W.","Knightsbridge Hall , W. Miss Barbara Wylie , The Rev. G. W. Thompson . Chair : Mrs. Dacre Fox .... Women only . ... 3.15 p.m.","['Miss Barbara Wylie', 'The Rev. G.W. Thompson']",,"March 13 , 1914"
March 16,South Wimbledon. The Grove,South Wimbledon . The Grove . Miss Daisy Gibos ... 8 p.m.,['Miss Daisy Gibos'],,"March 13 , 1914"
