Date,Location,Raw,Speakers,Description,Issue date
"October 24 , 1913",Bow,"Bow , Ford Road . Speakers ' Class . Miss Ada Moore ...",['Ada Moore'],,"October 24 , 1913"
"October 24 , 1913",Chelsea,"Chelsea , 308 , King's Road . Miss Burton ...",['Burton'],,"October 24 , 1913"
"October 24 , 1913",Chiswick,"Chiswick , Duke Road . Miss Short .",['Short'],,"October 24 , 1913"
"October 24 , 1913",Golder's Green,"Golder's Green , Promenade . Miss Rosa Leo ...",['Rosa Leo'],,"October 24 , 1913"
"October 24 , 1913",Harlesden,"Harlesden , Manor Park . Miss Coombs , 8 p.m.",['Coombs'],,"October 24 , 1913"
"October 24 , 1913",Lincoln's Inn House,"Lincoln's Inn House , Kingsway . Speakers ' Class . 6 p.m.",,Speakers' Class,"October 24 , 1913"
"October 24 , 1913",North Kensington,"North Kensington , Free Library , Ladbroke Grove . 7 p.m.",,Free Library,"October 24 , 1913"
"October 24 , 1913",Poplar,"Poplar , Manchester Road and East Ferry Road . Miss Ennis , Miss Gwen Richard .... 7.30 p.m.","['Ennis', 'Gwen Richard']",,"October 24 , 1913"
"October 24 , 1913",Putney,"Putney , Werter Road . Mrs. Davies ... 7.30 p.m.",['Davies'],,"October 24 , 1913"
"October 24 , 1913",Sloane Square,Sloane Square . Mrs. Ayrton Gould . Chair : Miss Thomson 7.45 p.m.,['Ayrton Gould'],,"October 24 , 1913"
"October 24 , 1913",South Wimbledon,"South Wimbledon , Bay Tree Rooms , Kingston Road . Miss Daisy Gibbs . Chair : Mrs. Shulver 8 p.m.",['Daisy Gibbs'],,"October 24 , 1913"
"October 24 , 1913",West Ham,"West Ham , The Grove , Stratford . Miss Palmer , Miss Rogers , 8 p.m.","['Palmer', 'Rogers']",,"October 24 , 1913"
"October 24 , 1913",Westminster,"Westminster , Regency Place . Miss Gilliatt 7 p.m.",['Gilliatt'],,"October 24 , 1913"
"October 24 , 1913",Upper Holloway,"Upper Holloway , Elthorne Road . Miss M. Wright , Mrs. Chapman ... 12.15 p.m.","['M. Wright', 'Chapman']",,"October 24 , 1913"
"October 24 , 1913",Wallington,"Wallington , Wesleyan Schoolroom . Debate . Miss Hucks , M.A. , Mr. Mackinlay , 8 p.m.","['Hucks', 'Mackinlay']",,"October 24 , 1913"
"October 24 , 1913",Wimbledon,"Wimbledon , Queen's Hall . Chair : Miss Nuthall ... 8 p.m.",[],,"October 24 , 1913"
"October 25 , 1913",Cricklewood,"Cricklewood , Clock Tower . Miss Elsa Myers . 8 p.m.",['Elsa Myers'],,"October 24 , 1913"
"October 25 , 1913",Finchley,"Finchley , Church End , opposite G.N.R. station . Mr. Rowe 8 p.m.",['Rowe'],,"October 24 , 1913"
"October 25 , 1913",Highgate,"Highgate , High Street and Southwood Lane . Mr. Mobbs 8 p.m.",['Mobbs'],,"October 24 , 1913"
"October 25 , 1913",Holloway Road,"Holloway Road , Jones Bros. Miss P. Rickard , Miss Kirby 8 p.m.","['P. Rickard', 'Kirby']",,"October 24 , 1913"
"October 25 , 1913",Ilford,"Ilford , Balfour Road . Mrs. Duval 8 p.m.",['Duval'],,"October 24 , 1913"
"October 25 , 1913",Kingston,"Kingston , Coronation Stone . Miss F. Canning ... 8 p.m.",['F. Canning'],,"October 24 , 1913"
"October 25 , 1913",Kingston,"Kingston , Church Street . Miss A. Gilliatt . Chair : Princes Head 8 p.m.",['A. Gilliatt'],,"October 24 , 1913"
"October 25 , 1913",Muswell Hill,"Muswell Hill , Queen's Avenue .... Mr. H. J. Verden . 8.15 p.m.",['H. J. Verden'],,"October 24 , 1913"
"October 25 , 1913",Palmer's Green,"Palmer's Green , Alderman's Hill . Mrs. Bouvier . Miss Naylor ... 8 p.m.","['Bouvier', 'Naylor']",,"October 24 , 1913"
"October 25 , 1913",South Wimbledon,"South Wimbledon , Broadway . Miss Croxson . 8 p.m.",['Croxson'],,"October 24 , 1913"
"October 25 , 1913",Wandsworth,"Wandsworth , outside Council House . Miss Jacobs 8 p.m.",['Jacobs'],,"October 24 , 1913"
"October 25 , 1913",Walthamstow,"Walthamstow , Tower Corner . Miss E. Froud . 7.30 p.m.",['E. Froud'],,"October 24 , 1913"
"October 25 , 1913",West Ham,"West Ham , Stratford Broadway , Forest Gate Station Flats . Motor Car . Miss Harbott , Mr. Charles Gates . 7.30 p.m.","['Harbott', 'Charles Gates']",,"October 24 , 1913"
"October 26 , 1913",Bow,"Bow , Obelisk , Devons Road . Miss Hicks , M. A. 8 p.m.",['Hicks'],,"October 24 , 1913"
"October 26 , 1913",Clapham Common,Clapham Common . Miss Marie Naylor 8 p.m.,['Marie Naylor'],,"October 24 , 1913"
"October 26 , 1913",Ealing Common,Ealing Comnion . Mrs. Glidewell ... 4.10 p.m.,['Glidewell'],,"October 24 , 1913"
"October 26 , 1913",Hampstead Heath,"Hampstead Heath , Flagstaff Hill . Mrs. Tidswell . Chair : Mrs. Whitten . 3 p.m.",['Tidswell'],,"October 24 , 1913"
"October 26 , 1913",Lewisham,"Lewisham , Market Place . Miss Emerson ... 3 p.m.",['Emerson'],,"October 24 , 1913"
"October 26 , 1913",Streatham Common,Streatham Common . Miss Jacobs ...... 11.30 a.m.,['Jacobs'],,"October 24 , 1913"
"October 27 , 1913",Knightsbridge Hall,"Knightsbridge Hall , Tredegar Road . Speakers ' Class . The Lady Isabel Hampden Margesson , Mrs. Dacre Fox , Chair : Mrs. Mansel ... 3.15 p.m.","['Isabel Hampden Margesson', 'Dacre Fox']",,"October 24 , 1913"
"October 27 , 1913",Chelsea,"Chelsea , 308 , King's Road . Miss Gregory 7.45 p.m.",['Gregory'],,"October 24 , 1913"
"October 27 , 1913",Woolwich,"Woolwich , Beresford Square . Miss Gilliatt . Chair : E. Wylie 8 p.m.",['Gilliatt'],,"October 24 , 1913"
"October 27 , 1913",Battersea Park Road,"Battersea Park Road , opposite Royal Oak , Miss Neal , Mrs. Penn Gaskell 3 p.m.","['Neal', 'Penn Gaskell']",,"October 24 , 1913"
"October 28 , 1913",Bow,"Bow , Out and Out Mission . Meeting . Miss Brice 8 p.m.",['Brice'],,"October 24 , 1913"
"October 28 , 1913",Kilburn,"Kilburn , Lecture Room , 310 , High Road . Miss M. Wright 8 p.m.",['M. Wright'],,"October 24 , 1913"
"October 28 , 1913",Hammersmith,"Hammersmith , 95 , The Grove . At Home . 8 p.m.",,At Home,"October 24 , 1913"
"October 28 , 1913",Poplar,"Poplar , East India Dock Road . Miss Beale , Miss Meakin .... 8 p.m.","['Beale', 'Meakin']",,"October 24 , 1913"
"October 28 , 1913",Fulham,"Fulham , 905 , Fulham Road Gates . Rev. J. M. Maillard 8 p.m.",['Maillard'],,"October 24 , 1913"
"October 29 , 1913",Bayswater,"Bayswater , Elysee Galleries , Queen's Road . Katherine Margesson , Mrs. Dacre Fox , Miss E. Wylie and others .... 8 p.m.","['Katherine Margesson', 'Dacre Fox', 'E. Wylie']",,"October 24 , 1913"
