Date,Location,Raw,Speakers,Description,Issue date
FEBRUARY 9,"Birmingham - Salisbury Road, Moseley - Mrs. Max Sturge's Drawing-room","Birmingham - Salisbury Road , Moseley - Mrs . Max Sturge's Drawing - room Meeting Miss Kirby , Miss Noel Wright .","['Miss Kirby', 'Miss Noel Wright']",,"FEBRUARY 9 , 1911"
FEBRUARY 9,"Dublin - Irish W.S. and Local Government Association - 35, Molesworth Street","Dublin - Irish W.S. and Local Government Association - 35 , Molesworth Street - Committee Meeting .",,Committee Meeting,"FEBRUARY 9 , 1911"
FEBRUARY 9,"Bristol - 5, Berkeley Square","Bristol - 5 , Berkeley Square Drawing - room Meeting -- Miss Abadam , Mrs. Budgete ( chair ) .","['Miss Abadam', 'Mrs. Budgete (chair)']",,"FEBRUARY 9 , 1911"
FEBRUARY 9,"Birmingham - Soho Hall, Handsworth - Mrs. Griffiths' Drawing-room","Birmingham - Soho Hall , Handsworth - Mrs . Griffiths ' Drawing- 3.30 room Meeting - Mrs . Osler .",['Mrs. Osler'],,"FEBRUARY 9 , 1911"
FEBRUARY 9,"Birmingham - 10, Easy Row","Birmingham - 10 , Easy Row - Speakers ' Class .",,Speakers' Class,"FEBRUARY 9 , 1911"
FEBRUARY 9,Hayward's Heath - Co-operative Hall,"Hayward's Heath - Co - operative Hall , Mrs. Cooper .",['Mrs. Cooper'],,"FEBRUARY 9 , 1911"
FEBRUARY 9,"Sunderland - Meng's Café, Fawcett Street","Sunderland - Meng's Café , Fawcett Street - Fortnightly Meeting .",,Fortnightly Meeting,"FEBRUARY 9 , 1911"
FEBRUARY 10,Wells - Guildhall,Wells - Guildhall - Miss Abadam .,['Miss Abadam'],,"FEBRUARY 9 , 1911"
FEBRUARY 10,Cuckfield - Queen's Hall,"Cuckfield - Queen's Hall - Mrs . Cooper Rev , C. Hinscliff .","['Mrs. Cooper', 'Rev. C. Hinscliff']",,"FEBRUARY 9 , 1911"
FEBRUARY 10,Middlesbrough - Southfield Villas - Mrs. Steel's Drawing-room,Middlesbrough - Southfield Villas - Mrs . Steel's Drawing - room Meeting Mrs. Merivale Mayer .,['Mrs. Merivale Mayer'],,"FEBRUARY 9 , 1911"
FEBRUARY 11,Horsted Keynes - Parish Room,"Horsted Keynes - Parish Room - Mrs . Cooper . Chair , Mrs. Corbett .","['Mrs. Cooper', 'Mrs. Corbett (Chair)']",,"FEBRUARY 9 , 1911"
FEBRUARY 13,Leeds - Chapel Allerton Liberal Club,Leeds - Chapel Allerton Liberal Club Miss Fielden .,['Miss Fielden'],,"FEBRUARY 9 , 1911"
FEBRUARY 13,"Tynemouth - 35, Percy Gardens - Mrs. Ormond's Drawing-room","Tynemouth 35 , Percy Gardens - Mrs . Ormond's Drawing - room Meeting - Miss A. Maude Royden .",['Miss A. Maude Royden'],,"FEBRUARY 9 , 1911"
FEBRUARY 14,Leeds - Women's Liberal Club,Leeds - Women's Liberal Club - Miss Fielden .,['Miss Fielden'],,"FEBRUARY 9 , 1911"
FEBRUARY 14,"Bournemouth - Assembly Rooms, Town Hall Avenue","Bournemouth - Assembly Rooms , Town Hall Avenue - Debate- Miss Hurlbatt .",['Miss Hurlbatt'],Debate,"FEBRUARY 9 , 1911"
FEBRUARY 14,Birmingham - Queen's College,"Birmingham - Queen's College - Councillor Margaret Ashton on Municipal Hostels "" -Chair , Mrs. Osler .","['Councillor Margaret Ashton', 'Mrs. Osler (Chair)']",,"FEBRUARY 9 , 1911"
FEBRUARY 14,"Wolverhampton - Council Schools, Bingley Street","Wolverhampton - Council Schools , Bingley Street - Councillor Margaret Ashton , M.A. ",['Councillor Margaret Ashton'],,"FEBRUARY 9 , 1911"
FEBRUARY 15,"Birmingham - Ascot Road, Moseley - Mrs. Harley's Drawing-room","Birmingham Ascot Road , Moseley - Mrs . Harley's Drawing room Meeting Mrs. Reid , Miss N. Wright .","['Mrs. Reid', 'Miss N. Wright']",,"FEBRUARY 9 , 1911"
FEBRUARY 15,"Newcastle - 27, Ridley Place","Newcastle 27 , Ridley Place- "" Widows under the Poor Law "" - Dr. Ethel Williams .",['Dr. Ethel Williams'],Widows under the Poor Law,"FEBRUARY 9 , 1911"
FEBRUARY 15,Berkhamsted Town Hall,"Berkhamsted Town Hall - The Earl of Lytton , Miss Martin . Chair , Mr. F. Rutter .","['The Earl of Lytton', 'Miss Martin', 'Mr. F. Rutter (Chair)']",,"FEBRUARY 9 , 1911"
FEBRUARY 15,"Birmingham - Lonsdale Road, Harborne - Mrs. Mathews' Drawing-room","Birmingham - Lonsdale Road , Harborne - Mrs . Mathews ' Draw- ing - room Meeting .",,,"FEBRUARY 9 , 1911"
FEBRUARY 15,"Scarborough - 8, Falconer's Chambers","Scarborough - 8 , Falconer's Chambers - Miss Fielden .",['Miss Fielden'],,"FEBRUARY 9 , 1911"
FEBRUARY 15,Scarborough - Westlands School,Scarborough - Westlands School - Miss Fielden .,['Miss Fielden'],,"FEBRUARY 9 , 1911"
FEBRUARY 16,Limpsfield - Mrs. Osmaston's Drawing-room,Limpsfield Mrs. Osmaston's Drawing - room Meeting - Miss Edwards .,['Miss Edwards'],,"FEBRUARY 9 , 1911"
FEBRUARY 16,Graham - Black Greyhound Clubroom,"Graham "" Black Greyhound "" Clubroom - Miss M. Robertson , B.A. Chair , J. R. Tomkinson , Esq .","['Miss M. Robertson', 'J. R. Tomkinson (Chair)']",,"FEBRUARY 9 , 1911"
FEBRUARY 17,Bristol - Lesser Colston Hall,"Bristol - Lesser Colston Hall - Debate with A.S. Society - Mrs . F. T. Swanwick , M.A. , Miss Ransom , Mrs. Colquhoun .","['Mrs. F. T. Swanwick', 'Miss Ransom', 'Mrs. Colquhoun']",Debate with A.S. Society,"FEBRUARY 9 , 1911"
FEBRUARY 17,Leith Hill and District Society - Dorking Public Hall,Leith Hill and District Society - Dorking Public Hall - Annual Meeting - Miss Dorothy Edwards .,['Miss Dorothy Edwards'],Annual Meeting,"FEBRUARY 9 , 1911"
FEBRUARY 17,Lostock - Mrs. Wilkinson's Drawing-room,Lostock Leeds Mrs. Wilkinson's Drawing - room Meeting - Miss Fielden .,['Miss Fielden'],,"FEBRUARY 9 , 1911"
FEBRUARY 17,"Sunderland - 4, Belford Road","Sunderland - 4 , Belford Road - Speakers ' Class .",,Speakers' Class,"FEBRUARY 9 , 1911"
FEBRUARY 20,Exeter - Victoria Hall,Exeter - Victoria Hall - Miss Abadam .,['Miss Abadam'],,"FEBRUARY 9 , 1911"
FEBRUARY 20,Colwyn Bay - Cartmell's Café,Colwyn Bay - Cartmell's Café - Annual Meeting .,,Annual Meeting,"FEBRUARY 9 , 1911"
FEBRUARY 20,Leeds - Y.M.C.A. Lecture Hall,Leeds - Y.M.C.A . Lecture Hall - Annual Meeting .,,Annual Meeting,"FEBRUARY 9 , 1911"
FEBRUARY 20,Ramsgate - Congregational Hall,"Ramsgate Congregational Hall - Mrs . Rackham ,",['Mrs. Rackham'],,"FEBRUARY 9 , 1911"
