Date,Location,Raw,Speakers,Description,Hosts,Issue date
MAY 15,London. Balham - Corner of Ormeley Road and Balham High Road,"London . Balham - Corner of Ormeley Road and Balham High Road - Open - air Meeting - Speaker , Miss Fyfe 8.15","['Miss Fyfe', 'Mr. Clifford Ewen', 'Miss Stoehr', 'Miss Walshe', 'Miss W. Elkin', 'Miss M. Green', 'Mrs. Richardson', 'Mrs. Watson', 'Mr. David Watson', 'Miss Fielden', 'Mrs. Savory', 'Miss W. Elkin', 'Miss M. Hamilton', 'Mr. F. W. Flear', 'Miss Fyfe', 'Miss Gloyn', 'Mrs. Rogers', 'Miss E. Walshe', 'Mr. David Watson', 'Miss Fielden', 'Mrs. Savory', 'Miss W. Elkin', 'Miss M. Hamilton', 'Mr. F. W. Flear', 'Mrs. Edwards', 'Miss Harris', 'Mrs. Earp', 'Miss Helen Fraser', 'Miss Helen Fraser', 'The Rev. Hatty Baker', 'Miss I. O. Ford', 'Mr. F. Stanton Barnes', 'Mrs. Alys Russell', 'Mr. Dingle', 'Mr. Bundock', 'Miss Taylor', 'Miss Hay Cooper', 'Mr. Warren', 'Mrs. Annot Robinson', 'Miss Margaret Robertson', 'Mrs. Ring', 'Mrs. Vulliamy', 'The Rev. Hatty Baker', 'Miss I. O. Ford', 'Miss Cicele Barclay', 'Miss G. Cooke', 'Mrs. Timpany', 'Miss V. Eustace', 'Miss Barrand', 'Mrs. Ramsey', 'Mrs. Ring', 'Miss Preston', 'Mrs. Basset', 'Miss G. Cooke', 'Mrs. Muter Wilson', 'Miss M. Goddard', 'Miss Grace Taylor', 'The Rev. E. L. Thomas', 'Mrs. Annot Robinson', 'Miss Emily Cox', 'Mr. Crane', 'Miss G. Cooke', 'Mrs. Ring', 'Professor Skemps', 'Miss Muriel Matters', 'Miss Alice Low', ""Mr. J. M'Michael"", 'Mr. G. Nicolson', 'Mr. W. Johnstone', 'Mrs. Snowden', 'Miss Margaret Robertson', 'Mrs. Snowden', ""Mrs. Shaw M'Laren"", 'Dr. Sophia Jevons', 'Mrs. Cecil Chapman', 'Mrs. Kerr', 'Miss Thurstan', 'Mrs. Timpany', 'Miss Nellie Horne', 'V. C. C. Collum', 'Mrs. Ronald Garrett', 'E. T.', 'Nurse Bright', 'Miss C. C. Field', 'Mrs. B. James', 'Miss Lloyd', 'H. NELISSEN', 'Mrs. AYRES PURDIE', 'R. Crombleholme', 'Miss A. PRESTON', 'Miss C. GRIFF', 'Miss H. Veitch-Brown', 'Miss Sullivan', 'Miss Davies', 'W.', 'Miss Collum', 'Wallace', 'Roper', 'W. P. Northover & Sons', 'Mrs. Dott', 'T. H. W. Buckley', 'C.', ""Anne's"", 'Blatchford', 'W. B. P.', ""Hutton's"", ""Terry's"", 'Mrs. Russell', 'Thos. Black & Co.']",,,"MAY 15 , 1914"
MAY 15,London. East Dulwich - Corner of North Cross Road and Lordship Lane,"East Dulwich - Corner of North Cross Road and Lordship Lane Open - air Meeting - Speaker , Miss Gloyn 8.0",['Miss Gloyn'],,,"MAY 15 , 1914"
MAY 15,London. North Lambeth - Corner of Sancroft Street and Kennington Road,"North Lambeth - Corner of Sancroft Street and Kennington Road - Open - air Meeting - Speakers , Mr. Clifford Ewen , Miss Stoehr , Miss Walshe","['Mr. Clifford Ewen', 'Miss Stoehr', 'Miss Walshe']",,,"MAY 15 , 1914"
MAY 18,London. Greenwich - Corner of Stockwell Street and London Street,"Greenwich - Corner of Stockwell Street and London Street - Open - air Meeting Speakers , Miss W. Elkin , Miss M. Green","['Miss W. Elkin', 'Miss M. Green']",,,"MAY 15 , 1914"
MAY 18,"London. Kennington Moffatt Institute, Esher Road, Upper Kennington Lane","Kennington Moffatt Institute , Esher Road , Upper Kennington Lane - Women's Meeting- Subject , "" Florence Nightingale """,,"Women's Meeting- Subject , "" Florence Nightingale """,,"MAY 15 , 1914"
MAY 19,"London. Lambeth - Alford House, 10, Lambeth Walk","Lambeth - Alford House , 10 , Lambeth Walk- Drawing - room Meeting - Hostess , Miss Briant- Speaker , Mrs. Richardson",['Mrs. Richardson'],,,"MAY 15 , 1914"
MAY 19,London. Southwark - Corner of St. George's Circus and Road,"Southwark - Corner of St. George's Circus and Road - Open - air Borough Meeting - Speakers , Mrs. Richardson and Mrs. Watson","['Mrs. Richardson', 'Mrs. Watson']",,,"MAY 15 , 1914"
MAY 20,"London. Fulham - L.C.C. School, Lillie Road","Fulham - L.C.C . School , Lillie Road - Meeting and Entertainment - Speaker , Miss Helen Ward -Chair , The Rev. B. H. Berlyn - Duologue , "" Broken - down Motors "" -Pianist , Miss Bowers","['Miss Helen Ward', 'The Rev. B. H. Berlyn', 'Miss Bowers', 'Mr. David Watson', 'Mrs. Watson', 'Miss Hamilton', 'Mrs. Rackham', 'Mr. R. F. Cholmeley', 'Mr. H. M. Ellis', 'Mrs. Rogers', 'Miss E. Walshe', 'Miss Cockle', 'Miss Gloyn', 'Miss M. Hamilton']",,,"MAY 15 , 1914"
MAY 20,London. Marylebone - Corner of East Street and Paddington Street,"Marylebone - Corner of East Street and Pad- dington Street - Open - air Meeting Speakers , Mr. David Watson , Mrs. Watson , Miss Hamilton","['Mr. David Watson', 'Mrs. Watson', 'Miss Hamilton']",,,"MAY 15 , 1914"
MAY 20,"London. New Malden - Lecture Hall, Malden Road","New Malden - Lecture Hall , Malden Road- Public Meeting - Speakers , Mrs. Rackham , Mr. R. F. Cholmeley , M.A. - Chair , Mr. H. M. Ellis , J.P. , S.C.C.","['Mrs. Rackham', 'Mr. R. F. Cholmeley', 'Mr. H. M. Ellis']",,,"MAY 15 , 1914"
