Date,Location,Raw,Speakers,Description,Issue date
July 3,West Ham,"West Ham , The Grove , Stratford .",['Miss Morland'],,"July 3 , 1914"
July 3,Dulwich,Dulwich Library .,['Miss Jacobs'],,"July 3 , 1914"
July 3,Golder's Green,"Golder's Green , Hodford Road Corner",,,"July 3 , 1914"
July 3,Hampstead,"Hampstead , 51 Greencroft Gardens . Summer Fete ..",,,"July 3 , 1914"
July 3,Ilford,"Ilford , Barking , Old Town Hall .",['Miss Littleford'],,"July 3 , 1914"
July 3,Islington,"Islington , Jones Bros. , Holloway Road .",['Miss Darton'],,"July 3 , 1914"
July 3,Finchley,"Finchley , Church End , opposite G.N. Station .",['Miss Richmond'],,"July 3 , 1914"
July 3,Islington,"Islington , Seven Sisters Road , Thane Villas .","['Miss Fraser Smith', 'Miss Kirby']",,"July 3 , 1914"
July 3,Lincoln's Inn House,"Lincoln's Inn House , Kingsway . Speakers ' Class . ...",['Miss Rosa Leo'],,"July 3 , 1914"
July 3,North Kensington,"North Kensington , Corner of Blenheim Crescent and Portobello Road .",['Miss Gwen Richard.'],,"July 3 , 1914"
July 3,Putney,"Putney , 905 Fulham Road .",['Miss H. Townsend'],,"July 3 , 1914"
July 3,Sloane Square,Sloane Square .,"['Miss Haig', 'Miss Gilliatt']",,"July 3 , 1914"
July 4,Sydenham,"Sydenham , Peak Hill",['Miss Kirby'],,"July 3 , 1914"
July 4,West Ham,"West Ham , Forest Gate Station .","['Miss Hopkins', 'Miss Friedlaender']",,"July 3 , 1914"
July 4,Wimbledon,"Wimbledon , 9 Victoria Crescent",,,"July 3 , 1914"
July 5,Lewisham,"Lewisham , Market Place .",,,"July 3 , 1914"
July 5,Streatham Common,Streatham Common .,"['Miss Phoebe Rickards , B.A.', 'Miss Rogers Stewart ...']",,"July 3 , 1914"
July 6,Knightsbridge Hall,Knightsbridge Hall .,['Miss Katherine Margesson'],,"July 3 , 1914"
July 7,Wimbledon Common,Wimbledon Common .,['Miss F. Canning .'],,"July 3 , 1914"
July 7,Chelsea,Chelsea .,['Miss M. Wright'],,"July 3 , 1914"
July 7,Kensington,"Kensington , Wright's Lane .",['Miss Gilliatt'],,"July 3 , 1914"
July 8,Illford,"Illford , Manor Park , Earl of Essex",,,"July 3 , 1914"
July 8,Woolwich,"Woolwich , Beresford Square .",['Mrs Brindley ...'],,"July 3 , 1914"
July 9,Kensington,"Kensington , Ladbroke Grove , corner of Bayswater Road .",['Mrs Davies'],,"July 3 , 1914"
July 9,Bayswater,"Elysee Galleries , Queen's Road , Bayswater","['Miss Leonara Tyson', 'Miss Phoebe Rickards .']",,"July 3 , 1914"
July 10,Lincoln's Inn House,"Lincoln's Inn House , Kingsway . Speaker's Class .","['Rosa Leo', 'Miss']",,"July 3 , 1914"
July 10,North Kensington,"North Kensington , Blenheim Crescent , and Portobello Road .",['Miss M. Coombs'],,"July 3 , 1914"
July 10,Putney,"Putney , 905 Fulham Road .",['Miss M. Wright ....'],,"July 3 , 1914"
July 10,Sloane Square,Sloane Square .,['Mrs Webb Smithwick .'],,"July 3 , 1914"
July 10,West Ham,"West Ham , The Grove , Stratford .","['Miss Richard', 'Miss Watts']",,"July 3 , 1914"
July 3,Dundee,"Dundee , Greenmarket .",['Miss Grant'],,"July 3 , 1914"
July 3,Edinburgh,"Edinburgh , Ardmillan Terrace .",['Miss C. Brown'],,"July 3 , 1914"
July 3,Edinburgh,"Edinburgh , The Mound .","['Miss Macaulay', 'Miss Anderson ...']",,"July 3 , 1914"
July 4,Edinburgh,"Edinburgh , The Mound .",['Miss Macaulay'],,"July 3 , 1914"
July 4,Leicester,"Leicester , Victoria Park Gate ...",,,"July 3 , 1914"
July 5,Cork,"Cork , Grand Parade , National Monument .",['Miss Lennox ...'],,"July 3 , 1914"
July 9,Leicester,"Leicester , Market Place",,,"July 3 , 1914"
