Date,Location,Raw,Speakers,Description,Hosts,Issue date
MAY 18,"Whitby - Lecture Hall, Silver Street","Whitby - Lecture Hall , Silver Street - Mrs . Merivale Mayer .",['Mrs. Merivale Mayer'],,,"MAY 18 , 1911"
MAY 18,"Shildon Primitive School, St. John's Road","Shildon Primitive School , St. John's Road - Miss C. M. Gordon , M.A .; Mrs. Fryer ( chair ) .","['Miss C. M. Gordon, M.A.']",,,"MAY 18 , 1911"
MAY 18,Middleton Long Street Mission Room,Middleton Long Street Mission Room - Miss Robertson .,['Miss Robertson'],,,"MAY 18 , 1911"
MAY 18,Camberley - Bagshot Institute,Camberley - Bagshot Institute Mrs. Renton .,['Mrs. Renton'],,,"MAY 18 , 1911"
MAY 19,"Birmingham - 10, Easy Row","Birmingham - 10 , Easy Row - Speakers ' Class .",,Speakers' Class,,"MAY 18 , 1911"
MAY 19,Thornton-le-Dale - Schoolroom,Thornton - le - Dale - Schoolroom - Mrs . Merivale Mayer .,['Mrs. Merivale Mayer'],,,"MAY 18 , 1911"
MAY 20,Manchester - Rusholme - Mrs. Medland Taylor's Drawing room,Manchester - Rusholme Mrs. Medland Taylor's Drawing room Meeting Miss Ashton .,['Miss Ashton'],,,"MAY 18 , 1911"
MAY 20,Macclesfield Town Hall,"Macclesfield Town Hall Reading of Pains and Penalties "" . Laurence Housman .",['Laurence Housman'],"Reading of ""Pains and Penalties""",,"MAY 18 , 1911"
MAY 20,Kendal Town Hall,"Kendal Town Hall- "" At Home "" -Miss A. M. Royden .",['Miss A. M. Royden'],"""At Home""",,"MAY 18 , 1911"
MAY 20,Wilmslow - Mrs. Hewit's Drawing-room,Wilmslow - Mrs . Hewit's Drawing - room Meeting - Miss Robert- son .,['Miss Robertson'],,,"MAY 18 , 1911"
MAY 22,Hastings Public Hall,Hastings Public Hall - Miss Frances Sterling ; the Lady Brassey ( chair ) .,['Miss Frances Sterling'],,,"MAY 18 , 1911"
MAY 22,Carlisle Richmond Memorial Hall,Carlisle Richmond Memorial Hall - North - Western Federation Annual Meeting .,,North-Western Federation Annual Meeting,,"MAY 18 , 1911"
MAY 23,Ambleside - Assembly Rooms,"Ambleside - Assembly Rooms - Miss A. M. Royden ; Col. Mair , J.P. ( chair ) .",['Miss A. M. Royden'],,,"MAY 18 , 1911"
