Date,Location,Raw,Speakers,Description,Hosts,Issue date
OCTOBER 27,Brighton - The Dome,"Brighton - The Dome - The Earl of Lytton , Miss Margery Corbett , Percy Alden , Esq . , M.P.","['The Earl of Lytton', 'Miss Margery Corbett', 'Percy Alden Esq. M.P.']",,,"OCTOBER 27 , 1910"
OCTOBER 27,Bridlington,Bridlington - Miss I. O. Ford .,['Miss I. O. Ford'],,,"OCTOBER 27 , 1910"
OCTOBER 27,London - Kensington - Surbiton Assembly Rooms,London - Kensington - Surbiton Assembly Rooms - Lady Frances Balfour .,['Lady Frances Balfour'],,,"OCTOBER 27 , 1910"
OCTOBER 27,London - Hampstead,"London - Hampstead - Drawing - room Meeting - Mrs . Turner , Mrs. Mylne .",,Drawing-room Meeting,"['Mrs. Turner', 'Mrs. Mylne']","OCTOBER 27 , 1910"
OCTOBER 27,"Bristol - 111a, Whiteladies Road","Bristol - 111a , Whiteladies Road - Debate .",,Debate,,"OCTOBER 27 , 1910"
OCTOBER 27,"London - 58, Victoria Street","London - 58 , Victoria Street - Receptions Members and Friends .",,Receptions to Members and Friends,,"OCTOBER 27 , 1910"
OCTOBER 27,Nottingham - Hucknall,Nottingham - Hucknall - Miss Halford Dickson .,['Miss Halford Dickson'],,,"OCTOBER 27 , 1910"
OCTOBER 28,Shrewsbury Music Hall,Shrewsbury Music Hall - Public Meeting - Lady Frances Balfour .,['Lady Frances Balfour'],Public Meeting,,"OCTOBER 27 , 1910"
OCTOBER 28,"London - Kensington, S.","London - Kensington , S. - Drawing - room Meeting - Mrs . Hogg , Miss E. A. Bompas .",,Drawing-room Meeting,"['Mrs. Hogg', 'Miss E. A. Bompas']","OCTOBER 27 , 1910"
OCTOBER 28,Basingstoke Town Hall,"Basingstoke Town Hall - Mrs . Henry Fawcett , LL.D.",['Mrs. Henry Fawcett LL.D.'],,,"OCTOBER 27 , 1910"
