Date,Location,Raw,Speakers,Issue date
OCTOBER 17,Wolverhampton - Assembly Rooms - Queen's Square,"Wolverhampton - Assembly Rooms - Queen's Square -Trades Council meeting - Mrs . Ring , of Birmingham","['Mrs. Ring of Birmingham', 'Mr. Lyon Blease', 'Dr. Ettie Sayer', 'Lady Frances Balfour', 'Miss C. M. Gordon', 'Mrs. Chew', 'Miss Helen Fraser', 'Lady Frances Balfour', 'Miss Eva Ward', 'Lady Frances Balfour', 'Miss Eva Ward', 'Miss C. M. Gordon', 'Mrs. Neild Chew', 'Miss I. S. A. Beaver', 'Mrs. Hilter', 'Mr. Malcolm Mitchell', 'Mrs. Robie Uniacke', 'Mr. Lyon Blease', 'Dr. Ettie Sayer', 'Lady Frances Balfour', 'Miss Eva Ward', 'Lady Frances Balfour', 'Miss Eva Ward', 'Mr. Malcolm Mitchell', 'Mrs. Robie Uniacke', 'Miss C. M. Gordon', 'Mrs. Neild Chew', 'Miss I. S. A. Beaver', 'Mrs. Nott-Bower', ""Miss Norah O'Shea"", 'Miss Constance Aston', 'Miss C. M. Gordon', 'Mrs. Neild Chew', 'Miss I. S. A. Beaver', 'Miss Bury', 'Mrs. Neild Chew', 'Miss I. S. A. Beaver', 'Miss C. M. Gordon', 'Mrs. Chew', 'Miss I. S. A. Beaver', 'Miss H. Fraser', 'Miss Bessie Davies', 'Mrs. Corbett Ashby', 'R. B. Wallis', 'Esq.', 'J.P.', 'Miss Helen Fraser', 'Miss Peiles', 'Mrs. Neild Chew', 'Miss C. M. Gordon', 'Mrs. Neild Chew', 'Miss Corbett', 'B.A.', 'Mr. A. Richardson', 'Mrs. Manner', 'P.L.G.', 'Miss Sterling', 'Mrs. Aldersiey', 'Mrs. Meiklewright', 'Miss Corbett', 'B.A.', 'Mrs. Neild Chew', 'Miss C. M. Gordon', 'Miss Bury', 'Mrs. Neild Chew', 'Miss I. S. A. Beaver', 'Miss Norma Smith', 'Mrs. Ring', 'Miss Abadam', 'Miss Walford', 'Mrs. Parrish', 'Lord Lytton', 'Miss Cicely Corbett', 'B.A.', 'Rev. G. D. Rosenthal', 'Councillor Jenkins', 'Miss C. D. Corbett', 'B.A.', 'Mrs. F. T. Swanwick', 'M.A.', 'Councillor Appleby', 'Miss Margaret Robertson', 'Rev. E. Pace', 'N.A.B.D.', 'Miss Margaret Robertson', 'Mrs. Ring', 'Miss Helga Gill', 'Miss Margaret Ashton', 'Councillor Ashton', 'M.A.', 'Councillor J. Peacock', 'J.P.', 'Miss Helga Gill', 'Sir John Cockburn', 'K.C.M.G.', 'Miss Cicely Corbett', 'Mrs. Robie Uniacke', 'H. Richardson', 'Esq.', 'The Lady Frances Balfour', 'Miss Muriel Matters', 'Miss Gladys Pott', 'Miss Mildred Watson', 'Miss Mildred Watson', 'Mrs. Shaw McLaren', 'The Lady Frances Balfour', 'Miss Lumsden', 'LL.D.', 'Rev. J. W. Harper', 'D.D.', 'Miss Mildred Watson', 'Miss Mildred Watson', 'The Lady Frances Balfour', 'Miss Lauesden', 'LL.D.', 'Rev. R. Primrose', 'Laurence Irving', 'Esq.', 'Charles Price', 'Esq.', 'M.P.', 'Miss Mildred Watson', 'Mrs. Stanbury', 'Miss E. W. Kirby', 'Miss Stuart Paterson', 'Mrs. Ring', 'Miss Alice Crompton', 'M.A.', 'Miss Stuart Paterson', 'Mrs. Ring', 'Miss Alice Crompton', 'M.A.', 'Miss Stuart Paterson', 'Mrs. Ring', 'Miss W. A. Elkin', 'Miss A. Maude Royden', 'Miss Stoehr', 'Miss W. A. Elkin', 'Miss M. Goddard', 'J. Rinder', 'Esq.', 'Miss Mabel Smith', 'Miss A. Maude Royden', 'Miss H. D. Cockle', 'Mr. F. N. Sargeant', 'Miss Helen Ward', 'Miss Gladys Pott', 'Mrs. Rogers', 'Mr. F. N. Sargeant', 'Miss Ruth Young', 'Miss W. A. Elkin', 'Mrs. Rogers', 'Mr. Lewis Phillips', 'Miss Helen Ward', 'Miss W. G.']","OCTOBER 17 , 1912"
OCTOBER 17,Deal - Theatre Royal,"Deal - Theatre Royal - Mr . Lyon Blease , Dr. Ettie Sayer , and others - Countess Brassey ( chair )",,"OCTOBER 17 , 1912"
OCTOBER 17,Ashington - Miners ' Hall,"Ashington - Miners ' Hall - Miss C. M. Gordon , Mrs. Chew",,"OCTOBER 17 , 1912"
OCTOBER 17, Huntingdon - Corn Exchange,Chate Huntingdon - Corn Exchange - Lady Frances Balfour -Rev . W. R. Gardner ( ohair ) .,,"OCTOBER 17 , 1912"
OCTOBER 17,Bristol - The Coliseum,Bristol - The Coliseum - Suffrage Stall - The Misses,,"OCTOBER 17 , 1912"
OCTOBER 17,Hirwain- - Manffrwd,Hirwain- - Manffrwd - Drawing - room meeting- Hostess Mrs. Thomas - Miss Helen Fraser,,"OCTOBER 17 , 1912"
OCTOBER 17,Philadelphia - Miners Hall,"Philadelphia - Miners Hall - Miss C. M. Gordon , Mrs. Neild Chew , Miss I. S. A. Beaver",,"OCTOBER 17 , 1912"
OCTOBER 17,"Rochdale Masonic Rooms , Ann Street","Rochdale Masonic Rooms , Ann Street - Social even- ing and meeting - Mrs . Hilter",,"OCTOBER 17 , 1912"
OCTOBER 17,Thetford,"Thetford - Public meeting - Lady Frances Balfour , Miss Eva Ward",,"OCTOBER 17 , 1912"
OCTOBER 17,Huntingdon - Corn Exchange,"Huntingdon - Corn Exchange - Public meeting - Lady Frances Balfour , Miss Eva Ward",,"OCTOBER 17 , 1912"
