Date,Location,Raw,Speakers,Description,Issue date
June 26,Sloane Square,"Friday , Sloane Square . Miss Naylor",['Miss Naylor'],,"June 26 , 1914"
June 26,West Ealing,"West Ealing , Ye Olde Hatte , Uxbridge Road . Miss Fedden",['Miss Fedden'],,"June 26 , 1914"
June 26,West Ham,"West Ham , The Grove , Stratford . Mrs Sennett , Miss Morland","['Mrs Sennett', 'Miss Morland']",,"June 26 , 1914"
June 27,Ilford,"Saturday , Ilford , outside Town Hall",,outside Town Hall,"June 26 , 1914"
June 27,Kingston,"Kingston , Coronation Stone . Mrs M'Kenzie","[""Mrs M'Kenzie""]",,"June 26 , 1914"
June 28,Ealing Common,"Sunday , Ealing Common , Miss P. Rickards",['Miss P. Rickards'],,"June 26 , 1914"
June 28,Lewisham,"Lewisham , Market Place . Miss E. Weir",['Miss E. Weir'],,"June 26 , 1914"
June 28,Streatham Common,Streatham Common . Miss Marie Naylor,['Miss Marie Naylor'],,"June 26 , 1914"
June 29,Chelsea,"Monday , Chelsea , 308 King's Road . Miss Thomas",['Miss Thomas'],,"June 26 , 1914"
June 29,Knightsbridge,"Knightsbridge Hall , W. Miss Mansel",['Miss Mansel'],,"June 26 , 1914"
June 30,Harlesden,"Tuesday , Harlesden , 12 Nicoll Road . Garden Meeting . Mrs Grant Macaulay . Chair : Mrs N. Thomson",['Mrs Grant Macaulay'],,"June 26 , 1914"
June 30,Kensal Town,Kensal Town . Miss Haig,['Miss Haig'],,"June 26 , 1914"
July 1,Chelsea,Chelsea Wednesday,,Wednesday,"June 26 , 1914"
July 1,Ilford,"Ilford , Seven Kings ' Station . Miss Littleford",['Miss Littleford'],,"June 26 , 1914"
July 2,Bayswater,"Thursday , Elysee Galleries , Queen's Road , Bayswater . Miss Glidewell , Barbara Wylie","['Miss Glidewell', 'Barbara Wylie']",,"June 26 , 1914"
July 3,Acton,"Friday , Acton , Market Place , Horn Lane",,"Market Place , Horn Lane","June 26 , 1914"
July 3,Croydon,"Croydon , Katherine Street . Miss A. Wright",['Miss A. Wright'],,"June 26 , 1914"
July 3,Sloane Square,Sloane Square . Mrs Temple Bird,['Mrs Temple Bird'],,"June 26 , 1914"
July 3,West Ham,"West Ham , The Grove , Stratford . Miss Gilliatt , Miss Watts","['Miss Gilliatt', 'Miss Watts']",,"June 26 , 1914"
June 26,Edinburgh,"Friday , Edinburgh , Ardmillan Terrace . Miss Brown , Miss Dow","['Miss Brown', 'Miss Dow']",,"June 26 , 1914"
June 26,Whitley Bay,Whitley Bay . Mrs Blanche,['Mrs Blanche'],,"June 26 , 1914"
June 27,Dundee,"Saturday , Dundee , Greenmarket . Miss Grant",['Miss Grant'],,"June 26 , 1914"
June 27,Edinburgh,"Edinburgh , The Mound . Miss M. Scott",['Miss M. Scott'],,"June 26 , 1914"
June 27,Edinburgh,"Edinburgh , Leopold Place . Miss C. Brown",['Miss C. Brown'],,"June 26 , 1914"
June 28,Ashington,"Sunday , Ashington . Miss E. Grew",['Miss E. Grew'],,"June 26 , 1914"
June 28,Dublin,"Dublin , Phoenix Park",,Phoenix Park,"June 26 , 1914"
June 29,Bebside,"Monday , Bebside . Mrs Renny",['Mrs Renny'],,"June 26 , 1914"
June 30,Bishop Auckland,"Mrs Blanche , Miss E. Grew Bishop Auckland . Miss E. Grew","['Mrs Blanche', 'Miss E. Grew']",,"June 26 , 1914"
July 1,Blyth,Blyth . Mrs Blanche,['Mrs Blanche'],,"June 26 , 1914"
July 1,Dundee,"Dundee , Panmure Street .",,Panmure Street.,"June 26 , 1914"
July 3,Hazlerigg,Hazlerigg . Mrs Blanche,['Mrs Blanche'],,"June 26 , 1914"
July 3,Morpeth,Morpeth . Miss M. Balls,['Miss M. Balls'],,"June 26 , 1914"
