Date,Location,Raw,Speakers,Description,Hosts,Issue date
JUNE 16,London - New Reform Club,London - New Reform Club - Debate Mrs. Swanwick v . Miss Frances Low . 8.30,"['Mrs. Swanwick', 'Miss Frances Low']",,,"JUNE 16 , 1910"
JUNE 16,"Brmingham - 10, Easy Row","Brmingham - 10 , Easy Row - Midland Federation .",,Midland Federation,,"JUNE 16 , 1910"
JUNE 16,"London - 12, Eaton Place","London - 12 , Eaton Place - Women in Local Government .",,Women in Local Government,,"JUNE 16 , 1910"
JUNE 16,Salford - St. Philip's Mission Hall,Salford St. Philip's Mission Hall - Women only - Miss M. 3.30 Robertson .,['Miss M. Robertson'],,,"JUNE 16 , 1910"
JUNE 16,Weston-super-Mare,Weston - super - Mare - Public Meeting - Lady Frances Balfour .,['Lady Frances Balfour'],,,"JUNE 16 , 1910"
JUNE 16,Wallasey and Wirral - Moreton Camp,Wallasey and Wirral Moreton Camp - Miss Chubb .,['Miss Chubb'],,,"JUNE 16 , 1910"
JUNE 16,Newcastle (Stocksfield) - Hindley Hall - Mrs. Pumphrey's Drawing-room,Newcastle ( Stocksfield ) -Hindley Hall Mrs. Pumphrey's Drawing- room Meeting - Dr . Ethel Williams .,['Dr. Ethel Williams'],,,"JUNE 16 , 1910"
JUNE 16,Farnham,Farnham - Open - air Meeting in support of Mr. Shackleton's Bill .,,in support of Mr. Shackleton's Bill,,"JUNE 16 , 1910"
JUNE 16,Southampton,Southampton Open - air Meeting in support of Mr. Shackleton's Bill - Miss Norah O'Shea .,"[""Miss Norah O'Shea""]",,,"JUNE 16 , 1910"
JUNE 17,London (Westminster) - Mrs. Jackson's Drawing-room,London ( Westminster ) Mrs. Jackson's Drawing - room Meeting- Lady Frances Balfour .,['Lady Frances Balfour'],,,"JUNE 16 , 1910"
JUNE 17,"Edinburgh - 40, Shandwick Place","Edinburgh - 40 , Shandwick Place .",,,,"JUNE 16 , 1910"
JUNE 17,London (S. Hackney) - Mrs. Martin's Drawing-room,London ( S. Hackney ) -Mrs . Martin's Drawing - room Meeting- Miss C. Dykes Spicer .,['Miss C. Dykes Spicer'],,,"JUNE 16 , 1910"
JUNE 17,Wallasey and Wirral - New Brighton,Wallasey and Wirral - New Brighton - Meeting in support of Mr. Shackleton's Bill .,,in support of Mr. Shackleton's Bill,,"JUNE 16 , 1910"
JUNE 17,Bristol - Durdham Downs - Drawing-room,Bristol - Durdham Downs - Drawing - room Meeting - Mrs . Durbar .,,,['Mrs. Durbar'],"JUNE 16 , 1910"
JUNE 17,Newcastle - Miss Newbigin's Drawing-room,Newcastle Miss Newbigin's Drawing - room Meeting - Miss Mein .,['Miss Mein'],,,"JUNE 16 , 1910"
JUNE 17,Portsmouth - Town Hall,Portsmouth Town Hall - Meeting in support of Mr. Shackleton's Bill Mrs. Swanwick .,['Mrs. Swanwick'],,,"JUNE 16 , 1910"
