Date,Location,Raw,Speakers,Description,Hosts,Issue date
NOVEMBER 20,"Leeds - 9, Park Lane","Leeds - 9, "" 7.30 ( The meetings are given only a fortnight in advance . ) Park Lane Mrs. Marvin , M.A .: "" Professional Women in Marriage - A Suggestion","['Mrs. Marvin, M.A.']",,,"NOVEMBER 22 , 1912"
NOVEMBER 22,"Y.M.0.A., Camden Road, London","Y.M.0.A. , 17 , Camden Road - Social gathering- Chair , Miss I. O. Ford , Speakers , W. H. Dickinson , Esq . , M.P. , G. A. Touche , Esq . , M.P.","['Miss I. O. Ford', 'W. H. Dickinson', 'G. A. Touche']",,,"NOVEMBER 22 , 1912"
NOVEMBER 22,"St. George's Hanover Square - Literary Association Lecture Hall, Moreton Street, London","St. George's Hanover Square - Literary Association Lecture Hall , 26 , Moreton Street- Speaker , Mrs. Rackham",['Mrs. Rackham'],,,"NOVEMBER 22 , 1912"
NOVEMBER 22,"Hackney, London","Hackney C. and S. at All Saints , Bluzton Road , Lower Clapton- "" The Religious Aspect of the Women's Movement "" -Chair , Rev. W. G. Cameron - Speakers , Miss A. Maude Royden , Mrs. Luke Paget","['Rev. W. G. Cameron', 'Miss A. Maude Royden', 'Mrs. Luke Paget']",,,"NOVEMBER 22 , 1912"
NOVEMBER 22,"Islington, London","Islington - Memorial Hall ( Lower Hall ) Vicarage Gate Speaker , Miss Ruth Young",['Miss Ruth Young'],,,"NOVEMBER 22 , 1912"
NOVEMBER 22,Hendon,"Hendon Council Chambers - Mrs . Stanbury , Mrs. E. F. Abbott , W. R. Bonsfield , Esq . , K.C. ( chair )","['Mrs. Stanbury', 'Mrs. E. F. Abbott', 'W. R. Bonsfield']",,,"NOVEMBER 22 , 1912"
NOVEMBER 23,"Islington, London","Islington - Islington - Union Institute Literary and Debating Society , Union Chapel , Upper Street - Speaker , Mrs. Stanbury",['Mrs. Stanbury'],,,"NOVEMBER 22 , 1912"
NOVEMBER 25,"N. Paddington - 47a, Clifton Gardens, Maida Vale, London","N. Paddington - 47a , Clifton Gardens , Maida Vale , W. Sewing meeting for the London Society's Bazaar . All members and friends from all constituencies welcome",,Sewing meeting for the London Society's Bazaar,,"NOVEMBER 22 , 1912"
NOVEMBER 25,Lambeth,"Lambeth Committee - Jumble Sale , Wesleyan Church Schoolroom , Lambeth Road ( next Lambeth Baths ) -Miss Deverell will be pleased to receive any gifts , at 24 , Newington Causeway , S.E .; 59 , Kennington Road , S.E .; 342 , Ken- nington Road , S.E .; and 47 , Ethelred Street , Lambeth",,,,"NOVEMBER 22 , 1912"
NOVEMBER 25,"Highgate, London","Highgate - Working party . Mrs. Rand , 3 , Holly Terrace",,Working party,['Mrs. Rand'],"NOVEMBER 22 , 1912"
