Date,Location,Raw,Speakers,Description,Issue date
"Friday, April 3","Balham, Caister Rond","Balham , Caister Rond . Miss Amy Winter",['Miss Amy Winter'],,"April 3, 1914"
"Friday, April 3","Chelsea, 308, King's Road","Chelsea , 308 , King's Road . Speakers ' Class . Miss Ada Moore",['Miss Ada Moore'],,"April 3, 1914"
"Friday, April 3","Chiswick, Duke Road","Chiswick , Duke Road . Miss Barry",['Miss Barry'],,"April 3, 1914"
"Friday, April 3","Croydon, Katherine Street","Croydon , Katherine Street ....",[],,"April 3, 1914"
"Friday, April 3","Fulham, Munster Road","Fulham , Munster Road . Miss G. Richard",['Miss G. Richard'],,"April 3, 1914"
"Friday, April 3","Kentish Town, Modbury Street Road","Kentish Town , Modbury Street Rond . Miss Rickards , B.A.","['Miss Rickards, B.A.']",,"April 3, 1914"
"Friday, April 3","Lincoln's Inn House, Kingsway","Lincoln 's Inn House , Kingsway . Speakers Class . Miss Rosa Leo",['Miss Rosa Leo'],,"April 3, 1914"
"Friday, April 3","North Kensington, corner of Blenheim Crescent and Portobello",North Kensington . corner of Blenheim Crescent and Portobello . Chair : Miss March,[],,"April 3, 1914"
"Friday, April 3",Sloane Square,Sloane Square . Mrs. Beldon . Chair : Miss F. Haig,['Mrs. Beldon'],,"April 3, 1914"
"Friday, April 3","South Ealing, near Parish Church","South Ealing , near Parish Church . ... Miss Weir , Mrs. Thomson","['Miss Weir', 'Mrs. Thomson']",,"April 3, 1914"
"Friday, April 3","West Ham, The Grove, Stratford","West Ham , The Grove , Stratford . Miss Hopkins , Mrs. Randall ...","['Miss Hopkins', 'Mrs. Randall']",,"April 3, 1914"
"Friday, April 3","Ilford, Balfour Road","Ilford , Balfour Road . Miss Feek",['Miss Feek'],,"April 3, 1914"
"Saturday, April 4","Battersea, Strath Terrace","Battersea , Strath Terrace ...",[],,"April 3, 1914"
"Saturday, April 4","Cricklewood, Clock Tower","Cricklewood , Clock Tower . Miss Short",['Miss Short'],,"April 3, 1914"
"Saturday, April 4","Gloucester Road Station, W","Gloucester Road Station , W. Mrs. Penn Gaskell . Miss Lynch ...","['Mrs. Penn Gaskell', 'Miss Lynch']",,"April 3, 1914"
"Saturday, April 4","Hampstead. 51, Greencroft Gardens","Hampstead . 51 , Greencroft Gardens . Miss Barbara Wylie , Rev. C. A. Wills . Hostess : Mrs. Durrant","['Miss Barbara Wylie', 'Rev. C. A. Wills']",,"April 3, 1914"
"Saturday, April 4",Hyde Park,"Hyde Park Great Demonstration . General Flora Drummond , and others",['General Flora Drummond'],,"April 3, 1914"
"Saturday, April 4","South Wimbledon, Broadway","South Wimbledon , Broadway . Miss Gibbs",['Miss Gibbs'],,"April 3, 1914"
"Saturday, April 4","Walthamstow, Tower Corner, Hoe Street","Walthamstow , Tower Corner , Hoe Street . Miss Lynch . Chair : Mrs. Gladman",['Miss Lynch'],,"April 3, 1914"
"Saturday, April 4","Wandsworth, outside Council House","Wandsworth , outside Council House . Miss Rogers .",['Miss Rogers'],,"April 3, 1914"
"Saturday, April 4","West Ham, Forest Gate Station","West Hain , Forest Gate Station ...",[],,"April 3, 1914"
"Saturday, April 4","Wimbledon, 9, Victeria Crescent, Broadway","Wimbledon , 9 , Victeria Crescent , Broadway",[],,"April 3, 1914"
"Sunday, April 5","Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff . Miss Marie Naylor",['Miss Marie Naylor'],,"April 3, 1914"
"Sunday, April 5","Lewisham, Market Place","Lewisham , Market Place",[],,"April 3, 1914"
"Sunday, April 5",Streatham Common,Streatham Common . Miss M. Wright . Chair : Mrs. Start,['Miss M. Wright'],,"April 3, 1914"
"Sunday, April 5",Wimbledon Common,Wimbledon Common . Mrs. Davies . Chair : Miss Alice Palmer ...,['Mrs. Davies'],,"April 3, 1914"
"Monday, April 6","Battersea, Comyn Road","Battersea , Comyn Road . Miss E. Carmen .",['Miss E. Carmen'],,"April 3, 1914"
