Date,Location,Raw,Speakers,Description,Issue date
FEBRUARY 22,Leamington - Town Hall,"Leamington - Town Hall- "" A Reply to the Antis "" -Mrs . Cecil Chapman , J. Cameron Grant , Esq . , Lady Willoughby de Broke ( chair )","['Mrs. Cecil Chapman', 'J. Cameron Grant', 'Lady Willoughby de Broke (chair) ']",,FEBRUARY 22 1912
FEBRUARY 22,Accrington - Town Hall,"Accrington - Town Hall - Miss Ashton , The Lady Beatrice Kemp , Professor de Sumi- chrast","['Miss Ashton', 'The Lady Beatrice Kemp', 'Professor de Sumi-chrast']",,FEBRUARY 22 1912
FEBRUARY 22,Oxford,Oxford - Mrs . Geldart's drawing - room meeting- Miss Helga Gill,['Miss Helga Gill'],,FEBRUARY 22 1912
FEBRUARY 22,"Sussex - Station Hall, Burgess Hill","Sussex - Station Hall , Burgess Hill- "" Why Women Want the Vote "" -Mrs . Dempster , Miss Chute Ellis ( chair )","['Mrs. Dempster', 'Miss Chute Ellis (chair)']",,FEBRUARY 22 1912
FEBRUARY 22,Hayward's Heath - Liberal Club,"Heath - Liberal Club - Debate on Govern- ment Reform Bill - Mr . Eric Stevens , Miss Spooner","['Mr. Eric Stevens', 'Miss Spooner']",,FEBRUARY 22 1912
FEBRUARY 22,Bath,Bath - H. H. Johnston's drawing - room meeting -Miss A. Maude Royden,['Miss A. Maude Royden'],,FEBRUARY 22 1912
FEBRUARY 22,Otley - Mechanics' Institute,"Otley - Mechanics ' Institute - Mrs . Philip Snowden , Mrs. Aldersley , Mrs. J. Maston ( chair )","['Mrs. Philip Snowden', 'Mrs. Aldersley', 'Mrs. J. Maston (chair)']",,FEBRUARY 22 1912
FEBRUARY 22,Tyne - Mechanics' Hall,"Tyne - Mechanics ' Hall - Miss 0 . Gordon , Miss Margaret Mein , Coun- cillor Dawson ( chair )","['Miss O. Gordon', 'Miss Margaret Mein', 'Councillor Dawson (chair)']",,FEBRUARY 22 1912
FEBRUARY 22,Coventry,Coventry - Mrs . Collington's drawing - room meeting -Mrs . Williams ( Nuneaton ),['Mrs. Williams (Nuneaton)'],,FEBRUARY 22 1912
FEBRUARY 23,"Glasgow - Office, 202, Hope Street","Glasgow - Office , 202 , Hope Street- "" The Insurance Bill "" -Miss Dalziel",['Miss Dalziel'],,FEBRUARY 22 1912
FEBRUARY 23,"Edinburgh - 40, Shandwick Place","Edinburgh 40 , Shandwick Place - Public Meeting- Miss A. Beauchamp",['Miss A. Beauchamp'],,FEBRUARY 22 1912
FEBRUARY 23,"Dublin - 33, Molesworth Street","Dublin - 33 , Molesworth Street - Irish W.S. and Local Government Association- "" Some conditions of a possible Utopia "" - T. J. Haslam , Esq .",['T.J. Haslam'],,FEBRUARY 22 1912
FEBRUARY 24,Accrington - Oak Street Assembly Hall,Accrington - Oak Street Assembly Hall - Debate- Mrs. Chew v . Mrs. P. W. Craven,"['Mrs. Chew', 'Mrs. P.W. Craven']",,FEBRUARY 22 1912
FEBRUARY 24,"Portman Rooms, Baker Street","Portman Rooms , Baker Street - N.U . annual council meeting",,N.U. annual council meeting,FEBRUARY 22 1912
FEBRUARY 25,Holloway Ethical Society,Holloway Ethical Society - Miss Ruth Young,['Miss Ruth Young'],,FEBRUARY 22 1912
FEBRUARY 26,Cheadle - Literary Institute,Cheadle - Literary Institute - Debate - Mrs . Chew v . Miss Cordelia Moir,"['Mrs. Chew', 'Miss Cordelia Moir']",,FEBRUARY 22 1912
FEBRUARY 26,Eastbourne All Souls' Men's Discussion Society,"Eastbourne All Souls ' Men's Discussion Society- Miss Hare , Rev. B. Hopson , M.A. ( chair )","['Miss Hare', 'Rev. B. Hopson']",,FEBRUARY 22 1912
FEBRUARY 26,Tower Hamlets - Ratcliff Settlement,"Tower Hamlets - Ratcliff Settlement- "" At Home "" -Miss Ruth Young , Mr. Urwick ( chair )","['Miss Ruth Young', 'Mr. Urwick (chair)']",,FEBRUARY 22 1912
FEBRUARY 26,Southwark - St. George's Circus,Southwark - St . George's Circus - open air meeting -Mrs . Merivale Mayer,['Mrs. Merivale Mayer'],,FEBRUARY 22 1912
FEBRUARY 26,Birkenhead - Neston Town Hall,"Neston Town Hall - Joint meeting with O.U.W.F.A. - Mrs . Sooresby Routledge , M.A. , Mrs. Duckworth , A. K. Bulley , Esq . , Lady Norman Hill ( chair )","['Mrs. Scoresby Routledge', 'Mrs. Duckworth', 'A.K. Bulley', 'Lady Norman Hill (chair)']",,FEBRUARY 22 1912
FEBRUARY 27,"Stevenage - ""The Chestnuts""","Stevenage - "" The Chestnuts "" -Miss Monton",['Miss Monton'],,FEBRUARY 22 1912
FEBRUARY 27,Eccles - St. Andrew's School,"Eccles - St. Andrew's School- "" The Church League for Women's Suffrage "" -Miss A. Maude Royden",['Miss A. Maude Royden'],,FEBRUARY 22 1912
FEBRUARY 27,"Nottingham - Office, 54, Long Row","Nottingham - Office , 54 , Long Row- "" At Home "" - "" Madam Roland "" -Mrs . Hickling",,"""At Home"" - ""Madam Roland""",FEBRUARY 22 1912
FEBRUARY 27,Hawick - St. James' Hall,"Hawick St. James ' Hall - Musical and dramatic "" At Home """,,"Musical and dramatic ""At Home""",FEBRUARY 22 1912
FEBRUARY 27,"Kensington - Empress Rooms, Royal Palace Hotel","Kensington - Empress Rooms , Royal Palace Hotel- London Society's At Home "" -Miss K. D. Courtney , Mrs. Hartley , Miss G. Dykes Spicer , Miss Helen Ward ( chair )","['Miss K.D. Courtney', 'Mrs. Hartley', 'Miss G. Dykes Spicer', 'Miss Helen Ward (chair)']",,FEBRUARY 22 1912
FEBRUARY 27,"Southwark - Sons of Temperance Hall, Blackfriars Road","Southwark - Sons of Temperance "" Hall , Black- friars Road - Mrs . F. T. Swanwick , M.A. , S. Pascall , Esq . , F. Briant , Esq . , J.P. , and others . Hon . Mrs. Spencer Graves ( chair )","['Mrs. F.T. Swanwick', 'S. Pascall', 'F. Briant', 'Hon. Mrs. Spencer Graves (chair)']",,FEBRUARY 22 1912
FEBRUARY 27,"Ealing - 37, Uxbridge Road","Ealing 37 , Uxbridge Road - Miss Debac's drawing- room meeting - Mrs . Stanbury",['Mrs. Stanbury'],,FEBRUARY 22 1912
FEBRUARY 27,"Poplar Liberal and Radical Association - 102, East India Road","Poplar Liberal and Radical Association - 102 , East India Road - W.S . meeting Miss Emily Hill",['Miss Emily Hill'],,FEBRUARY 22 1912
FEBRUARY 28,"Fulham - 17, Glazebury Road, W. Kensington","Fulham - 17 , Glazebury Road , W. Kensington- drawing - room meeting Miss A. Maude Royden",['Miss A. Maude Royden'],,FEBRUARY 22 1912
FEBRUARY 28,Kennington - Moffat Institute,"Kennington Moffat Institute Miss Susan Lawrence , Mrs. Stanbury , Bowers , Esq . ( chair )","['Miss Susan Lawrence', 'Mrs. Stanbury', 'Bowers (chair)']",,FEBRUARY 22 1912
FEBRUARY 28,Portsmouth - Penhale Road Schools,"Portsmouth - Penhale Road Schools - Miss O'Shea , Mrs. Newton ( chair )","[""Miss O'Shea"", 'Mrs. Newton (chair)']",,FEBRUARY 22 1912
FEBRUARY 28,"Chelsea - 31, Warwick Street","Chelsea - 31 , Warwick Street - Miss Carr's and Miss Pember's "" At Home Shop Assistants and Sweating "" -Miss Nicholas",['Miss Nicholas'],,FEBRUARY 22 1912
FEBRUARY 29,Whaley Bridge - Congregational Rooms,Bridge - Congregational Rooms - Annual meeting - Miss York,['Miss York'],,FEBRUARY 22 1912
FEBRUARY 29,Sevenoaks - The Club Hall,"Sevenoaks - The Club Hall - Lady Frances Balfour , Sir J. Cockburn , K.C.M.G. , R. K. Bevington , Esq .","['Lady Frances Balfour', 'Sir J. Cockburn', 'R.K. Bevington']",,FEBRUARY 22 1912
FEBRUARY 29,Dundee - Foresters' Hall,Dundee Foresters ' Hall - Annual meeting,,Annual meeting,FEBRUARY 22 1912
FEBRUARY 29,Keswick - Battersby Lecture Hall,"Keswick - Battersby Lecture Hall- "" W.S. in other lands "" -Miss Sidney Knight",['Miss Sidney Knight'],,FEBRUARY 22 1912
FEBRUARY 29,Dover,"Dover- "" Why men want women to have the vote "" -Mr . Lupton",['Mr. Lupton'],,FEBRUARY 22 1912
FEBRUARY 29,Knutsford Society - Lostock Gralam,"Knutsford Society - Lostock Gralam - Mrs . Cooper ( Nelson ) , Mrs. J. R. Tomlinson ( chair )","['Mrs. Cooper (Nelson)', 'Mrs. J.R. Tomlinson (chair)']",,FEBRUARY 22 1912
FEBRUARY 29,Melton Mowbray - Corn Exchange,"Melton Mowbray - Corn Exchange - Mrs . Fawcett , Mrs. Renton , Rev. E. Beresford ( chair )","['Mrs. Fawcett', 'Mrs. Renton', 'Rev. E. Beresford (chair)']",,FEBRUARY 22 1912
FEBRUARY 29,S. Norwood - Stanley Hall,"S. Norwood - Stanley Hall - Debate , Miss Abadam v . A. Maconachie , Esq . , Alderman King , J.P. ( chair )","['Miss Abadam', 'A. Maconachie', 'Alderman King (chair)']",,FEBRUARY 22 1912
MARCH 1,"Edinburgh - 40, Shandwick Place","Edinburgh 40 , Shandwick Place Events in London , February 23 , 24 and 26 "" - Miss Lisa M. Gordon",['Miss Lisa M. Gordon'],,FEBRUARY 22 1912
MARCH 1,Inverness - St. Margaret's,"Inverness - St . Margaret's- "" An evening with the anti - suffragists",,"""An evening with the anti-suffragists""",FEBRUARY 22 1912
MARCH 1,N. Hackney - Rectory Road Lecture Hall,"N. Hackney - Rectory Road Lecture Hall - Mrs . F. T. Swanwick , M.A. , Mrs. Despard , Rev. C. Hinscliff , Rev. Fleming Williams ( chair )","['Mrs. F.T. Swanwick', 'Mrs. Despard', 'Rev. C. Hinscliff', 'Rev. Fleming Williams (chair)']",,FEBRUARY 22 1912
MARCH 1,Tunbridge Wells - Great Hall,"Tunbridge Wells - Great Hall - Mass meeting - Sir J. Cockburn , K.C.M.G. , Lord Aber- conway , Miss Frances Sterling and others , Lady Brassey ( chair )","['Sir J. Cockburn', 'Lord Aberconway', 'Miss Frances Sterling', 'Lady Brassey (chair)']",,FEBRUARY 22 1912
MARCH 1,Jarrow - Miss Best's drawing-room meeting,Jarrow - Miss Best's drawing - room meeting - Miss Margaret Mein,['Miss Margaret Mein'],,FEBRUARY 22 1912
MARCH 4,Shildon Schools,Shildon Schools - Annual meeting - Miss Margaret Mein,['Miss Margaret Mein'],Annual meeting,FEBRUARY 22 1912
MARCH 4,Tower Hamlets - Ratcliff Settlement,"Tower Hamlets - Ratcliff Settlement- "" At Home "" -R . C. K. Ensor , Esq . , Mrs. Peter Thomson ( chair )","['R.C.K. Ensor', 'Mrs. Peter Thomson (chair)']",,FEBRUARY 22 1912
MARCH 4,"Crowthorne, Berks","Crowthorne , Berks annual meeting Miss A. Maude Royden , J. Malcolm Mitchell , Esq . , Mrs. Robie Uniacke ( chair )","['Miss A. Maude Royden', 'J. Malcolm Mitchell', 'Mrs. Robie Uniacke (chair)']",,FEBRUARY 22 1912
MARCH 4,Birmingham - Harborne Institute,"Birmingham - Harborne Institute - Lady Stout , Mrs. Osler ( chair ) ; songs : Miss Elma Baker","['Lady Stout', 'Mrs. Osler (chair)', 'Miss Elma Baker (songs)']",,FEBRUARY 22 1912
MARCH 5,"Kensington - Empress Rooms, Royal Palace Hotel","Kensington - Empress Rooms , Royal Palace Hotel- London Society's reception - Mrs . Fawcett , Miss J. H. Thomson , B.A. , Rev. Llewellyn Smith , Miss Frances Sterling ( chair )","['Mrs. Fawcett', 'Miss J.H. Thomson', 'Rev. Llewellyn Smith', 'Miss Frances Sterling (chair)']",,FEBRUARY 22 1912
MARCH 5,"Bristol - 111a, Whiteladies Road","Bristol 111a , Whiteladies Road - Lecture , "" Mazzini "" -Mrs . Randall Vickers",['Mrs. Randall Vickers'],,FEBRUARY 22 1912
MARCH 5,Maidenhead - Mrs. Roe's drawing-room meeting,"Maidenhead - Mrs . Roe's drawing - room meeting- Miss A. Maude Royden , Mrs. Robie Uniacke ( chair )","['Miss A. Maude Royden', 'Mrs. Robie Uniacke (chair)']",,FEBRUARY 22 1912
MARCH 6,Birmingham - Tyburn,"Birmingham - Tyburn - Mrs . Watson's drawing - room meeting - Mrs. Ring , Mrs. Godlee ( chair )","['Mrs. Ring', 'Mrs. Godlee (chair)']",,FEBRUARY 22 1912
MARCH 6,Letchworth - Howard Hall,"Letchworth - Howard Hall- "" The Sex War "" -Mrs . F. T. Swanwick , M.A.",['Mrs. F.T. Swanwick'],,FEBRUARY 22 1912
MARCH 6,"Bournemouth - Assembly Rooms, The Avenue","Bournemouth - Assembly Rooms , The Avenue- "" At Home """,,"""At Home""",FEBRUARY 22 1912
