Date,Location,Raw,Speakers,Description,Hosts,Issue date
"FRIDAY, OCTOBER 18",Camden Town,"Camden Town, Cobden Statue, Miss Coombs, Miss Gwynne 7.30 p.m.","['Miss Coombs', 'Miss Gwynne']",,,"October 18 , 1912"
"FRIDAY, OCTOBER 18",Croydon,"Croydon, 50, High - street, Blouse and Robe Sale begine.",,Blouse and Robe Sale,,"October 18 , 1912"
"FRIDAY, OCTOBER 18",Croydon,"Croydon, Katherine street, Miss Gibbs, Miss Hardy 8 p.m.","['Miss Gibbs', 'Miss Hardy']",,,"October 18 , 1912"
"FRIDAY, OCTOBER 18",Hackney,"Hackney, Well - street and Berger - road, Miss Bonwick, B.A. Chair Miss Beley","['Miss Bonwick, B.A.']",,,"October 18 , 1912"
"FRIDAY, OCTOBER 18",Ilford,"Ilford, Barking, Ripple - road, Mice Wingrove",,,,"October 18 , 1912"
"FRIDAY, OCTOBER 18",Kingston,"Kingston, 13, Union - street, Hostess: Miss N. 1.8 p.m. .......... 8 p.m. Gornall v 2.30-6 p.m.",['Miss N. Gornall'],,['Miss N. Gornall'],"October 18 , 1912"
"FRIDAY, OCTOBER 18",Lincoln's Inn House,"Lincoln's Inn House, Kingsway, W.C., Speakers' Class. Miss 7.45 p.m. Rosa Leo ........ Chair : Mrs. Heard",['Miss Rosa Leo'],,,"October 18 , 1912"
"FRIDAY, OCTOBER 18",Tooting Broadway,"Tooting Broadway, Mrs. Dacre Fox. 8 p.m.",['Mrs. Dacre Fox'],,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Clapton Pond,"Clapton Pond, Miss Barry. Chair : Miss Jenkins ......... 8 p.m.",['Miss Barry'],,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Golder's Green,"Golder's Green, Miss Wright M. Moore 8 p.m.",['Miss Wright M. Moore'],,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Palmer's Green,"Palmer's Green, Alderman's Hill, Mr. Victor Prout ... 7.30 p.m.",['Mr. Victor Prout'],,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Purley Tram Terminus,"Purley Tram Terminus, Country Walk.",,,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Hammersmith,"Hammersmith, 95, The Grove, Speakers Class.",,Speakers Class,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Harlesden,"Harlesden, Manor Pk. - road, Miss Feek, Miss Wadeson 8 p.m.","['Miss Feek', 'Miss Wadeson']",,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Holloway Prison,"Holloway Prison, Miss B. Guthrie",,,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Ilford,"Ilford, Balfour - road, Miss Guttridge 8 p.m.",['Miss Guttridge'],,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Kilburn,"Kilburn, Messina - avenue, Miss Coombs, Mrs. Freeman ... 8 p.m.","['Miss Coombs', 'Mrs. Freeman']",,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Kingston,"Kingston, Coronation Stone, Miss Bonwick, B.A. .8 p.in.","['Miss Bonwick, B.A.']",,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Lewisham,"Lewisham, 1, Lewis - grove, Members' Rally .. 3 p.m.",,Members' Rally,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Stratford,"Stratford, Maryland Point Station, Miss Agnes Kelly ...... 8 p.m.",['Miss Agnes Kelly'],,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Wembly,"Wembly, Miss Agnes Davidson ..8 p.m.",['Miss Agnes Davidson'],,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Wimbledon,"Wimbledon, 9, Victoria - crescent, Exhibition and Sale of Children's Clothes",,,,"October 18 , 1912"
"SATURDAY, OCTOBER 19",Wimbledon Broadway,"Wimbledon Broadway, Miss Kelly. Chair : Mrs. Huggett",['Miss Kelly'],,,"October 18 , 1912"
