Date,Location,Raw,Speakers,Description,Hosts,Issue date
FEBRUARY 8,"Birmingham The Farm, Sparkbrook","Birmingham The Farm , Sparkbrook - Miss Lloyd's drawing - room meeting - Mrs . Miss Southall ( chair ) .","['Mrs. Southall', ""Miss Lloyd's"", 'Miss Knight', 'Rev. Taylor Herd- "" Women\'s responsibility now and after enfranchisement ""']",,,"FEBRUARY 8 , 1912"
FEBRUARY 8,Keswick - Battersby Lecture Hall,"Keswick - Battersby Lecture Hall- "" Some Objections to W.S. "" Rev. Taylor Herd- "" Women's responsibility now and after enfranchisement "" Miss Sidney Ring , 4.0","['Rev. Taylor Herd- "" Women\'s responsibility now and after enfranchisement ""', 'Miss Sidney Ring']",,,"FEBRUARY 8 , 1912"
FEBRUARY 8,Manchester - Midland Hall,Manchester - Midland Hall - Suffrage Bazaar .,,,,"FEBRUARY 8 , 1912"
FEBRUARY 8,Wantage - Victoria Cross Gallery,"Wantage - Victoria Cross Gallery - Debate - Miss Gladys Pott ( N.L.O.W.S. ) v . A. D. Lindsay , Esq . ( N.U.W.S.S. ) , Wroughton , Esq . ( chair ) 12.30","['Miss Gladys Pott', 'A. D. Lindsay, Esq.']",,,"FEBRUARY 8 , 1912"
FEBRUARY 8,P Bridlington - Rountree and Taylor's Café,P Bridlington - Rountree and Taylor's Café - Miss Abadam 8.0,,,,"FEBRUARY 8 , 1912"
FEBRUARY 8,Menai Bridge,Menai Bridge - Miss Lamport's drawing - room meeting - Miss A. Maude Royden Afternoon,['Miss A. Maude Royden'],,,"FEBRUARY 8 , 1912"
FEBRUARY 8,Farnboro ' - Town Hall,"Farnboro ' - Town Hall - Mrs . Robie Uniacke , Prof. de Sumichrast , Mrs. Countess of Selborne ( chair )","['Mrs. Robie Uniacke', 'Prof. de Sumichrast']",,,"FEBRUARY 8 , 1912"
FEBRUARY 8,Bristol - Bedminster - Mrs. Glass's parlour,Bristol - Bedminster - Mrs . Glass's parlour meet- ing 3.0,,parlour meeting,,"FEBRUARY 8 , 1912"
FEBRUARY 9,York,York Mrs. Thompson's drawing - room meeting- Miss Abadam,,,,"FEBRUARY 8 , 1912"
FEBRUARY 9,Manchester - Midland Hall,Manchester - Midland Hall - Suffrage Bazaar,,,,"FEBRUARY 8 , 1912"
FEBRUARY 9,Harrogate Spa Rooms,Harrogate Spa Rooms - Miss Abadam 8.0,,,,"FEBRUARY 8 , 1912"
FEBRUARY 9,Letchworth - Pixmore Institute,"Letchworth - Pixmore Institute - At Home to meet Mrs. Rackham and H. N. Brailsford , Esq . 3.0",,,,"FEBRUARY 8 , 1912"
FEBRUARY 9,"Newcastle - on - Tyne - Drawing - room Cafe, Northumberland Street","Newcastle - on - Tyne - Drawing - room Cafe , Northum berland Street - Mrs . and Miss Pease's drawing - room meeting - Miss I. O. Ford , Gerald Stoney , Esq . , F.R.S. ( chair )","['Miss I. O. Ford', 'Gerald Stoney, Esq.']",,,"FEBRUARY 8 , 1912"
FEBRUARY 9,South Shields - Congregational Hall,South Shields - Congregational Hall - Miss I. O. Ford 8.0,,,,"FEBRUARY 8 , 1912"
FEBRUARY 9,Hexham,Hexham - Miss Robb's drawing - room meeting- Miss C. M. Gordon 8.0,,,,"FEBRUARY 8 , 1912"
FEBRUARY 9,Huntingdon Town Hall,"Huntingdon Town Hall - Miss Sterling , W. J. Mirrlees , Esq . , H. C. Jones , Esq . ( chair )","['Miss Sterling', 'W. J. Mirrlees, Esq.', 'H. C. Jones, Esq.']",,,"FEBRUARY 8 , 1912"
FEBRUARY 9,Melton Mowbray - Basford's Laundry,Melton Mowbray - Basford's Laundry - Mrs . Renton 12.30,,,,"FEBRUARY 8 , 1912"
