Date,Location,Raw,Description,Speakers,Hosts,Issue date
JANUARY 23,"Hampstead - 1, Belsize Gardens","JANUARY 23 Hampstead - 1 , Belsize Gardens - Drawing - room Meeting Speaker , Mrs. Oliver Strachey - Chair , Mrs. Ronald Garrett",Drawing-room Meeting,"['Mrs. Oliver Strachey', 'Mrs. Ronald Garrett (Chair)']",,"JANUARY 23 , 1914"
JANUARY 23,"Chiswick and Bedford Park - 12, Bolton Road, Grove Park, Chiswick","JANUARY 26 . Chiswick and Bedford Park - 12 , Bolton Road , Grove Park , Chiswick - Meeting for Working Women Hostess , Mrs. Campbell - Speaker , Mrs. Arthur Savory",Meeting for Working Women,['Mrs. Arthur Savory'],['Mrs. Campbell'],"JANUARY 23 , 1914"
JANUARY 23,"East Dulwich - 46, The Gardens, Peckham Rye","JANUARY 26 . East Dulwich - 46 , The Gardens , Peckham Rye -Meeting for Members and "" Friends "" - Hostess , Mrs. Harvey","Meeting for Members and "" Friends """,,['Mrs. Harvey'],"JANUARY 23 , 1914"
JANUARY 27,"Central Hackney - 92, Dalston Lane","JANUARY 27 . Central Hackney - 92 , Dalston Lane - Meeting of Unionist Pioneers - Speaker , Mrs. Gimingham , M.A.",Meeting of Unionist Pioneers,"['Mrs. Gimingham, M.A.']",,"JANUARY 23 , 1914"
JANUARY 27,"Golder's Green - 2, Reynolds Close, Hampstead Way","JANUARY 27 . Golder's Green -- 2 , Reynolds Close , Hampstead Way Members ' Meeting - Hostess , Mrs. Douglas Garrett Speakers , Mrs. Oliver Strachey and Mrs. Ronald Garrett",Members' Meeting,"['Mrs. Oliver Strachey', 'Mrs. Ronald Garrett']",['Mrs. Douglas Garrett'],"JANUARY 23 , 1914"
JANUARY 27,"North and South Paddington - Guardians' Offices, 313-319, Harrow Road","JANUARY 27 . North and South Paddington - Guardians ' Offices , 313-319 , Harrow Road - Social Meeting- Speaker , Mrs. Ronald Garrett - Suffrage Monologue Miss Margaret Bussé - Tea and Coffee , Music","Social Meeting. Tea and Coffee, Music","['Mrs. Ronald Garrett', 'Miss Margaret Bussé (Suffrage Monologue)']",,"JANUARY 23 , 1914"
JANUARY 28,"Ealing and Acton- "" Ingleside, "" Edge Hill Road","JANUARY 28 . Ealing and Acton- "" Ingleside , "" Edge Hill Road , Drawing - room Meeting - Hostess , Mrs. McBride Speaker , Mrs. Arthur Savory",Drawing-room Meeting,['Mrs. Arthur Savory'],['Mrs. McBride'],"JANUARY 23 , 1914"
JANUARY 28,"Hammersmith - Gladstone Club, 117, Goldhawk Road, Shepherd's Bush","JANUARY 28 . Hammersmith - Gladstone Club , 117 , Goldhawk Road , Shepherd's Bush - Chair , Mrs. Jewell",,['Mrs. Jewell (Chair)'],,"JANUARY 23 , 1914"
JANUARY 28,Tower Hill,"JANUARY 28 . Tower Hill - Open - air Meeting - Speakers , Miss Helen Ward and Mr. Groves , J.P.",Open-air Meeting,"['Miss Helen Ward', 'Mr. Groves, J.P.']",,"JANUARY 23 , 1914"
JANUARY 29,"East St. Pancras - 187, Camden Road","JANUARY 29 . East St. Pancras - 187 , Camden Road - Drawing- room Meeting - Hostess , Mrs. Davies - Speaker , Miss J. H. Thomson , M.A.",Drawing-room Meeting,"['Miss J. H. Thomson, M.A.']",['Mrs. Davies'],"JANUARY 23 , 1914"
JANUARY 29,"East St. Pancras - 51, Gordon Square","JANUARY 29 . East St. Pancras - 51 , Gordon Square - Hostess , Mrs. Herbert Rendel - Speaker , Mrs. Ford Smith -Chair , Miss Lidgett , P.L.G.",,"['Mrs. Ford Smith', 'Miss Lidgett, P.L.G. (Chair)']",['Mrs. Herbert Rendel'],"JANUARY 23 , 1914"
JANUARY 23,"Birmingham - Youths' Club, 20, Easy Row","JANUARY 23 . Birmingham - Youths ' Club , Speakers , Mrs. Ring and Mr. A. Bayes 3.30 3.0",,"['Mrs. Ring', 'Mr. A. Bayes']",,"JANUARY 23 , 1914"
JANUARY 23,"Scarborough- "" The Housing Problem ""","JANUARY 23 . Scarborough- "" "" The Housing fessor Macgregor , M.A. C. C. Graham , J.P. )","Lecture on "" The Housing Problem ""","['Professor Macgregor, M.A.', 'Mr. C. C. Graham, J.P. (Chair)']",,"JANUARY 23 , 1914"
JANUARY 23,Southampton - The Art Gallery,"JANUARY 23 . Southampton - The on "" What Women have done with the Vote , and what they may do in England "" -Tea at 4.30","Dr. Stancomb on "" What Women have done with the Vote, and what they may do in England "". Tea at 4.30",,,"JANUARY 23 , 1914"
JANUARY 23,Wallasey and Wirral - Drawing-room Meeting,"JANUARY 23 . Wallasey and Wirral Hostess , Miss Jobins Chair , Miss E. F.",Drawing-room Meeting,"['Miss Cherry-McPherson', 'Miss E. F. S. (Chair)']",['Miss Jobins'],"JANUARY 23 , 1914"
JANUARY 23,"South Hackney - Wesleyan Church, Castland Road","JANUARY 23 . South Hackney - Wesleyan Church , Castland Road Speaker , Mrs. Gimingham , M.A. 8.0",,"['Mrs. Gimingham, M.A.']",,"JANUARY 23 , 1914"
