Date,Location,Raw,Speakers,Description,Issue date
MAY 2,"Leamington - Birch's Music Rooms, Parade","Leamington - Birch's Music Rooms , Parade Warwick and Leamington Franchise Club",[],,"MAY 2 , 1912"
MAY 2,Swansea - Mrs. Lewis Lewis's drawing-room,Swansea - Mrs . Lewis Lewis's drawing - room meet- ing - Miss Helen Fraser,['Miss Helen Fraser'],,"MAY 2 , 1912"
MAY 2,Swansea - Minor Albert Hall,"Swansea - Minor Albert Hall - Lecture - Miss Helen Fraser , Miss Dillwy ( chair )","['Miss Helen Fraser', 'Miss Dillwy (chair)']",,"MAY 2 , 1912"
MAY 2,Wallsend - Co-operative Hall,Wallsend - Co - operative Hall - Mrs . Philip Snowden,['Mrs. Philip Snowden'],,"MAY 2 , 1912"
MAY 2,Leighton Buzzard - Assembly Room - The Borough Hall,"Leighton Buzzard - Assembly - Borough Hall Mrs. Philip Snowden , Miss Lucas","['Mrs. Philip Snowden', 'Miss Lucas']",,"MAY 2 , 1912"
MAY 2,Newcastle-on-Tyne,"Newcastle - on - Tyne 27 , Ridley Place White Elephant tea and sale",,White Elephant tea and sale,"MAY 2 , 1912"
MAY 2,"Newbridge - Mrs. Atkinson's ""At Home""","Newbridge Mrs. Atkinson's "" At Home "" -Miss Noel Wright",['Miss Noel Wright'],,"MAY 2 , 1912"
MAY 2,Coventry - Priory Row Assembly Room,"Coventry - Priory Row Assembly Room Frances Balfour , Dr. Pearson ( chair )","['Frances Balfour', 'Dr. Pearson (chair)']",,"MAY 2 , 1912"
MAY 3,Stockton-on-Tees,Stockton - on - Tees,[],,"MAY 2 , 1912"
MAY 3,"Wolverhampton - Mrs. F. D. Taylor's ""At Home""","Wolverhampton - Mrs . F. D. Taylor's "" At Home "" Miss Noel Wright",['Miss Noel Wright'],,"MAY 2 , 1912"
MAY 3,Brighton - Mrs. Schofield's drawing-room,"Brighton - Mrs . Schofield's drawing - room meeting- Mrs. Timpany , B.A.","['Mrs. Timpany, B.A.']",,"MAY 2 , 1912"
MAY 4,Horsham - Town Hall,"Horsham - Town Hall Members ' meeting - Mrs . Kineton Parkes on "" Tax Resistance """,['Mrs. Kineton Parkes'],Members' meeting,"MAY 2 , 1912"
MAY 6,"Nottingham - Office, 54, Long Row","Nottingham - Office , 54 , Long Row - Whist drive , admission 6d",,"Whist drive, admission 6d.","MAY 2 , 1912"
MAY 6,Letchworth - Brightcot,Letchworth Brightcot- Speakers ' Class Mrs. Rackham,['Mrs. Rackham'],Speakers' Class,"MAY 2 , 1912"
MAY 6,Letchworth - Odsey Schoolroom,Letchworth - Odsey Schoolroom - Mrs . Rackham,['Mrs. Rackham'],,"MAY 2 , 1912"
MAY 6,"Bristol - 111a, Whiteladies' Road","Bristol - 111a , Whiteladies ' Road- "" At Home "" - Miss Helen Fraser",['Miss Helen Fraser'],,"MAY 2 , 1912"
MAY 6,Bristol - Mrs. Pease's drawing-room,"Bristol - Mrs . Pease's drawing - room meeting - Miss Helen Fraser , Rev. Canon Talbot , D.D. ( chair )","['Miss Helen Fraser', 'Rev. Canon Talbot, D.D. (chair)']",,"MAY 2 , 1912"
MAY 6,"Birmingham - 29, George Road, Edgbaston","Birmingham - 29 , George Road , Edgbaston - Mrs . Hugh's meeting for Hospital Nurses- Miss Matters",['Miss Matters'],,"MAY 2 , 1912"
MAY 6,Knebworth - Mission Room,"Knebworth - Mission Room - Miss A. Villiers , Miss Plowden ( chair )","['Miss A. Villiers', 'Miss Plowden (chair)']",,"MAY 2 , 1912"
MAY 6,"Croydon - The Office, The Arcade, High Street","Croydon - The Office , The Arcade , High Street- "" The Protection of the Girl "" -Mrs . Duncan Harris",['Mrs. Duncan Harris'],,"MAY 2 , 1912"
MAY 6,Wadebridge - Town Hall,"Wadebridge Town Hall - Miss Chrystal Macmillan , Miss Norma Smith , Mrs. J. M. Mao- millan ( chair )","['Miss Chrystal Macmillan', 'Miss Norma Smith', 'Mrs. J. M. Macmillan (chair)']",,"MAY 2 , 1912"
MAY 7,"Huddersfield - 60, West Parade - Miss Harrop's drawing-room","Huddersfield - 60 , West Parade - Miss Harrop's drawing - room meeting - Miss Clarkson , Miss Siddon ( chair )","['Miss Clarkson', 'Miss Siddon (chair)']",,"MAY 2 , 1912"
MAY 7,Birkenhead - Y.M.C.A. Hall,"Birkenhead - Y.M.C.A . Hall - Miss Abadam , Miss Dora Mason , M.A. , Councillor T. Raffles - Bulley , J.P. ( chair )","['Miss Abadam', 'Miss Dora Mason, M.A.', 'Councillor T. Raffles-Bulley, J.P. (chair)']",,"MAY 2 , 1912"
MAY 7,"Newcastle-on-Tyne - 27, Ridley Place","Newcastle - on - Tyne - 27 , Ridley Place Shop assis- tants ' meeting",,Shop assistants' meeting,"MAY 2 , 1912"
MAY 7,Brockham Green - Schoolroom,"Brockham Green - Schoolroom - Mrs . Duncan Harris , Miss N. O'Shea , Mrs. Auerbach ( chair )","['Mrs. Duncan Harris', ""Miss N. O'Shea"", 'Mrs. Auerbach (chair)']",,"MAY 2 , 1912"
MAY 7,Bristol - Waggon Works,Bristol - Waggon Works Open - air meeting - Miss Helen Fraser,['Miss Helen Fraser'],Open-air meeting,"MAY 2 , 1912"
MAY 7,Bristol - The Misses Tanner's drawing-room,Bristol - The Misses Tanner's drawing - room meeting -Miss Helen Fraser,['Miss Helen Fraser'],,"MAY 2 , 1912"
MAY 7,"Cambridge - 20, Green Street","Cambridge - 20 , Green Street- "" At Home "" - "" Votes and Wages """,,"""Votes and Wages""","MAY 2 , 1912"
MAY 7,"Brighton - East Brighton Unionist Club, Bristol Road","Brighton East Brighton Unionist Club , Bristol Road - Miss Frances Stirling",['Miss Frances Stirling'],,"MAY 2 , 1912"
MAY 8,New Milton - Pagoda Tea Rooms,New Milton - Pagoda Tea Rooms - Mrs . Rowe ( Bournemouth ),['Mrs. Rowe (Bournemouth)'],,"MAY 2 , 1912"
MAY 8,"Newcastle-on-Tyne - 27, Ridley Place","Newcastle - on - Tyne - 27 , Ridley Place - Shop assis- tants ' meeting",,,"MAY 2 , 1912"
MAY 8,East Bristol - Moorfields,East Bristol . - Moorfields - Miss Helen Fraser,['Miss Helen Fraser'],,"MAY 2 , 1912"
MAY 8,Bishopsworth - Schoolroom,Bishopsworth - School room - Miss Helen Fraser,['Miss Helen Fraser'],,"MAY 2 , 1912"
MAY 8,"Seaford - Assembly Hall, Brockenhurst School","Seaford - Assembly Hall , Brockenhurst School - Miss Frances Sterling , Muriel , Countess de la Warr ( chair )","['Miss Frances Sterling', 'Muriel, Countess de la Warr (chair)']",,"MAY 2 , 1912"
MAY 9,Staple Hill - Council School Hall,Staple Hill Council School Hall - Miss Helen Fraser,['Miss Helen Fraser'],,"MAY 2 , 1912"
MAY 9,Coventry - Corn Exchange,"Coventry - Corn Exchange - Mrs . F. T. Swanwick , M.A. , G. Manville , Esq . ( chair )","['Mrs. F. T. Swanwick, M.A.', 'G. Manville, Esq. (chair)']",,"MAY 2 , 1912"
MAY 9,Chorley - Workers' Educational Association College,"Chorley - Workers ' Educational Association College -Miss Dora Mason , M.A.","['Miss Dora Mason, M.A.']",,"MAY 2 , 1912"
MAY 9,Uckfield - Town Hall,"Uckfield - Town Hall - Miss Frances Sterling , Sir J. Cockburn , K.C.M.G. , The Countess Brassey ( chair )","['Miss Frances Sterling', 'Sir J. Cockburn, K.C.M.G.', 'The Countess Brassey (chair)']",,"MAY 2 , 1912"
