Date,Location,Raw,Speakers,Description,Hosts,Issue date
SEPTEMBER 29,Hexham Town Hall,"Hexham Town Hall - J . T. Dunn , Esq . , D.Sc. ( Chairman ) , Mrs. Fawcett .","['Mrs. Fawcett', 'J. T. Dunn, Esq., D.Sc.']",,,"SEPTEMBER 29 , 1910"
SEPTEMBER 29,Shrewsbury - Ridgebourne,Shrewsbury - Ridgebourne - Drawing - room Meeting - Mrs . Cock ( Hostess ) .,,Drawing-room Meeting,['Mrs. Cock'],"SEPTEMBER 29 , 1910"
SEPTEMBER 30,Dublin,Dublin Irish W.S. and Local Government Association - Miss M. B. Todd on The Duties of Servants and Mistresses .,['Miss M. B. Todd'],,,"SEPTEMBER 29 , 1910"
SEPTEMBER 30,"New Forest - St. Catherine's, Barton-on-Sea","New Forest - St . Catherine's , Barton - on - Sea - Drawing - room Meet- ing - Miss Duncan .",['Miss Duncan'],Drawing-room Meeting,,"SEPTEMBER 29 , 1910"
SEPTEMBER 30,Stocksfield - The Red House,"Stocksfield - The Red House - Mrs . Adams ( Hostess ) , Mrs. Fawcett .","['Mrs. Fawcett', 'Mrs. Adams']",,,"SEPTEMBER 29 , 1910"
SEPTEMBER 30,Birkenhead - Nurses' Institute,Birkenhead - Nurses ' Institute - Mrs . Raffles - Bulley .,['Mrs. Raffles-Bulley'],,,"SEPTEMBER 29 , 1910"
SEPTEMBER 30,Warwick and Leamington - Masonic Rooms,Warwick and Leamington - Masonic Rooms - Members ' Meeting .,,Members' Meeting,,"SEPTEMBER 29 , 1910"
SEPTEMBER 30,Plymouth - Drake's Circus,Plymouth - Drake's Circus - Public Meeting - Miss Norma Smith .,['Miss Norma Smith'],,,"SEPTEMBER 29 , 1910"
SEPTEMBER 30,Strand Green - Station,"Strand Green - Station - Open - air Meeting - Miss Cockle , Mr. T. Simpson .","['Miss Cockle', 'Mr. T. Simpson']",,,"SEPTEMBER 29 , 1910"
OCTOBER 1,"London Highgate - High Road, E. Finchley","London Highgate - High Road , E. Finchley - Open - air Meeting .",,,,"SEPTEMBER 29 , 1910"
OCTOBER 1,Bodmin Mount Folly,Bodmin Mount Folly - Miss Norma Smith .,['Miss Norma Smith'],,,"SEPTEMBER 29 , 1910"
OCTOBER 2,"Leeds - Adult School, Mill Hill","Leeds - Adult School , Mill Hill - Miss Fielden .",['Miss Fielden'],,,"SEPTEMBER 29 , 1910"
OCTOBER 3,Carnforth Co-operative Hall,"Carnforth Co - operative Hall - Miss Royden , Rev. J. Whiteside ( Chairman ) .","['Miss Royden', 'Rev. J. Whiteside']",,,"SEPTEMBER 29 , 1910"
OCTOBER 3,"Altrincham Society - Drill Hall, Lymm","Altrincham Society - Drill Hall , Lymm - Miss Stirling .",['Miss Stirling'],,,"SEPTEMBER 29 , 1910"
OCTOBER 3,London - Camberwell - Collyn Place,London - Camberwell - Collyn Place - Mr . Simpson .,['Mr. Simpson'],,,"SEPTEMBER 29 , 1910"
OCTOBER 3,London Blackheath,"London Blackheath Drawing - room Meeting Mrs. Yapp ( Hostess ) , Miss J. Thomson .","['Miss J. Thomson', 'Mrs. Yapp']",Drawing-room Meeting,,"SEPTEMBER 29 , 1910"
OCTOBER 3,London - Clerkenwell,London - Clerkenwell - Open - air Meeting .,,,,"SEPTEMBER 29 , 1910"
OCTOBER 3,Huddersfield - Women Liberals,Huddersfield - Women Liberals - Miss Fielden .,['Miss Fielden'],,,"SEPTEMBER 29 , 1910"
OCTOBER 4,Cirencester,"Cirencester - Debate - Miss Mildred Ransom , Miss Mabel Smith ( A.-S. League ) .","['Miss Mildred Ransom', 'Miss Mabel Smith']",Debate,,"SEPTEMBER 29 , 1910"
OCTOBER 4,Farnworth - Moor Hall,Farnworth - Moor Hall - Miss Robertson .,['Miss Robertson'],,,"SEPTEMBER 29 , 1910"
OCTOBER 4,Leeds The Institute,"Leeds The Institute - Debate - Mrs . Archibald Colquhoun , Miss Fielden .","['Mrs. Archibald Colquhoun', 'Miss Fielden']",Debate,,"SEPTEMBER 29 , 1910"
OCTOBER 4,Farnworth,"Farnworth Public Meeting - Miss Stirling , Mrs. Cooper .","['Miss Stirling', 'Mrs. Cooper']",,,"SEPTEMBER 29 , 1910"
OCTOBER 4,Leigh,Leigh Public Meeting - Miss Robertson .,['Miss Robertson'],,,"SEPTEMBER 29 , 1910"
OCTOBER 5,Hyde,"Hyde Public Meeting Mrs. Cooper , Miss Stirling .","['Mrs. Cooper', 'Miss Stirling']",,,"SEPTEMBER 29 , 1910"
OCTOBER 5,Radcliffe,Radcliffe Public Meeting - Miss Robertson .,['Miss Robertson'],,,"SEPTEMBER 29 , 1910"
OCTOBER 5,London - Enfield - Constitutional Club,London - Enfield - Constitutional Club - Debate - Miss Rinder . Miss Mabel Smith ( A.-S. L. ) .,"['Miss Rinder', 'Miss Mabel Smith']",Debate,,"SEPTEMBER 29 , 1910"
OCTOBER 5,"Chirnside, Berwickshire","Chirnside , Berwickshire Grand Variety Sale - Lady Low , Lady Frances Balfour .","['Lady Low', 'Lady Frances Balfour']",Grand Variety Sale,,"SEPTEMBER 29 , 1910"
OCTOBER 5,Radcliffe Co-operative Hall,Radcliffe Co - operative Hall - Miss Robertson .,['Miss Robertson'],,,"SEPTEMBER 29 , 1910"
