Date,Location,Raw,Speakers,Description,Hosts,Issue date
October 10,Bow,"Friday , October 10 . 8 p.m. Bow . Ford Road . Miss Canning",['Miss Canning'],,,"October 10 , 1913"
October 10,Croydon,"Croydon , Katherine Street . Miss M. Wright",['Miss M. Wright'],,,"October 10 , 1913"
October 10,Cricklewood,"Cricklewood , Clock Tower . Miss P. Rickards",['Miss P. Rickards'],,,"October 10 , 1913"
October 10,Kilburn,"8 p.m. Kilburn , Lecture Room , 310 , High Road . Mr. Cameron Grant , Mrs. Madeleine Lucette Ryley","['Mr. Cameron Grant', 'Mrs. Madeleine Lucette Ryley']",,,"October 10 , 1913"
October 10,South Kensington,"South Kensington , opposite Earls Court Station . Miss Joan Dugdale . Chair : Miss Mable Durham",['Miss Joan Dugdale'],,,"October 10 , 1913"
October 10,Kingsway,"Lincoln's Inn House , Kingsway . Speakers ' Class : Miss Rosa Loo",['Miss Rosa Loo'],Speakers' Class,,"October 10 , 1913"
October 10,North Kensington,"7.45 p.m. North Kensington , Blenheim Crescent and Portobello Road . Miss Gwen Richard . Chair : Miss March",['Miss Gwen Richard'],,,"October 10 , 1913"
October 10,Poplar,"8 p.m. Poplar , Manchester Road and East Ferry Road . Miss Hopkins",['Miss Hopkins'],,,"October 10 , 1913"
October 10,Putney,"Putney , Werter Koad 8 p.m.",[],,,"October 10 , 1913"
October 10,Sloane Square,7 p.m. Sloane Square . Mrs. Temple Bird,['Mrs. Temple Bird'],,,"October 10 , 1913"
October 10,Thornton Heath,12.15 p.m. Thornton Heath Clock Tower . Mrs. Bouvier . Chair : Miss Hall,['Mrs. Bouvier'],,,"October 10 , 1913"
October 10,Tooting Broadway,Tooting Broadway . Miss Palmer,['Miss Palmer'],,,"October 10 , 1913"
October 10,Upper Holloway,"8 p.m. Upper Holloway , corner of Elthorne Road . Miss Barry , Mr. Mobbs","['Miss Barry', 'Mr. Mobbs']",,,"October 10 , 1913"
October 10,West Ham,"West Ham , The Grove , Stratford . Miss Rogere . Chair : Mr. Rowe",['Miss Rogere'],,,"October 10 , 1913"
October 11,Holloway Road,"Saturday , October 11 . 8 p.m. Holloway Road , Jones Bros. Miss Gwen Richard , Miss Kirby","['Miss Gwen Richard', 'Miss Kirby']",,,"October 10 , 1913"
October 11,Ilford,"Ilford , outside Town Hall . Miss Meakin",['Miss Meakin'],,,"October 10 , 1913"
October 11,West Ham,"8 p.m. West Ham , Greengate , Plaistow . Miss Phillips , Miss Brice","['Miss Phillips', 'Miss Brice']",,,"October 10 , 1913"
October 11,Willesden Green,"Willesden Green , Library . Miss Jacobs ,",['Miss Jacobs'],,,"October 10 , 1913"
