Date,Location,Raw,Speakers,Description,Issue date
FEB . 7,Bow,"Bow , The Obelisk . M.P.U.",[],,"February 7 , 1913"
FEB . 7,Chelsea,"Chelsea , 308 , King's - road . Mrs.",[],,"February 7 , 1913"
FEB . 7,Clapham,"Clapham , The Plough . Mrs.",[],,"February 7 , 1913"
FEB . 7,Cricklewood,"Cricklewood , Clock Tower .",[],,"February 7 , 1913"
FEB . 7,Kingston,"Kingston , 54 , Clarence - street . Gray . Chair : Mrs. Dacro",[],,"February 7 , 1913"
FEB . 7,Lincoln's Inn House,"Lincoln's Inn House , Kingsway",[],,"February 7 , 1913"
FEB . 7,Sloane - square,"Sloane - square , Mrs. Theresa",[],,"February 7 , 1913"
FEB . 8,Harlesden,"Harlesden , Manor Park - road .",[],,"February 7 , 1913"
FEB . 8,Harrow - rond,"Harrow - rond , Fifth - avenue .",[],,"February 7 , 1913"
FEB . 8,Ilford,"Ilford , Balfour - road .",[],,"February 7 , 1913"
FEB . 8,Kingston,"Kingston , Church - street . Miss",[],,"February 7 , 1913"
FEB . 8,Putney,"Putney , Werter - road . Miss A.",[],,"February 7 , 1913"
FEB . 8,Stratford,"Stratford , Maryland - point . Miss",[],,"February 7 , 1913"
FEB . 8,Walthamstow,"Walthamstow , Church - hill .",[],,"February 7 , 1913"
FEB . 8,Wimbledon,"Wimbledon , Broadway . Miss",[],,"February 7 , 1913"
FEB . 9,Hampstead Heath,"Hampstead Heath , Flagstaff .",[],,"February 7 , 1913"
FEB . 9,Hyde Park,"Hyde Park , near Marble Arch .",[],,"February 7 , 1913"
FEB . 9,Wimbledon Common,Wimbledon Common . Miss Elsa Mox .,[],,"February 7 , 1913"
FEB . 10,Kensal Rise,"Kensal Rise , Harvist - road Schools",[],,"February 7 , 1913"
FEB . 10,London Pavilion,"London Pavilion , Piccadilly A. Kenney , the Rev. R. B. Exton , Miss Gwendolen Logan 3.15 p.m.","['A. Kenney', 'Rev. R. B. Exton', 'Gwendolen Logan']",,"February 7 , 1913"
FEB . 10,Wimbledon,"Wimbledon , Queen's Hall , Broadway . Lantern Lecture . Mrs. Lamartine Yates ..",['Mrs. Lamartine Yates'],,"February 7 , 1913"
FEB . 11,Chelsea,"Chelsea , World's End . Miss",[],,"February 7 , 1913"
FEB . 11,Palmer's Green,"Palmer's Green , 6 , Stonard - road",[],,"February 7 , 1913"
FEB . 12,Chelsea,"Chelsea , Limerston - street . Miss",[],,"February 7 , 1913"
FEB . 12,Croydon,"Croydon , Large Public Hall . Mrs. Pankhurst . Chair : Mrs. Dove",['Mrs. Pankhurst'],,"February 7 , 1913"
FEB . 12,Ilford,"Ilford , Barking , Ripple - road . Miss Haslam",['Miss Haslam'],,"February 7 , 1913"
FEB . 12,Kilburn,"Kilburn , 310 , High - rond , Lecture Room . Debate . Mrs. Lamartine Yates , Mr. J. R. Macdonald . Chair : Mr. Hicks Bolton , M.A.","['Mrs. Lamartine Yates', 'Mr. J. R. Macdonald']",,"February 7 , 1913"
FEB . 12,North Kensington,"North Kensington , Bramley Arms , Latimer - road . Mrs. Hughes",['Mrs. Hughes'],,"February 7 , 1913"
FEB . 12,Stepney,"Stepney , Burdett - road , Congregational Church . Miss Bonwick",['Miss Bonwick'],,"February 7 , 1913"
FEB . 13,Essex Hall,"Essex Hall , Essex - street , Strand . Miss Annie Kenney , Miss Pankhurst , Miss G. Brackenbury , and others : Mr. H. W. Nevinson","['Miss Annie Kenney', 'Miss Pankhurst', 'Miss G. Brackenbury', 'Mr. H. W. Nevinson']",,"February 7 , 1913"
FEB . 13,Hampstead Town Hall,Hampstead Town Hall . Mrs. Pankhurst . Chair : Mr. H. D. Harben,['Mrs. Pankhurst'],,"February 7 , 1913"
FEB . 13,Harringay,"Harringay , Beresford Hall , 611 , Green - lanes . Miss Leonora Tyson",['Miss Leonora Tyson'],,"February 7 , 1913"
FEB . 13,Limehouse,"Limehouse , Grosvenor Hall . Mrs. Temple Bird",['Mrs. Temple Bird'],,"February 7 , 1913"
FEB . 13,Sydenham,"Sydenham , Foresters ' Hall , Dartmouth - road . Miss E. Wylie",['Miss E. Wylie'],,"February 7 , 1913"
FEB . 14,Chelsea,"Chelsea , 308 , King's - road",[],,"February 7 , 1913"
FEB . 14,Clapham,"Clapham , The Plough . Miss",[],,"February 7 , 1913"
FEB . 14,Cricklewood,"Cricklewood , Clock Tower . Miss",[],,"February 7 , 1913"
FEB . 14,Lincoln's Inn House,"Lincoln's Inn House , Kingsway",[],,"February 7 , 1913"
FEB . 14,Putney,"Putney , Werter - road . Miss E.",[],,"February 7 , 1913"
FEB . 14,Sloane - square,Sloane - square . Mrs. Penn -,[],,"February 7 , 1913"
FEB . 7,Bath,"Bath . 12 , Walcot - street . Miss",[],,"February 7 , 1913"
FEB . 7,Cardiff,"Cardiff , Wattsville . I.L.P. Miss",[],,"February 7 , 1913"
FEB . 7,Edinburgh,"Edinburgh , Broxburn . Miss",[],,"February 7 , 1913"
