Date,Location,Raw,Speakers,Description,Issue date
SEPTEMBER 22,"North of England - St. Philip's Mission Hall, Salford","North of England - St . Philip's Mission Hall , Salford - Women's Meeting Miss Robertson . 3.0",['Miss Robertson.'],,"SEPTEMBER 22 , 1910"
SEPTEMBER 22,North of England - South Salford,North of England - South Salford Suffrage Club Social .,,Suffrage Club Social,"SEPTEMBER 22 , 1910"
SEPTEMBER 22,"North of England - East Manchester and District - Lecture Hall, United Methodist Church (opposite Tram Shed), Hyde Road, Ardwick","North of England - East Manchester and District - Lecture Hall , United Methodist Church ( opposite Tram Shed ) , Hyde Road , Ardwick - Mrs . F. T. Swan- wick , M.A. , Miss K. D. Courtney . 8.0","['Mrs. F. T. Swanwick, M.A.', 'Miss K. D. Courtney']",,"SEPTEMBER 22 , 1910"
SEPTEMBER 22,"London - Camberwell - Collyer Place, Peckham","London - Camberwell - Collyer Place , Peckham - Open - air Meeting -Miss Thomson , Miss Dawson . 8.0","['Miss Thomson', 'Miss Dawson.']",,"SEPTEMBER 22 , 1910"
SEPTEMBER 22,Dublin,Dublin - Irish W.S. and Local Government Association - Com- mittee Meeting . 7.30,,Irish W.S. and Local Government Association - Committee Meeting,"SEPTEMBER 22 , 1910"
SEPTEMBER 22,Wells Town Hall,Wells Town Hall - Miss Royden . 3.0,['Miss Royden'],,"SEPTEMBER 22 , 1910"
SEPTEMBER 22,"Reigate The Green, S. Park","Reigate The Green , S. Park - Open - air Meeting - Mrs . Stanbury . 8.0",['Mrs. Stanbury'],,"SEPTEMBER 22 , 1910"
SEPTEMBER 22,Bermondsey - Galleywall Road - Young Women's Society of S.- Bermondsey Mission,Bermondsey - Galleywall Road - Young Women's Society of S.- Bermondsey Mission - Miss Margery Corbett . 8.30,['Miss Margery Corbett'],,"SEPTEMBER 22 , 1910"
SEPTEMBER 22,Corbridge,"Corbridge Open - air Meeting - Miss C. M. Gordon , Miss Mein . 7.30","['Miss C. M. Gordon', 'Miss Mein']",,"SEPTEMBER 22 , 1910"
SEPTEMBER 23,"North of England - 85, Deansgate Arcade","North of England - 85 , Deansgate Arcade - Special Meeting of Members . 2.0",,Special Meeting of Members.,"SEPTEMBER 22 , 1910"
