Date,Location,Raw,Speakers,Description,Issue date
"Friday, January 30",Bow,"Bow , Ford Road . Miss P. Rickards",['Miss P. Rickards'],,"January 30 , 1914"
"Friday, January 30",Harlesden,"Harlesden , Manor Park Road . Miss Davies",['Miss Davies'],,"January 30 , 1914"
"Friday, January 30",Ilford,"Ilford , Seven King's Station . Miss Davies",['Miss Davies'],,"January 30 , 1914"
"Friday, January 30",Islington,"Islington , Jones Brothers . Miss Barry , Miss Shoults","['Miss Barry', 'Miss Shoults']",,"January 30 , 1914"
"Friday, January 30",Kilburn,"Kilburn , Victoria Road . Mrs. E. Duval",['Mrs. E. Duval'],,"January 30 , 1914"
"Friday, January 30",South Wimbledon,"South Wimbledon , Broadway",,,"January 30 , 1914"
"Friday, January 30",Kentish Town,"Kentish Town , Modbury Street . Miss Coombs",['Miss Coombs'],,"January 30 , 1914"
"Friday, January 30",Lincoln's Inn House,"Lincoln's Inn House , Kingsway . Speakers ' Class . Miss Rosa Leo",['Miss Rosa Leo'],,"January 30 , 1914"
"Friday, January 30",Poplar,"Poplar , 319 , East India Dock Road . Women's Meeting",,Women's Meeting,"January 30 , 1914"
"Friday, January 30",Sloane Square,Sloane Square . Mrs. Duval . Chair : Miss Haig ...,['Mrs. Duval'],,"January 30 , 1914"
"Friday, January 30",West Ham,"West Ham , 71 , Osborne Road , Forest Gate . Miss Bonwick , M.A. Miss Brice . Hostess : Miss Fairweather ...","['Miss Bonwick, M.A.', 'Miss Brice']",,"January 30 , 1914"
"Friday, January 30",Westminster,"Westminster , Greycoat Place . Miss Canning , Miss Peggy Julia","['Miss Canning', 'Miss Peggy Julia']",,"January 30 , 1914"
"Friday, January 30",Wimbledon,"Wimbledon , Queen's Hall , Broadway . Rev. W. Noel Lambert , Barbara Tchaykovsky . Chair : Miss Nuthall","['Rev. W. Noel Lambert', 'Barbara Tchaykovsky']",,"January 30 , 1914"
"Saturday, January 31",Hampstead Heath,"Hampstead Heath , Flagstaff . Miss Gilliatt",['Miss Gilliatt'],,"January 30 , 1914"
"Saturday, January 31",Lewisham,"Lewisham , Market Place . Mr. E. Duval",['Mr. E. Duval'],,"January 30 , 1914"
"Saturday, January 31",Poplar,"Poplar , East India Dock Gates",,,"January 30 , 1914"
"Saturday, January 31",Wimbledon Common,Wimbledon Common . Miss Margaret,['Miss Margaret'],,"January 30 , 1914"
