Date,Location,Raw,Speakers,Description,Hosts,Issue date
MAY 1,"London. Peckham College Place, Peckham Road","London . Peckham College Place , Peckham Road- Speaker , Mrs. Paul Campbell - Chair , Miss Gloyer","['Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer', 'Mrs. Paul Campbell', 'Miss Gloyer']",,,"MAY 1 , 1914"
MAY 3,Hyde Park Near Reformers' Tree,"Hyde Park Near Reformers ' Tree - Open - air meeting - Speakers , Miss Agnes Dawson , Miss Meikle","['Miss Agnes Dawson', 'Miss Meikle']",,,"MAY 1 , 1914"
MAY 4,"Highgate Spears Memorial Hall, Highgate Hill","Highgate Spears Memorial Hall , Highgate Hill Annual Branch Meeting - Lantern Lecture by Miss Hibbert Ware , F.L.S. , on "" Pioneers of Women 's Education "" - Speaker , Miss Clementina Black - Chair , Mrs. Garnett","['Miss Hibbert Ware', 'Miss Clementina Black', 'Mrs. Garnett']",,,"MAY 1 , 1914"
MAY 6,Ealing and Acton - Haven Green,"Ealing and Acton - Haven Green - Open - air Meeting - Chair , Mrs. Vane Turner",['Mrs. Vane Turner'],,,"MAY 1 , 1914"
MAY 6,Harrow Public Hall,"Harrow Public Hall - Speakers , Miss I. O. Ford , Mrs. Rackham , P.L.G. - Chair , Mr. A. K. Carlyon , D.L. , J.P.","['Miss I. O. Ford', 'Mrs. Rackham', 'Mr. A. K. Carlyon']",,,"MAY 1 , 1914"
MAY 6,"West Newington - 1A, New Street","West Newington - 1A , New Street Drawing- room Meeting - Hostess , Mrs. Quarmby - Speaker , Mrs. Hunter - Chair , Mrs. Ford Smith","['Mrs. Quarmby', 'Mrs. Hunter', 'Mrs. Ford Smith']",,,"MAY 1 , 1914"
MAY 6,"Wimbledon - 9, Ridgeway Gardens","Wimbledon - 9 , Ridgeway Gardens - Drawing- room Meeting - Hostess , Mrs. Webster - Miss Hay Cooper on "" The Religious Aspect of the Women 's Movement "" - Chair , Lt.-Col . Seton Churchill","['Mrs. Webster', 'Miss Hay Cooper', 'Lt.-Col. Seton Churchill']",,,"MAY 1 , 1914"
MAY 6,"West Kensington - 1A, New Street","West Kensington - 1A , New Street - Drawing- room Meeting - Hostess , Mrs. Quarmby - Speaker , Mrs. Hunter","['Mrs. Quarmby', 'Mrs. Hunter']",,,"MAY 1 , 1914"
MAY 7,Fulham Fulham Town Hall (Concert Hall),"Fulham Fulham Town Hall ( Concert Hall ) - Debate Speakers , Mrs. Rackham , P.L.G. , and Mrs. Harold Norris","['Mrs. Rackham', 'Mrs. Harold Norris']",,,"MAY 1 , 1914"
MAY 7,"North and East St. Pancras St. Martin's Hall, Vicars Road, Gospel Oak","North and East St. Pancras St. Martin 's Hall , Vicars Road , Gospel Oak - Social Meeting for F.W.S. - Speaker , Mrs. Ronald Garrett - Chair , Mrs. Holyoake Marsh","['Mrs. Ronald Garrett', 'Mrs. Holyoake Marsh']",,,"MAY 1 , 1914"
