Date,Location,Raw,Speakers,Hosts,Description,Issue date
JULY 10,Balham,"Balham - Open - air Meeting - Speakers , Mr. and Mrs. Harford Worlock","['Mr. Harford Worlock', 'Mrs. Harford Worlock']",,,"JULY 10 , 1914"
JULY 10,Deptford,"Deptford Corner of Pepys Road , New Cross Gate Speakers , Miss Fielden and others","['Miss Fielden', 'others']",,,"JULY 10 , 1914"
JULY 10,South Lambeth,"South Lambeth - Opposite Tate Library , South Lambeth Road - Open - air Meeting - Miss Brown , Miss Fawcett","['Miss Brown', 'Miss Fawcett']",,,"JULY 10 , 1914"
JULY 10,Manchester,"Manchester - Gardiner Street , Prestwich- Open - air Meeting - Councillor M. Ashton , M.A. , and the Rev. Jabez Bell","['Councillor M. Ashton', 'Rev. Jabez Bell']",,,"JULY 10 , 1914"
JULY 10,Matfield,"Matfield The Grange Garden Meeting- Hostess , Mrs. Perkin - Speaker , Miss Matters",['Miss Matters'],,,"JULY 10 , 1914"
JULY 10,Romiley,"Romiley Corner of Sandy Lane - Open - air Meeting Speaker , Miss E. Cox - Chair , Mr. Redfern",['Miss E. Cox'],,,"JULY 10 , 1914"
JULY 10,St. John's Chapel,"St. John's Chapel - Open - air Meeting ( Active Service League ) -Miss I. S. A. Beaver , Miss E. G. Westwood","['Miss I. S. A. Beaver', 'Miss E. G. Westwood']",,,"JULY 10 , 1914"
JULY 10,Seal,Seal - Open - air Meeting - Miss A. E. Gloyn,['Miss A. E. Gloyn'],,,"JULY 10 , 1914"
JULY 10,Balerno,"Balerno Active Service League - Speakers , Mrs. Aldersley , Miss Low - Chair , Miss Mackay","['Mrs. Aldersley', 'Miss Low']",,,"JULY 10 , 1914"
JULY 10,Springside and Crosshouse,"Springside and Crosshouse - Open - air Meeting -Speaker , Miss Muriel Craigie - Chair , Mrs. Waite",['Miss Muriel Craigie'],,,"JULY 10 , 1914"
JULY 10,Six Bells,"Six Bells - July 10 - Councillor Davins , Mrs. Cooper , Miss Newton Harris","['Councillor Davins', 'Mrs. Cooper', 'Miss Newton Harris']",,,"JULY 10 , 1914"
JULY 11,North Islington,"North Islington - 9 , Upper Hornsey Rise- Garden Party - Hostess , Mrs. Gorham",[],['Mrs. Gorham'],,"JULY 10 , 1914"
JULY 11,Wimbledon,"Wimbledon - 22 , Dorset Road , Merton - Garden Meeting Hostess , Mrs. Howe - Speaker , Miss I. O. Ford - Chair , Dr. Beatrice McGregor",['Miss I. O. Ford'],,,"JULY 10 , 1914"
JULY 11,Heywood,"Heywood - St . John's Vicarage - Monthly Meeting for Members and "" Friends """,,,"Monthly Meeting for Members and "" Friends ""","JULY 10 , 1914"
JULY 11,Herne Bay,Herne Bay - Open - air Meeting - Miss Dawson,['Miss Dawson'],,,"JULY 10 , 1914"
JULY 11,Llandrindod Wells,"Llandrindod Wells - Rock Park Gardens - Miss Helen Frazer , Miss Foxley , M.A.","['Miss Helen Frazer', 'Miss Foxley']",,,"JULY 10 , 1914"
JULY 11,Manchester,"Manchester - Burnage Lodge , Levenshulme- Garden Party - Hostess , Mrs. Chapman",[],['Mrs. Chapman'],,"JULY 10 , 1914"
JULY 11,New Milton,"New Milton Garden Party - Miss Clough , Mrs. Victor Blake","['Miss Clough', 'Mrs. Victor Blake']",,,"JULY 10 , 1914"
JULY 11,Sevenoaks,Sevenoaks Market Place - Miss Gloyn,['Miss Gloyn'],,,"JULY 10 , 1914"
JULY 11,Westgate - on - Sea,"Westgate - on - Sea "" Winchmore "" - Garden Meeting Hostess , Mrs. Teetgen - Speaker , Miss Matters",['Miss Matters'],,,"JULY 10 , 1914"
JULY 11,Lasswade,Lasswade - Active Service League Mrs. Aldersley,['Mrs. Aldersley'],,,"JULY 10 , 1914"
