Date,Location,Raw,Speakers,Description,Hosts,Issue date
JUNE 1,Wigan - Market Square,"JUNE 1 .
Wigan - Market Square - Miss Robertson .",['Miss Robertson'],,,"JUNE 1 , 1911"
JUNE 1,Birmingham - Grand Hotel,Birmingham - Grand Hotel - Annual Meeting - Mrs . Sanderson ; Mrs. Osler ( chair ) .,"['Mrs. Sanderson', 'Mrs. Osler (chair)']",Annual Meeting,,"JUNE 1 , 1911"
JUNE 1,Rugby Large Co - operative Hall,"Rugby Large Co - operative Hall "" Women's Suffrage from the Imperial Point of View "" -Mrs . F. A. Steele .",['Mrs. F. A. Steele'],""" Women's Suffrage from the Imperial Point of View """,,"JUNE 1 , 1911"
JUNE 1,Leamington Birch's Music Rooms,Leamington Birch's Music Rooms - Franchise Club .,,Franchise Club,,"JUNE 1 , 1911"
JUNE 1,Stocksfield Mrs. Walton's Drawing - room,Stocksfield Mrs. Walton's Drawing - room Meeting - Reading by Mrs. Graham Thompson .,,Reading by Mrs. Graham Thompson,['Mrs. Walton'],"JUNE 1 , 1911"
JUNE 2,Ashton - under - Lyne - Market Place,"JUNE 2 .
Ashton - under - Lyne - Market Place Miss Robertson .",['Miss Robertson'],,,"JUNE 1 , 1911"
JUNE 2,Woking Public Hall,"Woking Public Hall - Miss Vida Goldstein , Miss A. M. Royden , and others . Chair , The Lady Betty Balfour .","['Miss Vida Goldstein', 'Miss A. M. Royden', 'others', 'The Lady Betty Balfour (Chair)']",,,"JUNE 1 , 1911"
JUNE 2,Manchester - Mrs . Renold's Drawing - room,Manchester - Mrs . Renold's Drawing - room Meeting - Miss Robertson .,['Miss Robertson'],,,"JUNE 1 , 1911"
JUNE 2,"London Society, Queen's Hall","June 2 : London Society , Queen's Hall , Meeting for Industrial Working Women , Mrs. Fawcett , Mr. Lansbury , M.P. Chair , the Lady Frances Balfour .","['Mrs. Fawcett', 'Mr. Lansbury, M.P.', 'The Lady Frances Balfour (Chair)']",Meeting for Industrial Working Women,,"JUNE 1 , 1911"
JUNE 3,"Highgate, "" Tally - ho "" Corner, Finchley","June 3 : Highgate , "" Tally - ho "" Corner , Finchley , Open - air Meeting , Mrs. Garnett , Miss Davies .","['Mrs. Garnett', 'Miss Davies']",Open-air Meeting,,"JUNE 1 , 1911"
JUNE 3,"Peebles, Chambers ' Institute","June 3 : Peebles , Chambers ' Institute , Cake and Candy Sale .",,Cake and Candy Sale,,"JUNE 1 , 1911"
JUNE 5,"Edinburgh , 40 , Shandwick Place","June 5 : Edinburgh , 40 , Shandwick Place , Miss Alice Low .",['Miss Alice Low'],,,"JUNE 1 , 1911"
