Date,Location,Raw,Speakers,Description,Hosts,Issue date
NOVEMBER 24,Eastbourne - Grove Hall,"Eastbourne - Grove Hall - Public Meeting - Miss Frances Sterling , Rev. C. Hinscliff .","['Miss Frances Sterling', 'Rev. C. Hinscliff.']",,,"NOVEMBER 24 , 1910"
NOVEMBER 24,Leeds - Clayton Hall,"Leeds - Clayton Hall - Public Meeting - Miss I. O. Ford , Miss Fielden .","['Miss I. O. Ford', 'Miss Fielden']",,,"NOVEMBER 24 , 1910"
NOVEMBER 24,"Bristol - 111a , Whiteladies ' Road","Bristol - 111a , Whiteladies ' Road - Speakers ' Class Debate .",,Speakers ' Class Debate,,"NOVEMBER 24 , 1910"
NOVEMBER 25,Birmingham - Stetchford - Miss Brettell's Drawing - room,Birmingham - Stetchford - Miss Brettell's Drawing - room Meeting -Mrs . Ring .,['Mrs. Ring.'],,,"NOVEMBER 24 , 1910"
NOVEMBER 25,"Dublin - 35 , Molesworth Street","Dublin - Irish W.S. and Local Government Association - 35 , Molesworth Street - Discussion on N.U.W.W. Conference - Mrs . H. Docknell , Mrs. E. Hill 3.0 8.0 Tickell .","['Mrs. H. Docknell', 'Mrs. E. Hill', 'Tickell.']",,,"NOVEMBER 24 , 1910"
NOVEMBER 25,Wallasey and Wirral - New Brighton Assembly Rooms,Wallasey and Wirral - New Brighton Assembly Rooms - Actresses ' Franchise League .,,Actresses ' Franchise League,,"NOVEMBER 24 , 1910"
NOBEMBER 26,"Birkenhead - Music Hall , Claughton","Birkenhead - Music Hall , Claughton - Performances by Actresses ' Franchise League .",,Performances by Actresses' Franchise League,,"NOVEMBER 24 , 1910"
NOVEMBER 27,Pudsey - Labour Church,Pudsey - Labour Church - Miss Fielden .,['Miss Fielden.'],,,"NOVEMBER 24 , 1910"
NOVEMBER 28,Lyndhurst,Lyndhurst Mrs. Rackham .,['Mrs. Rackham.'],,,"NOVEMBER 24 , 1910"
NOVEMBER 28,Nottingham -- Market Place,Nottingham -- Market Place - Open - air Meeting - Miss Dickson .,['Miss Dickson.'],,,"NOVEMBER 24 , 1910"
