Date,Location,Raw,Speakers,Description,Issue date
Friday,"Lincoln's Inn House, Kingsway","Lincoln's Inn House , Kingsway . Rosa Leo",['Rosa Leo'],,"August 7 , 1914"
Friday,Wimbledon,"Wimbledon , 9 Victoria Crescent Streatham Common . Miss L. Tyson",['Miss L. Tyson'],,"August 7 , 1914"
"Saturday , Sunday",Wimbledon Common,Wimbledon Common .,[],,"August 7 , 1914"
Monday,"Knightsbridge Hall, W.","Knightsbridge Hall , W. , Miss Perkins . Chair - Mrs Mansel","['Miss Perkins', 'Mrs Mansel', 'others']",,"August 7 , 1914"
Thursday,"Elysee Galleries, Queen's Road","Elysee Galleries , Queen's Road",[],,"August 7 , 1914"
Friday,"Lincoln's Inn House, Kingsway","Lincoln's Inn House , Kingsway . Rosa Leo",['Rosa Leo'],,"August 7 , 1914"
Friday,"Edinburgh, The Mound","Edinburgh , The Mound . Miss M.",['Miss M.'],,"August 7 , 1914"
Friday,"Edinburgh, Leopold Place","Edinburgh , Leopold Place . Miss C.",['Miss C.'],,"August 7 , 1914"
Friday,"Eastbourne, East Bandstand","Eastbourne , East Bandstand . Miss Beldon",['Miss Beldon'],,"August 7 , 1914"
Saturday,"Edinburgh, The Mound","Edinburgh , The Mound . Miss M.",['Miss M.'],,"August 7 , 1914"
Saturday,"Edinburgh, The Mound","Edinburgh , The Mound . Miss M.",['Miss M.'],,"August 7 , 1914"
Saturday,"Nottingham, Market Place","Nottingham , Market Place .",[],,"August 7 , 1914"
Saturday,"Eastbourne, East Bandstand","Eastbourne , East Bandstand",[],,"August 7 , 1914"
Sunday,"Edinburgh, The Mound","Edinburgh , The Mound . Miss M.",['Miss M.'],,"August 7 , 1914"
Monday,"Eastbourne, East Bandstand","Eastbourne , East Bandstand . Miss M.",['Miss M.'],,"August 7 , 1914"
Wednesday,"Eastbourne, East Bandstand","Eastbourne , East Bandstand . Miss M.",['Miss M.'],,"August 7 , 1914"
"Thursday , Friday","Eastbourne, East Bandstand","Eastbourne , East Bandstand . Miss",['Miss'],,"August 7 , 1914"
August 7,,August 7 . Speakers ' Class .,[],Speakers' Class,"August 7 , 1914"
August 8,,"August 8 . Miss Leonora Tyson , Miss ...","['Miss Leonora Tyson', 'Miss']",,"August 7 , 1914"
August 9,,August 9 . ... 3.15 p.m.,[],,"August 7 , 1914"
August 10,Bayswater,"August 10 . , Bayswater . Mrs 8 p.m",['Mrs'],,"August 7 , 1914"
August 13,,August 13 . Speakers ' Class . Miss *** 7.45 p.m.,['Miss'],Speakers' Class,"August 7 , 1914"
August 7,,August 7 . Wright,['Wright'],,"August 7 , 1914"
August 8,,"August 8 . Brown .... O'Conner , Mis Law","['Brown', ""O'Conner"", 'Mis Law']",,"August 7 , 1914"
August 8,,August 8 . Wright,['Wright'],,"August 7 , 1914"
August 9,,August 9 . Wright,['Wright'],,"August 7 , 1914"
August 10,,August 10 . Wright,['Wright'],,"August 7 , 1914"
August 12,,August 12 . Sprott,['Sprott'],,"August 7 , 1914"
August 13,,August 13 . Bourne ....,['Bourne'],,"August 7 , 1914"
