Date,Location,Raw,Speakers,Description,Hosts,Issue date
OCTOBER 20,"London - Camberwell - The Tabernacle, Rye Lane","London - Camberwell - The Tabernacle, Rye Lane Miss I. O. Ford.",['Miss I. O. Ford'],,,"OCTOBER 20, 1910"
OCTOBER 20,Hitchin - Town Hall,"Hitchin - Town Hall - Earl of Lytton, Mrs. Swanwick.","['Earl of Lytton', 'Mrs. Swanwick']",,,"OCTOBER 20, 1910"
OCTOBER 20,Birmingham - Harborne - Institute,Birmingham - Harborne - Institute - Miss Phillips.,['Miss Phillips'],,,"OCTOBER 20, 1910"
OCTOBER 20,"Leeds Ackworth School, Pontefract","Leeds Ackworth School, Pontefract - Debate - Miss Fielden.",['Miss Fielden'],Debate,,"OCTOBER 20, 1910"
OCTOBER 20,"Edinburgh - 69, Leamington Terrace","Edinburgh - 69, Leamington Terrace - Drawing-room Meeting.",,Drawing-room Meeting,,"OCTOBER 20, 1910"
OCTOBER 20,"Edinburgh - 42, Upper Gray Street","Edinburgh - 42, Upper Gray Street - Drawing-room Meeting.",,Drawing-room Meeting,,"OCTOBER 20, 1910"
OCTOBER 20,Birmingham - Sutton - Church Room,"Birmingham - Sutton - Church Room - Miss Southall, Mrs. Ring.","['Miss Southall', 'Mrs. Ring']",,,"OCTOBER 20, 1910"
OCTOBER 20,London - Islington,"London - Islington - Debate - Miss C. Corbett, Miss Stuart.","['Miss C. Corbett', 'Miss Stuart']",Debate,,"OCTOBER 20, 1910"
OCTOBER 20,Leamington Town Hall,"Leamington Town Hall - Public Meeting - Mrs. Fawcett, Miss Abadam.","['Mrs. Fawcett', 'Miss Abadam']",Public Meeting,,"OCTOBER 20, 1910"
OCTOBER 20,London,London - Quarterly Conference of Executive Committee with Local Committees.,,Quarterly Conference of Executive Committee with Local Committees,,"OCTOBER 20, 1910"
OCTOBER 20,Bristol,Bristol Federation Committee Meeting.,,Federation Committee Meeting,,"OCTOBER 20, 1910"
OCTOBER 21,North of England - East Manchester,"North of England - East Manchester Mrs. Rogerson, Miss Walshe.","['Mrs. Rogerson', 'Miss Walshe']",,,"OCTOBER 20, 1910"
OCTOBER 21,Woking - Duke Street,"Woking - Duke Street - Open-air Meeting - Miss Corbett, Miss Thomson.","['Miss Corbett', 'Miss Thomson']",Open-air Meeting,,"OCTOBER 20, 1910"
OCTOBER 21,"Edinburgh - 40, Shandwick Place","Edinburgh 40, Shandwick Place At Home.",,At Home,,"OCTOBER 20, 1910"
OCTOBER 21,Birmingham - Northfield,"Birmingham - Northfield - Mrs. Osler, Rev. A. Pinchard.","['Mrs. Osler', 'Rev. A. Pinchard']",,,"OCTOBER 20, 1910"
OCTOBER 21,Birmingham - Solihull,"Birmingham - Solihull - Miss Phillips, Mrs. Ring.","['Miss Phillips', 'Mrs. Ring']",,,"OCTOBER 20, 1910"
OCTOBER 21,Haslemere Beacon Hill Hall,"Haslemere Beacon Hill Hall - Public Meeting - Mr. Aneurin Williams, M.P.",['Mr. Aneurin Williams'],Public Meeting,,"OCTOBER 20, 1910"
OCTOBER 21,Altrincham Leeds - Mrs. Duncan's Drawing-room,"Altrincham Leeds - Mrs. Duncan's Drawing-room Meeting - Mrs. Parrish, Miss Fielden.","['Mrs. Parrish', 'Miss Fielden']",Meeting,,"OCTOBER 20, 1910"
OCTOBER 21,Norwood - Suffrage Offices,"Norwood - Suffrage Offices - Dr. A. Vowe Johnson, Miss Abadam.","['Dr. A. Vowe Johnson', 'Miss Abadam']",,,"OCTOBER 20, 1910"
OCTOBER 21,Altrincham Society Bowdon - Assembly Rooms,Altrincham Society Bowdon - Assembly Rooms- Amateur Dramatic Performance.,,Amateur Dramatic Performance,,"OCTOBER 20, 1910"
OCTOBER 21,Ramsgate,Ramsgate Meeting for Women Municipal Voters and Members- Miss Macaulay.,['Miss Macaulay'],Meeting for Women Municipal Voters and Members,,"OCTOBER 20, 1910"
OCTOBER 21,Cambridge - Newnham College,Cambridge - Newnham College - Miss Ray Costelloe.,['Miss Ray Costelloe'],,,"OCTOBER 20, 1910"
OCTOBER 22,London - Highgate,"London - Highgate - Open-air Meeting - Miss H. G. Cohen, Miss Ruth Young.","['Miss H. G. Cohen', 'Miss Ruth Young']",Open-air Meeting,,"OCTOBER 20, 1910"
