Date,Location,Raw,Speakers,Hosts,Description,Issue date
FEBRUARY 14,LONDON,"London Reception - Westminster Palace Hotel- Chair , Miss Frances Sterling- Speakers , Miss K. D. Courtney , Mr. P. Snowden , M.P. Honble . Mrs. SPENCER GRAVES and Miss E. DIMOCK . , Hon . Mrs. SPENCER GRAVES , Mrs. C. A. V. CONYBEARE , Miss E. HILL . Discussion . Tea 6d .","['Miss K. D. Courtney', 'Mr. P. Snowden', 'Hon. Mrs. SPENCER GRAVES', 'Miss E. DIMOCK', 'Hon. Mrs. SPENCER GRAVES', 'Mrs. C. A. V. CONYBEARE', 'Miss E. HILL', 'Miss FRANCES STERLING', 'Lady Betty Balfour', 'Mrs. Chapman', 'Mrs. Rogers', 'Miss Hay-Cooper', 'Misses Jones', 'Mrs. Savory', 'Mrs. Martin', 'Mrs. Rackham', 'Hon. Mrs. Spencer Graves', 'Mrs. Henry Fawcett', 'Mrs. O A. V. Conybeare', 'Miss Emily Hill', 'Miss J. Bisset Smith', 'Mrs. Fawcett', 'Mrs. Stanbury', 'Miss Charlotte Elkin', 'Mrs. Watson', 'Miss Ruth Young', 'Mrs. Weibell', 'Miss Margaret Robertson', 'Mrs. Wallace', 'Councillor Margaret Ashton', 'Miss Chrystal Macmillan', 'Miss Lochhead', 'Colonel Denny', 'Mrs. Abbot', 'Miss Mary J. Henderson', 'Miss Lisa M. Gordon', 'Miss Pressley Smith', 'Miss Margaret Robertson', 'Miss K. M. Loudon', 'Miss Muriel Matters', 'Miss Alice Low', 'Mr. MacCullum', 'Mr. Baillie Laing', 'Mr. William Lowson', 'J. Dan Easson', 'Mr. J. McMichael', 'Miss Matters', 'Mr. Mirrlees', 'Mr. Smalley', 'Miss Matters', 'Miss Gordon', 'Miss Jean Pagan', 'Miss Carmouche', 'Miss Muriel Matters', 'Miss Gordon', 'Miss Alice Low', 'Misses Bell', 'Miss Alice Low', 'Miss Alice Low', 'Dr. Elsie Inglis', 'Mrs. G. F. Abbott', 'Mrs. Greatbatch', 'Miss Alice Low', 'Mr. Kemp', 'Mrs. G. F. Abbott', 'Mr. Devlin', 'Miss Sheard', 'Miss Abadam', 'Lady Chance', 'Miss Chate Ellis', 'Lord Farrer', 'Mr. H. Baillie Weaver', 'Mrs. Swanwick', 'Mrs. Robie Uniacke', 'Mrs. Cowmeadow', 'Lady Beatrice Kemp', 'Mrs. Baillie', 'Mrs. Harley', 'Miss Watson', 'The Rev. F. W. Cooper', 'Miss Helen Ward', 'Miss Evans', 'Mrs. Rackham', 'Mrs. Chew', 'Councillor Ruddock', 'Mrs. Hutchinson', 'Miss Sheard', 'The Lady Betty Balfour', 'Dr. C. V. Drysdale', 'The Rev. Pennethorne Prebendary', 'Miss Muriel Matters', 'The Rev. A. H. Lewis', 'Miss A. Maude Royden', 'The Rev. W. C. Roberts', 'Miss Violet Eustace', 'Dr. Olive Claydon', 'Miss E. E. Deakin', 'Miss Helen Fraser', 'Miss Lisa M. Gordon', 'Miss Pressley-Smith', 'Mrs. Corbett-Ashby', 'Mr. Evans Jackson', 'Miss Dutton', 'Mrs. Corbett-Ashby', 'Mrs. Leadley', 'Miss Pulleyn', 'Mrs. Oudworth', 'Mrs. Jalland', 'Mrs. K. E. T. Wilkinson', 'Mrs. Corbett-Ashby', 'Miss Dora Mason', 'Miss A. Haines', 'Miss Gillett', 'Miss Dora Mason', 'Miss Sheepshanks', 'Miss Helen Matters', 'Mrs. Haverfield', 'Mrs. A. Gillett', 'Col. , the Hon. C. J. Hubbard', 'Lady De la Warr', 'Miss Woodham', 'Miss Jakeman', 'Mr. J. Baker', 'Mrs. Dixon H. Davies', 'Mrs. Matheson', 'Mrs. Field', 'Mrs. Berney', 'Mrs. Ensor', 'Mrs. G. F. E. Scott', 'Mrs. F. C. Cross', 'Miss Dove', 'The Rev. C. P. S. Clarke', 'Mrs. Clarke', 'The Rev. G. H. Gosselin', 'The Rev. H. C. Gant', 'Dr. Meredith', 'Miss Thurlow', 'Miss Daniel', 'The Rev. J. Rushby Smith', 'Mrs. Rushby Smith', 'Miss Whitelaw', 'Mrs. R. O. Lehmann', 'Mrs. R. H. Berney', 'Mrs. J. Dunbar Dickson', 'Mrs. Sargent Florence', 'Mr. W. T. Groom', 'Mrs. W. T. Groom', 'Miss Dove', 'Miss Abadam', 'Mr. Rowntree', 'Miss Hilda Jones', 'Miss Violet Eustace', 'Miss Evans', 'Miss Hilda Jones', 'Mrs. Meyer', 'Miss H. Jones', 'Miss Oxford', 'Miss Hilda Jones', 'Mrs. Irene Meyer', 'Miss E. Smith', 'Miss Garland', 'Miss Matters', 'Miss Margaret Robertson', 'Professor Bosanquet', 'Miss C. Leadley Brown', 'Miss Royden', 'Mrs. Rackham', 'Miss E. T. Rathbone', 'Mrs. Laney', 'Mrs. Hanbury Rowe', 'Mrs. Hull', 'Miss Kemp Furner', ""Mr. O'Holland"", 'Mr. T. K. Hume', 'Mr. T. Stevens', 'Mrs. Harold Norris', 'Mrs. Swanwick', 'Miss Helen Fraser', 'Mrs. K. E. T. Wilkinson', 'Miss Dutton', 'Miss Dutton', 'Miss Margaret Dutton', 'Mr. W. Charlton', 'Mrs. Charlton', 'Mrs. Waters Stainthorpe', 'Miss Helen Fraser', 'Mrs. Tindall Harris', 'Mrs. Wallis', 'Mrs. Corbett-Ashby', 'Mr. Alexander Herbert', 'Mrs. Corbett Ashby', 'Mrs. Miall Smith', 'Miss P. Strachey', 'Mrs. Garnett', 'Mrs. Bouman', 'Mrs. E. J. Harrington', 'Mr. Dickinson', 'Miss Rosamond Smith', 'Miss Cockle', 'Mrs. Felkin', 'Mrs. Arthur Savory', 'Miss Frances Sterling', 'Miss Anna Martin', 'Mrs. Elliott', 'Miss Helen Ward', 'Mrs. Swanwick', 'Mr. Chambers', 'Mr. Ben Johnson', 'Mrs. T. Raffless Hughes', 'Miss Rosamond Smith', 'Mr. Alfred Bayes', 'Mr. C. H. Foyle', 'Mrs. St. Clair Stobart', 'Mrs. Annie Steel', 'Mrs. Herbert Cohen']",,,"FEBRUARY 14 , 1913"
FEBRUARY 14,Oxshott,"Oxshott Public meeting at St. Andrew's Hall , Oxshott - Chair , Mrs. Chapman- Speaker , Lady Betty Balfour","['Lady Betty Balfour', 'Mrs. Chapman']",,,"FEBRUARY 14 , 1913"
FEBRUARY 15,Reading,"Reading - 7 , Town Hall Chambers - Members ' meet- ing - Miss Violet Eustace",['Miss Violet Eustace'],,,"FEBRUARY 14 , 1913"
FEBRUARY 15,Dinas Powis,Dinas Powis - Public Hall - Miss Helen Fraser,['Miss Helen Fraser'],,,"FEBRUARY 14 , 1913"
FEBRUARY 15,Brockham,"Brockham - Schoolroom - Lady Chance , Miss Chate Ellis - Chair , Lord Farrer","['Lady Chance', 'Miss Chate Ellis', 'Lord Farrer']",,,"FEBRUARY 14 , 1913"
FEBRUARY 15,Barnsley,"Barnsley - Arcade Hall - Mr . H. Baillie Weaver , Miss Abadam","['Mr. H. Baillie Weaver', 'Miss Abadam']",,,"FEBRUARY 14 , 1913"
FEBRUARY 15,Barnard Castle,Barnard Castle - Witham Music Hall - Mrs . Swanwick,['Mrs. Swanwick'],,,"FEBRUARY 14 , 1913"
FEBRUARY 15,Maidenhead,Maidenhead - Small Town Hall- Mrs. Robie Uniacke,['Mrs. Robie Uniacke'],,,"FEBRUARY 14 , 1913"
FEBRUARY 15,Chesterfield,Chesterfield - Mrs . Cowmeadow,['Mrs. Cowmeadow'],,,"FEBRUARY 14 , 1913"
FEBRUARY 16,Dronfield,Dronfield - Women's Adult School - Mrs . Cowmeadow,['Mrs. Cowmeadow'],,,"FEBRUARY 14 , 1913"
